,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
300,Автодор БО-6 выпуск 1,RU000A106XP1,5,1004.0,Средний,40.98,1000.0,4,163.92,51.22,16.33,https://www.tinkoff.ru/invest/bonds/RU000A106XP1/
301,Т.Г. Шевченко выпуск 2,RU000A101P92,19,992.8,Средний,28.19,1000.0,4,112.76,133.9,11.36,https://www.tinkoff.ru/invest/bonds/RU000A101P92/
302,Гидромашсервис БО выпуск 3,RU000A1026H0,11,986.1,02.10.2024,54.2,1000.0,2,108.4,298.1,10.99,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
303,Электрорешения выпуск 1,RU000A106HF5,32,969.5,Средний,26.62,1000.0,4,106.48,212.96,10.98,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
304,Ритейл Бел Финанс выпуск 1,RU000A100JH0,8,493.9,02.07.2024,11.83,500.0,4,47.32,23.66,9.58,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/
305,ТГК-14 выпуск 001Р-01,RU000A1066J2,30,1007.2,Средний,29.58,1000.0,4,118.32,221.85,11.75,https://www.tinkoff.ru/invest/bonds/RU000A1066J2/
306,АФК Система выпуск 15,RU000A1023K1,10,936.6,05.09.2024,29.06,1000.0,2,58.12,145.3,6.21,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
307,Брусника выпуск 2Р-1,RU000A1048A9,20,978.2,Средний,25.66,1000.0,4,102.64,128.3,10.49,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
308,ЛСР выпуск 4,RU000A100WA8,11,381.76,Высокий,7.31,400.0,4,29.24,20.1,7.66,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/
309,ЛК Дельта выпуск 1,RU000A103CD8,8,739.425,Средний,17.05,750.0,4,68.2,34.1,9.22,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
310,Экспобанк 001Р-01,RU000A103RT2,11,955.4,Высокий,19.49,1000.0,4,77.96,53.6,8.16,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
311,Whoosh выпуск 1,RU000A104WS2,20,998.5,Высокий,29.23,1000.0,4,116.92,146.15,11.71,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
312,Гидромашсервис выпуск 1,RU000A105Q89,26,970.0,Высокий,26.01,1000.0,4,104.04,169.06,10.73,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/
313,ЖКХ Якутии выпуск 1,RU000A100PB0,9,996.9,Средний,28.71,1000.0,4,114.84,64.6,11.52,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/
314,ЛСР выпуск 8,RU000A106888,31,981.9,Высокий,27.58,1000.0,4,110.32,213.74,11.24,https://www.tinkoff.ru/invest/bonds/RU000A106888/
315,Европлан БО 08,RU000A0ZZBV2,20,948.5,27.06.2025,44.89,1000.0,2,89.78,448.9,9.47,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/
316,Медси 1P01,RU000A105YA3,17,949.0,17.03.2025,21.32,1000.0,4,85.28,90.61,8.99,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
317,Гарант-Инвест 002P-07,RU000A106SK2,57,999.4,Средний,10.35,1000.0,12,124.2,49.16,12.43,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/
318,Почта России,RU000A104W33,56,876.8,16.06.2028,44.02,1000.0,2,88.04,1232.56,10.04,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
319,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,21,976.0,Средний,26.01,1000.0,4,104.04,136.55,10.66,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/
320,Европлан БО 06,RU000A100DG5,13,578.16,22.11.2024,26.62,600.0,2,53.24,173.03,9.21,https://www.tinkoff.ru/invest/bonds/RU000A100DG5/
321,ГТЛК БО-04,RU000A0JVA10,16,1001.7,Средний,29.93,1000.0,4,119.72,119.72,11.95,https://www.tinkoff.ru/invest/bonds/RU000A0JVA10/
322,Восточная Стивидорная Компания выпуск 1,RU000A102G50,25,869.0,Высокий,28.36,1000.0,2,56.72,354.5,6.53,https://www.tinkoff.ru/invest/bonds/RU000A102G50/
323,Росгеология выпуск 1,RU000A103SV6,11,958.1,Средний,38.98,1000.0,2,77.96,214.39,8.14,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
324,АФК Система выпуск 21,RU000A103C95,32,870.8,02.07.2026,36.37,1000.0,2,72.74,581.92,8.35,https://www.tinkoff.ru/invest/bonds/RU000A103C95/
325,Новые технологии,RU000A105DL4,48,995.0,Высокий,58.55,1000.0,2,117.1,1405.2,11.77,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/
326,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,49,922.0,Высокий,48.72,1000.0,2,97.44,1193.64,10.57,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
327,АФК Система выпуск 4,RU000A0JWYQ5,25,995.0,08.11.2023,27.49,1000.0,2,54.98,343.62,5.53,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/
328,ТГК-14 выпуск 2,RU000A106MW0,45,980.4,Средний,27.84,1000.0,4,111.36,313.2,11.36,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
329,ЕвроТранс,RU000A105PP9,26,1002.5,Средний,9.57,1000.0,12,114.84,20.73,11.46,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
330,Novabev Group БО-П04,RU000A102GU5,25,903.0,Высокий,31.32,1000.0,2,62.64,391.5,6.94,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/
331,Селектел выпуск 3,RU000A106R95,34,990.0,Высокий,57.68,1000.0,2,115.36,980.56,11.65,https://www.tinkoff.ru/invest/bonds/RU000A106R95/
332,ИЭК Холдинг 001P-01,RU000A105PR5,26,985.0,Высокий,27.49,1000.0,4,109.96,178.69,11.16,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
333,Почта России,RU000A104V75,43,934.9,07.06.2027,49.42,1000.0,2,98.84,1062.53,10.57,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
334,Черкизово выпуск БО-001Р-05,RU000A105C28,24,937.8,Высокий,21.58,1000.0,4,86.32,129.48,9.2,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
335,Европлан 001Р-05,RU000A105518,22,961.3,Высокий,22.71,1000.0,4,90.84,124.91,9.45,https://www.tinkoff.ru/invest/bonds/RU000A105518/
336,РЕСО-Лизинг БО-П выпуск 7,RU000A100XU4,12,952.7,Высокий,37.5,1000.0,2,75.0,225.0,7.87,https://www.tinkoff.ru/invest/bonds/RU000A100XU4/
337,АФК Система выпуск 11,RU000A100N12,45,919.0,22.07.2027,47.24,1000.0,2,94.48,1062.9,10.28,https://www.tinkoff.ru/invest/bonds/RU000A100N12/
338,Биннофарм Групп выпуск 1,RU000A1043Z7,1,993.7,27.11.2023,21.4,1000.0,4,85.6,5.35,8.61,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/
339,Новотранс выпуск 4,RU000A106SP1,34,972.5,Высокий,26.54,1000.0,4,106.16,225.59,10.92,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
340,ГТЛК выпуск 7,RU000A0JW1P8,26,953.8,Средний,23.75,1000.0,4,95.0,154.38,9.96,https://www.tinkoff.ru/invest/bonds/RU000A0JW1P8/
341,Брусника выпуск 2,RU000A102Y58,5,982.4,Средний,20.79,1000.0,4,83.16,25.99,8.46,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
342,ЕвроТранс БО-001P-02,RU000A105TS5,27,1002.2,Средний,9.57,1000.0,12,114.84,21.53,11.46,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
343,Селигдар выпуск 1,RU000A105CS1,24,950.0,Высокий,46.81,1000.0,2,93.62,561.72,9.85,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
344,Селектел выпуск 2,RU000A105FS4,25,961.8,Высокий,49.85,1000.0,2,99.7,623.12,10.37,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
345,Синара - Транспортные Машины выпуск 3,RU000A105M91,50,964.5,Высокий,24.88,1000.0,4,99.52,311.0,10.32,https://www.tinkoff.ru/invest/bonds/RU000A105M91/
346,Онлайн Микрофинанс выпуск 3,RU000A102CZ3,24,999.5,Средний,8.87,1000.0,12,106.44,17.74,10.65,https://www.tinkoff.ru/invest/bonds/RU000A102CZ3/
347,ПИК-Корпорация выпуск 2,RU000A1016Z3,14,725.25,Высокий,13.4,750.0,4,53.6,46.9,7.39,https://www.tinkoff.ru/invest/bonds/RU000A1016Z3/
348,Аэрофлот выпуск 1,RU000A103943,32,887.1,Средний,18.1,1000.0,4,72.4,144.8,8.16,https://www.tinkoff.ru/invest/bonds/RU000A103943/
349,Медси выпуск 001P-03,RU000A106K27,24,947.8,15.10.2025,22.53,1000.0,4,90.12,135.18,9.51,https://www.tinkoff.ru/invest/bonds/RU000A106K27/
350,ГК Самолет выпуск 10,RU000A103L03,10,965.7,Высокий,19.84,1000.0,4,79.36,49.6,8.22,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
351,ЭР-Телеком Холдинг,RU000A1058K7,14,985.8,Высокий,26.62,1000.0,4,106.48,93.17,10.8,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/
352,Делимобиль выпуск 1,RU000A1052T1,21,993.8,Высокий,28.19,1000.0,4,112.76,148.0,11.35,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
353,Европлан 001Р-04,RU000A103S14,17,579.0,Высокий,11.4,600.0,4,45.6,48.45,7.88,https://www.tinkoff.ru/invest/bonds/RU000A103S14/
354,О'КЕЙ выпуск 4,RU000A102BK7,1,996.0,09.11.2023,15.66,1000.0,4,62.64,3.92,6.29,https://www.tinkoff.ru/invest/bonds/RU000A102BK7/
355,Промсвязьбанк 003P выпуск 7,RU000A103PE8,11,954.0,Высокий,35.32,1000.0,2,70.64,194.26,7.4,https://www.tinkoff.ru/invest/bonds/RU000A103PE8/
356,Всеинструменты.ру выпуск 3,RU000A102M86,2,990.9,Средний,19.49,1000.0,4,77.96,9.74,7.87,https://www.tinkoff.ru/invest/bonds/RU000A102M86/
357,ВИС Финанс выпуск 2,RU000A102VK5,5,980.0,Высокий,19.84,1000.0,4,79.36,24.8,8.1,https://www.tinkoff.ru/invest/bonds/RU000A102VK5/
358,ЛСР выпуск 5,RU000A100ZL8,12,780.0,Высокий,14.53,800.0,4,58.12,43.59,7.45,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
359,Талан-Финанс выпуск 2,RU000A102US0,5,594.96,Средний,13.66,600.0,4,54.64,17.07,9.18,https://www.tinkoff.ru/invest/bonds/RU000A102US0/
360,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,58,9800000.0,Высокий,563950.53,10000000.0,2,1127901.06,16354565.37,11.51,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
361,Гарант-Инвест 2Р-06,RU000A106862,18,997.1,Средний,9.22,1000.0,12,110.64,13.83,11.1,https://www.tinkoff.ru/invest/bonds/RU000A106862/
362,Почта России,RU000A104W17,32,925.0,19.06.2026,44.02,1000.0,2,88.04,704.32,9.52,https://www.tinkoff.ru/invest/bonds/RU000A104W17/
363,МБЭС 1P-01,RU000A100VX2,23,990.2,06.10.2025,57.42,1000.0,2,114.84,660.33,11.6,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/
364,Калужская СК выпуск 1,RU000A0ZZYL5,2,995.7,Средний,48.55,1000.0,2,97.1,48.55,9.75,https://www.tinkoff.ru/invest/bonds/RU000A0ZZYL5/
365,ТД Мясничий выпуск 3,RU000A1006B5,4,145.087,Средний,1.39,145.0,12,16.68,0.46,11.5,https://www.tinkoff.ru/invest/bonds/RU000A1006B5/
366,Уралкалий выпуск 6,RU000A101GZ6,16,917.7,Высокий,29.67,1000.0,2,59.34,237.36,6.47,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/
367,Атомстройкомплекс БО-П01,RU000A102VY6,29,898.4,Средний,36.8,1000.0,2,73.6,533.6,8.19,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/
368,НК Продкорпорация выпуск 1,RU000A102BF7,29,927.5,Средний,38.98,1000.0,2,77.96,565.21,8.41,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
369,Европлан 001Р-02,RU000A1034J0,7,367.95,Высокий,6.26,375.0,4,25.04,10.96,6.81,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/
370,Аэрофьюэлз выпуск 1,RU000A102T97,4,984.8,Средний,20.01,1000.0,4,80.04,20.01,8.13,https://www.tinkoff.ru/invest/bonds/RU000A102T97/
371,ГТЛК выпуск 19,RU000A101SD8,55,812.9,05.06.2028,17.23,1000.0,4,68.92,236.91,8.48,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/
372,Аренза-Про выпуск 1,RU000A104C78,14,504.0,Средний,15.66,500.0,4,62.64,54.81,12.43,https://www.tinkoff.ru/invest/bonds/RU000A104C78/
373,Самолет БО-П12,RU000A104YT6,21,999.4,Высокий,28.71,1000.0,4,114.84,150.73,11.49,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
374,ЕАБР,RU000A1050H0,21,934.4,Высокий,40.54,1000.0,2,81.08,425.67,8.68,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/
375,Восточная Стивидорная Компания выпуск 2,RU000A104362,37,899.6,Средний,41.41,1000.0,2,82.82,766.08,9.21,https://www.tinkoff.ru/invest/bonds/RU000A104362/
376,Уральская Сталь выпуск 1,RU000A105Q63,26,950.0,Высокий,46.81,1000.0,2,93.62,608.53,9.85,https://www.tinkoff.ru/invest/bonds/RU000A105Q63/
377,АФК Система выпуск 14,RU000A101XN7,42,923.8,19.04.2027,22.71,1000.0,4,90.84,238.46,9.83,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/
378,Мосрегионлифт БО-01,RU000A105RU5,26,1065.1,Низкий,12.79,1000.0,12,153.48,27.71,14.41,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
379,ПАО НК Роснефть 002P-04,RU000A0ZYT40,51,935.3,Высокий,34.63,1000.0,2,69.26,883.07,7.41,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/
380,Биннофарм Групп выпуск 2,RU000A104Z71,164,975.1,Высокий,21.75,1000.0,4,87.0,891.75,8.92,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/
381,ЕАБР 003P-006,RU000A105V90,28,939.3,Высокий,44.89,1000.0,2,89.78,628.46,9.56,https://www.tinkoff.ru/invest/bonds/RU000A105V90/
382,ПР-Лизинг 002P-01,RU000A1022E6,9,985.3,Средний,8.53,1000.0,12,102.36,6.4,10.39,https://www.tinkoff.ru/invest/bonds/RU000A1022E6/
383,ХК Финанс выпуск 8,RU000A104XU6,6,999.0,10.04.2024,28.19,1000.0,4,112.76,42.29,11.29,https://www.tinkoff.ru/invest/bonds/RU000A104XU6/
384,Novabev Group,RU000A104Y15,44,932.0,Высокий,46.98,1000.0,2,93.96,1033.56,10.08,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
385,Интерлизинг выпуск 2,RU000A103RY2,11,657.739,Высокий,14.36,670.0,4,57.44,39.49,8.73,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
386,КАМАЗ БО-10,RU000A0ZZ877,115,996.9,Средний,47.85,1000.0,2,95.7,2751.38,9.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ877/
387,Кировский завод выпуск 1,RU000A101S99,19,967.4,Средний,23.84,1000.0,4,95.36,113.24,9.86,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
388,МТС Банк выпуск 2,RU000A1051U1,21,942.4,Высокий,20.71,1000.0,4,82.84,108.73,8.79,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/
389,РСХБ 08Т1,RU000A0JWV63,35,1019.9,Средний,61.77,1000.0,2,123.54,1080.98,12.11,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
390,Славнефть,RU000A104WF9,20,954.9,25.06.2025,22.01,1000.0,4,88.04,110.05,9.22,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/
391,Автодор БО-3 выпуск 3,RU000A105V82,28,935.1,Высокий,44.63,1000.0,2,89.26,624.82,9.55,https://www.tinkoff.ru/invest/bonds/RU000A105V82/
392,Лайфстрим выпуск 1,RU000A102QX8,3,989.7,Средний,21.66,1000.0,4,86.64,16.25,8.75,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/
393,Магаданская область 34003,RU000A106YE3,59,1018.7,Средний,29.75,1000.0,4,119.0,438.81,11.68,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/
394,Газпром Капитал БО-001P-02,RU000A100LL8,9,961.6,Высокий,33.76,1000.0,2,67.52,151.92,7.02,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
395,АФК Система выпуск 18,RU000A102SV8,1,990.8,30.11.2023,14.79,1000.0,4,59.16,3.7,5.97,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
396,Башкирская содовая компания выпуск 3,RU000A106JZ9,33,949.0,Высокий,22.97,1000.0,4,91.88,189.5,9.68,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
397,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,22,921.6,Высокий,36.8,1000.0,2,73.6,404.8,7.99,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
398,ГТЛК БО-08,RU000A0JWST1,16,936.5,07.03.2025,35.58,1000.0,2,71.16,284.64,7.6,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
399,ФСК Россети 001P-07R,RU000A105PH6,20,935.0,27.06.2025,19.05,1000.0,4,76.2,95.25,8.15,https://www.tinkoff.ru/invest/bonds/RU000A105PH6/
400,Магнит БО-004Р-03,RU000A105TP1,51,922.9,Высокий,19.92,1000.0,4,79.68,253.98,8.63,https://www.tinkoff.ru/invest/bonds/RU000A105TP1/
401,ВТБ Б-1-343,RU000A106TM6,34,1001.0,Средний,9.57,1000.0,12,114.84,27.12,11.47,https://www.tinkoff.ru/invest/bonds/RU000A106TM6/
402,НПО Химтэк выпуск 1,RU000A103H25,21,899.01,Средний,25.32,900.0,4,101.28,132.93,11.27,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
403,Республика Беларусь выпуск 7,RU000A100D89,18,934.0,Средний,36.8,1000.0,2,73.6,331.2,7.88,https://www.tinkoff.ru/invest/bonds/RU000A100D89/
404,Альфа-Банк 2Р-22,RU000A106268,17,952.8,Высокий,42.28,1000.0,2,84.56,359.38,8.87,https://www.tinkoff.ru/invest/bonds/RU000A106268/
405,ТМК выпуск 7,RU000A0JXSF8,19,959.2,29.05.2025,45.07,1000.0,2,90.14,428.17,9.4,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
406,Автодор БО-3 выпуск 2,RU000A104XR2,44,924.8,Средний,46.11,1000.0,2,92.22,1014.42,9.97,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/
407,Газпром выпуск 23,RU000A0ZZET0,21,919.9,29.07.2025,35.06,1000.0,2,70.12,368.13,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZZET0/
408,Башкирская содовая компания выпуск 2,RU000A101UR4,20,922.4,Высокий,14.27,1000.0,4,57.08,71.35,6.19,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
409,Центр-Резерв БО-02,RU000A1056T2,34,1081.7,Низкий,12.79,1000.0,12,153.48,36.24,14.19,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
410,ММЦБ выпуск 2,RU000A105054,15,1020.0,Средний,60.73,1000.0,2,121.46,455.47,11.91,https://www.tinkoff.ru/invest/bonds/RU000A105054/
411,ВЭБ.РФ,RU000A104Z48,45,912.7,Высокий,44.2,1000.0,2,88.4,994.5,9.69,https://www.tinkoff.ru/invest/bonds/RU000A104Z48/
412,НКНХ выпуск 1,RU000A0ZZZ17,26,936.1,16.12.2025,42.28,1000.0,2,84.56,549.64,9.03,https://www.tinkoff.ru/invest/bonds/RU000A0ZZZ17/
413,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,6,145.926209,Средний,1.3,145.97,12,15.6,0.65,10.69,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/
414,Европлан БО 03,RU000A100W60,11,966.9,01.10.2024,43.33,1000.0,2,86.66,238.31,8.96,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
415,ФЭС-Агро выпуск 2,RU000A1030N0,6,992.5,Средний,23.84,1000.0,4,95.36,35.76,9.61,https://www.tinkoff.ru/invest/bonds/RU000A1030N0/
416,РЖД 001Р выпуск 5,RU000A0ZYU05,28,880.4,13.02.2026,31.32,1000.0,2,62.64,438.48,7.11,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/
417,Альфа-Банк 2Р-23,RU000A106AJ2,25,935.0,Высокий,41.85,1000.0,2,83.7,523.12,8.95,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
418,Вита Лайн 001Р выпуск 1,RU000A102200,10,974.2,Высокий,21.66,1000.0,4,86.64,54.15,8.89,https://www.tinkoff.ru/invest/bonds/RU000A102200/
419,Нижегородская область выпуск 15,RU000A102DS6,31,890.0,Высокий,13.22,1000.0,4,52.88,102.45,5.94,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
420,ТМК 001Р выпуск 2,RU000A102SC8,4,979.8,Высокий,15.49,1000.0,4,61.96,15.49,6.32,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
421,Альфа-Банк выпуск 18,RU000A0JX5W4,98,957.0,Высокий,40.28,1000.0,2,80.56,1973.72,8.42,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
422,Автобан-Финанс выпуск 3,RU000A103PC2,34,929.4,Средний,43.33,1000.0,2,86.66,736.61,9.32,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/
423,Кировский завод выпуск 2,RU000A102UZ5,29,985.0,Средний,20.53,1000.0,4,82.12,148.84,8.34,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/
424,НПФ МИКРАН выпуск 1,RU000A106F08,8,991.0,Средний,27.06,1000.0,4,108.24,54.12,10.92,https://www.tinkoff.ru/invest/bonds/RU000A106F08/
425,Росагролизинг выпуск 3,RU000A103QL1,35,889.5,Высокий,36.63,1000.0,2,73.26,641.03,8.24,https://www.tinkoff.ru/invest/bonds/RU000A103QL1/
426,Альфа-Банк выпуск 21,RU000A0ZYBM4,36,999.0,13.10.2026,25.66,1000.0,2,51.32,461.88,5.14,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/
427,VK выпуск 1,RU000A103QK3,35,876.6,Высокий,34.19,1000.0,2,68.38,598.32,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
428,Газпромбанк 001Р-21Р,RU000A104B46,20,944.0,02.07.2025,40.54,1000.0,2,81.08,405.4,8.59,https://www.tinkoff.ru/invest/bonds/RU000A104B46/
429,КАМАЗ,RU000A104ZC9,9,985.0,24.07.2024,23.4,1000.0,4,93.6,52.65,9.5,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
430,Банк Открытие БО-П выпуск 7,RU000A102R73,27,978.0,Высокий,27.06,1000.0,2,54.12,365.31,5.53,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
431,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,13,949.4,Высокий,35.06,1000.0,2,70.12,227.89,7.39,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
432,Полюс ПБО-1,RU000A100XC2,12,949.0,10.10.2024,31.32,1000.0,2,62.64,187.92,6.6,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
433,Светофор Групп выпуск 2,RU000A1020W2,21,692.09,Средний,18.18,700.0,4,72.72,95.44,10.51,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
434,Тойота Банк выпуск 5,RU000A104L36,16,976.8,Высокий,47.85,1000.0,2,95.7,382.8,9.8,https://www.tinkoff.ru/invest/bonds/RU000A104L36/
435,Норильский Никель БО-001Р выпуск 2,RU000A105A61,24,944.5,14.10.2025,42.28,1000.0,2,84.56,507.36,8.95,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
436,Европлан 001Р-01,RU000A102RU2,10,972.0,Высокий,14.79,1000.0,4,59.16,36.97,6.09,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/
437,РЖД ОАО БО 001Р-17R,RU000A1010M4,24,890.0,Высокий,29.23,1000.0,2,58.46,350.76,6.57,https://www.tinkoff.ru/invest/bonds/RU000A1010M4/
438,ТД РКС-Сочи 002Р-1,RU000A102KQ5,2,999.4,Средний,27.06,1000.0,4,108.24,13.53,10.83,https://www.tinkoff.ru/invest/bonds/RU000A102KQ5/
439,АФК Система выпуск 6,RU000A0JXN21,41,933.5,Средний,45.5,1000.0,2,91.0,932.75,9.75,https://www.tinkoff.ru/invest/bonds/RU000A0JXN21/
440,Ульяновская область выпуск 3,RU000A102CX8,25,512.985,Средний,7.39,550.0,4,29.56,46.19,5.76,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/
441,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,44,819.0,Высокий,28.54,1000.0,2,57.08,627.88,6.97,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/
442,Автодор БО-2 выпуск 5,RU000A1017H9,74,809.37,Высокий,35.06,850.0,2,70.12,1297.22,8.66,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
443,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,11,951.5,09.09.2024,32.19,1000.0,2,64.38,177.04,6.77,https://www.tinkoff.ru/invest/bonds/RU000A103N76/
