,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
740,Газпром капитал ЗО28-1-Е,RU000A105BY1,61.0,79772.525,Высокий,1706.16,106010.0,1.0,1706.16,104075.76,2.14,https://www.tinkoff.ru/invest/bonds/RU000A105BY1/
741,Газпром Капитал ЗО30-1-Д,RU000A105SG2,76.0,78006.216375,Высокий,1420.62,100491.1,2.0,2841.24,53983.56,3.64,https://www.tinkoff.ru/invest/bonds/RU000A105SG2/
742,Газпром капитал ЗО31-1-Д,RU000A105JT4,93.0,75921.02605,Высокий,1529.89,100491.1,2.0,3059.78,71139.89,4.03,https://www.tinkoff.ru/invest/bonds/RU000A105JT4/
743,Газпром Капитал ЗО37-1-Д,RU000A105RH2,166.0,97576.8581,Высокий,3185.07,100491.1,2.0,6370.14,264360.81,6.53,https://www.tinkoff.ru/invest/bonds/RU000A105RH2/
744,Газпром капитал ЗО29-1-Д,RU000A105KU0,63.0,80292.3889,Высокий,1289.51,100491.1,2.0,2579.02,40619.57,3.21,https://www.tinkoff.ru/invest/bonds/RU000A105KU0/
745,Газпром 2034,RU000A105A95,126.0,107896.5906323,Высокий,3770.67,100491.1,2.0,7541.34,237552.21,6.99,https://www.tinkoff.ru/invest/bonds/RU000A105A95/
746,Газпром Капитал ЗО27-1-Е,RU000A105RZ4,40.0,87415.73999,Высокий,1383.39,106010.0,1.0,1383.39,55335.6,1.58,https://www.tinkoff.ru/invest/bonds/RU000A105RZ4/
747,Газпром Капитал ЗО28-1-Д,RU000A105R62,51.0,91497.14655,Высокий,2163.78,100491.1,2.0,4327.56,55176.39,4.73,https://www.tinkoff.ru/invest/bonds/RU000A105R62/
748,Газпром Капитал ЗО24-1-Ф,RU000A1059A6,5.0,120364.242,Высокий,2259.04,122197.2,2.0,4518.08,5647.6,3.75,https://www.tinkoff.ru/invest/bonds/RU000A1059A6/
749,Газпром Капитал ЗО26-1-Е,RU000A105WH2,29.0,94878.63197,Высокий,2305.67,106010.0,1.0,2305.67,66864.43,2.43,https://www.tinkoff.ru/invest/bonds/RU000A105WH2/
750,Озон выпуск 1,RU000A1060X6,29.0,1112.0,Высокий,28.19,1000.0,4.0,112.76,204.38,10.14,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/
751,Газпром капитал ЗО27-2-Д,RU000A105JH9,44.0,87099.7565051,Высокий,1311.35,100491.1,2.0,2622.7,28849.7,3.01,https://www.tinkoff.ru/invest/bonds/RU000A105JH9/
752,Газпром Капитал ЗО25-1-Е,RU000A105VL6,17.0,101768.43389,Высокий,4024.79,106010.0,1.0,4024.79,68421.43,3.95,https://www.tinkoff.ru/invest/bonds/RU000A105VL6/
753,Лукойл ЗО-30,RU000A1059Q2,28.0,84613.5062,Высокий,1694.33,100491.1,2.0,3388.66,23720.62,4.0,https://www.tinkoff.ru/invest/bonds/RU000A1059Q2/
754,Газпром Капитал ЗО25-2-Е,RU000A105WJ8,18.0,99149.13881,Высокий,2720.49,106010.0,1.0,2720.49,48968.82,2.74,https://www.tinkoff.ru/invest/bonds/RU000A105WJ8/
755,Совкомфлот ЗО-2028,RU000A105A87,54.0,88841.7697236,Высокий,1682.93,100491.1,2.0,3365.86,45439.11,3.79,https://www.tinkoff.ru/invest/bonds/RU000A105A87/
756,Металлоинвест,RU000A105A04,60.0,86198.9542847,Высокий,1475.69,100491.1,2.0,2951.38,44270.7,3.42,https://www.tinkoff.ru/invest/bonds/RU000A105A04/
757,Газпром капитал ЗО24-1-Е,RU000A105C51,13.0,100921.52,Высокий,2075.12,106010.0,1.0,2075.12,26976.56,2.06,https://www.tinkoff.ru/invest/bonds/RU000A105C51/
758,Газпром Капитал ЗО27-1-ФР,RU000A105XA5,44.0,439716.7151655,Высокий,7373.34,550334.5,1.0,7373.34,324426.96,1.68,https://www.tinkoff.ru/invest/bonds/RU000A105XA5/
759,Газпром Капитал ЗО26-1-Д,RU000A105RG4,28.0,97024.0565589,Высокий,2251.21,100491.1,2.0,4502.42,31516.94,4.64,https://www.tinkoff.ru/invest/bonds/RU000A105RG4/
760,ФосАЗО28-Д,RU000A106G56,59.0,84297.8636549,Высокий,1136.48,100491.1,2.0,2272.96,33526.16,2.7,https://www.tinkoff.ru/invest/bonds/RU000A106G56/
761,Лукойл ЗО-31,RU000A1059R0,17.0,83561.364383,Высокий,1573.66,100491.1,2.0,3147.32,13376.11,3.77,https://www.tinkoff.ru/invest/bonds/RU000A1059R0/
762,Лукойл ЗО-27,RU000A1059P4,17.0,89326.53879,Высокий,1223.92,100491.1,2.0,2447.84,10403.32,2.74,https://www.tinkoff.ru/invest/bonds/RU000A1059P4/
763,АПРИ Флай Плэнинг,RU000A105DS9,36.0,1013.5,Средний,52.03,1000.0,4.0,208.12,468.27,20.53,https://www.tinkoff.ru/invest/bonds/RU000A105DS9/
764,ФосАгро выпуск 1,RU000A106G31,15.0,97273.1739958,Высокий,1333.19,100491.1,2.0,2666.38,9998.93,2.74,https://www.tinkoff.ru/invest/bonds/RU000A106G31/
765,ВТБ Б-1-313,RU000A105BH6,15.0,1000.9,Высокий,5.66,1000.0,12.0,67.92,7.08,6.79,https://www.tinkoff.ru/invest/bonds/RU000A105BH6/
766,ММК ЗО-2024,RU000A105H64,8.0,99868.2561622,Высокий,1912.87,100491.1,2.0,3825.74,7651.48,3.83,https://www.tinkoff.ru/invest/bonds/RU000A105H64/
767,Лукойл ЗО-26,RU000A1059N9,24.0,98983.7335,Высокий,2076.34,100491.1,2.0,4152.68,24916.08,4.2,https://www.tinkoff.ru/invest/bonds/RU000A1059N9/
768,Хайтэк-Интеграция,RU000A104TM1,19.0,1008.0,Низкий,31.41,1000.0,4.0,125.64,149.2,12.46,https://www.tinkoff.ru/invest/bonds/RU000A104TM1/
769,ОФЗ 52002,SU52002RMFS1,51.0,1352.849504,Высокий,15.31,1409.6,2.0,30.62,390.41,2.26,https://www.tinkoff.ru/invest/bonds/SU52002RMFS1/
770,ОФЗ 52003,SU52003RMFS9,81.0,1204.704,Высокий,13.92,1281.6,2.0,27.84,563.76,2.31,https://www.tinkoff.ru/invest/bonds/SU52003RMFS9/
771,ОФЗ 52004,SU52004RMFS7,101.0,1123.3030266,Высокий,13.05,1204.86,2.0,26.1,659.03,2.32,https://www.tinkoff.ru/invest/bonds/SU52004RMFS7/
772,ОФЗ 52005,SU52005RMFS4,115.0,967.9634861,Высокий,15.57,1033.63,2.0,31.14,895.27,3.22,https://www.tinkoff.ru/invest/bonds/SU52005RMFS4/
773,Газпром капитал ЗО24-2-Е,RU000A105GZ7,3.0,105479.95,Высокий,2719.79,106010.0,1.0,2719.79,8159.37,2.58,https://www.tinkoff.ru/invest/bonds/RU000A105GZ7/
774,ПИК-Специализированный застройщик выпуск 4,RU000A0ZZ1M2,53.0,1049.7,Высокий,58.55,1000.0,2.0,117.1,1551.57,11.16,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1M2/
775,Газпром капитал ЗО23-1-Е,RU000A105BL8,1.0,106222.02,Высокий,2882.14,106010.0,1.0,2882.14,2882.14,2.71,https://www.tinkoff.ru/invest/bonds/RU000A105BL8/
776,ТрансКомплектХолдинг выпуск 1,RU000A0ZYCR1,47.0,999.8,10.10.2023,40.72,,2.0,81.44,956.92,8.15,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCR1/
777,АФК Система выпуск 26,RU000A106Z46,47.0,1002.3,Средний,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106Z46/
778,ОФЗ 29021,SU29021RMFS1,85.0,980.92,Высокий,18.27,1000.0,4.0,73.08,388.24,7.45,https://www.tinkoff.ru/invest/bonds/SU29021RMFS1/
779,ОФЗ 29016,SU29016RMFS1,38.0,996.57,Высокий,20.62,1000.0,4.0,82.48,195.89,8.28,https://www.tinkoff.ru/invest/bonds/SU29016RMFS1/
780,ДОМ.РФ ИА БО-001Р-07,RU000A103125,308.0,441.818559,Средний,7.66,512.61,4.0,30.64,589.82,6.93,https://www.tinkoff.ru/invest/bonds/RU000A103125/
781,ДОМ.РФ ИА БО-001Р-08,RU000A1031K4,330.0,498.40362,Средний,8.96,592.28,4.0,35.84,739.2,7.19,https://www.tinkoff.ru/invest/bonds/RU000A1031K4/
782,ДОМ.РФ,RU000A105MN1,47.0,1009.7,Высокий,23.58,1000.0,4.0,94.32,277.06,9.34,https://www.tinkoff.ru/invest/bonds/RU000A105MN1/
783,ДОМ.РФ ИА 006P,RU000A0ZZV86,295.0,164.44318,Средний,3.74,173.83,4.0,14.96,275.82,9.1,https://www.tinkoff.ru/invest/bonds/RU000A0ZZV86/
784,ОФЗ 29015,SU29015RMFS3,60.0,992.39,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/SU29015RMFS3/
785,ОФЗ 29013,SU29013RMFS8,83.0,986.04,Высокий,20.62,1000.0,4.0,82.48,427.87,8.36,https://www.tinkoff.ru/invest/bonds/SU29013RMFS8/
786,СОПФ Инфраструктурные облигации выпуск 6,RU000A106P97,46.0,1007.0,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A106P97/
787,РЕСО-Лизинг выпуск 6,RU000A1049Y7,26.0,1010.0,Средний,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1049Y7/
788,ВТБ СУБ выпуск 5,RU000A1034P7,,5400000.0,Средний,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1034P7/
789,Ferroni выпуск 1,RU000A103XP8,23.0,735.0,Низкий,9.22,1000.0,12.0,110.64,17.67,15.05,https://www.tinkoff.ru/invest/bonds/RU000A103XP8/
790,РЕСО-Лизинг БО-02П выпуск 1,RU000A104V26,31.0,1048.0,Высокий,46.81,1000.0,2.0,93.62,725.56,8.93,https://www.tinkoff.ru/invest/bonds/RU000A104V26/
791,ППК РЭО выпуск 2,RU000A106169,110.0,1012.7,Средний,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106169/
792,ОФЗ 29023,SU29023RMFS7,130.0,973.64,Высокий,18.27,1000.0,4.0,73.08,593.77,7.51,https://www.tinkoff.ru/invest/bonds/SU29023RMFS7/
793,ВЭБ.РФ выпуск 4,RU000A106LL5,106.0,1011.4,Высокий,11.66,1000.0,4.0,46.64,308.99,4.61,https://www.tinkoff.ru/invest/bonds/RU000A106LL5/
794,ДОМ.РФ ИА 002P,RU000A0ZYJT2,270.0,79.660593,Средний,2.0,81.03,4.0,8.0,135.0,10.04,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJT2/
795,ВЭБ.РФ ПБО-002Р-36,RU000A105YH8,83.0,1011.0,Высокий,24.36,1000.0,4.0,97.44,505.47,9.64,https://www.tinkoff.ru/invest/bonds/RU000A105YH8/
796,ОФЗ 24021,SU24021RMFS6,6.0,1003.99,Высокий,15.75,1000.0,4.0,63.0,23.62,6.27,https://www.tinkoff.ru/invest/bonds/SU24021RMFS6/
797,ДОМ.РФ ИА 001Р-25,RU000A105H23,108.0,731.18232,Средний,5.13,777.44,12.0,61.56,46.17,8.42,https://www.tinkoff.ru/invest/bonds/RU000A105H23/
798,ОФЗ 29020,SU29020RMFS3,47.0,994.53,Высокий,20.62,1000.0,4.0,82.48,242.29,8.29,https://www.tinkoff.ru/invest/bonds/SU29020RMFS3/
799,ОФЗ 29024,SU29024RMFS5,138.0,967.89,Высокий,15.92,1000.0,4.0,63.68,549.24,6.58,https://www.tinkoff.ru/invest/bonds/SU29024RMFS5/
800,ДОМ.РФ ИА БО-001Р-18,RU000A104UV0,103.0,813.063992,Средний,6.96,823.94,12.0,83.52,59.74,10.27,https://www.tinkoff.ru/invest/bonds/RU000A104UV0/
801,ДОМ.РФ ИА БО выпуск 9,RU000A103N43,94.0,570.96364,Средний,11.05,661.45,4.0,44.2,259.68,7.74,https://www.tinkoff.ru/invest/bonds/RU000A103N43/
802,ОФЗ 29018,SU29018RMFS7,97.0,982.26,Высокий,18.27,1000.0,4.0,73.08,443.05,7.44,https://www.tinkoff.ru/invest/bonds/SU29018RMFS7/
803,ДОМ.РФ ИА 018P,RU000A102D46,328.0,380.375345,Средний,5.92,462.35,4.0,23.68,485.44,6.23,https://www.tinkoff.ru/invest/bonds/RU000A102D46/
804,ОФЗ 29019,SU29019RMFS5,69.0,990.0,Высокий,15.75,1000.0,4.0,63.0,271.69,6.36,https://www.tinkoff.ru/invest/bonds/SU29019RMFS5/
805,ВЭБ.РФ ПБО-2 выпуск 31,RU000A1042W6,60.0,1007.3,Высокий,19.14,1000.0,4.0,76.56,287.1,7.6,https://www.tinkoff.ru/invest/bonds/RU000A1042W6/
806,ОФЗ 29017,SU29017RMFS9,106.0,982.07,Высокий,18.27,1000.0,4.0,73.08,484.15,7.44,https://www.tinkoff.ru/invest/bonds/SU29017RMFS9/
807,Селигдар Золотые облигации,RU000A1062M5,53.0,5651.914752,Высокий,69.51,5829.12,4.0,278.04,921.01,4.92,https://www.tinkoff.ru/invest/bonds/RU000A1062M5/
808,ОФЗ 29014,SU29014RMFS6,29.0,997.7,Высокий,20.62,1000.0,4.0,82.48,149.5,8.27,https://www.tinkoff.ru/invest/bonds/SU29014RMFS6/
809,ДОМ.РФ ИА 09,RU000A102JB9,325.0,402.34403,Средний,6.35,484.46,4.0,25.4,515.94,6.31,https://www.tinkoff.ru/invest/bonds/RU000A102JB9/
810,Газпром Капитал выпуск 7,RU000A106375,53.0,1005.0,Высокий,1.74,1000.0,4.0,6.96,23.05,0.69,https://www.tinkoff.ru/invest/bonds/RU000A106375/
811,ОФЗ 29022,SU29022RMFS9,117.0,982.24,Высокий,15.92,1000.0,4.0,63.68,465.66,6.48,https://www.tinkoff.ru/invest/bonds/SU29022RMFS9/
812,Норильский никель БО-09,RU000A1069N8,55.0,1010.0,Высокий,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1069N8/
813,ЕАБР выпуск 3Р-007,RU000A1064L3,54.0,1010.0,Средний,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1064L3/
814,ДОМ.РФ ИА 08,RU000A102GD1,314.0,352.813376,Средний,5.39,416.84,4.0,21.56,423.11,6.11,https://www.tinkoff.ru/invest/bonds/RU000A102GD1/
815,Сибнефтехимтрейд выпуск 2,RU000A104DZ7,38.0,1017.0,Низкий,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104DZ7/
816,Газпром нефть выпуск 6,RU000A106565,54.0,1005.9,Высокий,19.05,1000.0,4.0,76.2,257.18,7.58,https://www.tinkoff.ru/invest/bonds/RU000A106565/
817,РСХБ выпуск БО-02-002Р,RU000A1068R1,30.0,1010.0,Высокий,9.74,1000.0,12.0,116.88,24.35,11.57,https://www.tinkoff.ru/invest/bonds/RU000A1068R1/
818,Мосгорломбард,RU000A104XJ9,38.0,1129.1,Низкий,47.68,1000.0,4.0,190.72,452.96,16.89,https://www.tinkoff.ru/invest/bonds/RU000A104XJ9/
819,РЖД 1Р-26R,RU000A106K43,57.0,1012.5,Высокий,9.4,1000.0,12.0,112.8,44.65,11.14,https://www.tinkoff.ru/invest/bonds/RU000A106K43/
820,СУЭК-Финанс выпуск 4,RU000A100Y50,71.0,996.0,19.10.2023,31.32,1000.0,2.0,62.64,1111.86,6.29,https://www.tinkoff.ru/invest/bonds/RU000A100Y50/
821,Истрсыр БО,RU000A105ZF9,28.0,1030.5,Низкий,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105ZF9/
