,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
606,Московская область,RU000A102CR0,919.9,Высокий,36.0,12.88,1000.0,4.0,51.52,115.92,5.6,https://www.tinkoff.ru/invest/bonds/RU000A102CR0/
607,Казахстан выпуск 13,RU000A101S16,784.8,Средний,91.0,34.28,1000.0,2.0,68.56,1542.6,8.74,https://www.tinkoff.ru/invest/bonds/RU000A101S16/
608,Краснодарский край выпуск 1,RU000A0JXYS9,389.92,Средний,8.0,7.39,400.0,4.0,29.56,14.78,7.58,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/
609,Саратовская область выпуск 1,RU000A0ZYG60,684.04,Высокий,12.0,12.27,700.0,4.0,49.08,36.81,7.18,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG60/
610,ПКТ выпуск 2,RU000A0JW5E3,754.0,Высокий,26.0,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/
611,ЕвроХим выпуск 8,RU000A101LJ0,945.0,Высокий,17.0,34.89,1000.0,2.0,69.78,279.12,7.38,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/
612,Атомэнергопром 001P-02,RU000A105K85,939.9,Высокий,24.0,38.8,1000.0,2.0,77.6,465.6,8.26,https://www.tinkoff.ru/invest/bonds/RU000A105K85/
613,Газпром Капитал БО-001P-02,RU000A100LL8,969.4,Высокий,8.0,33.76,1000.0,2.0,67.52,135.04,6.97,https://www.tinkoff.ru/invest/bonds/RU000A100LL8/
614,Озон выпуск 2,RU000A106RJ6,1019.9,Высокий,33.0,28.19,1000.0,4.0,112.76,225.52,11.06,https://www.tinkoff.ru/invest/bonds/RU000A106RJ6/
615,Полюс ПБО-03,RU000A105VC5,936.2,Высокий,51.0,45.07,1000.0,2.0,90.14,1126.75,9.63,https://www.tinkoff.ru/invest/bonds/RU000A105VC5/
616,РЖД 001Р выпуск 16,RU000A100HY9,903.8,Высокий,31.0,34.19,1000.0,2.0,68.38,512.85,7.57,https://www.tinkoff.ru/invest/bonds/RU000A100HY9/
617,Газпром нефть ПАО 003P-02R,RU000A1017J5,788.0,Высокий,72.0,15.49,1000.0,4.0,61.96,278.82,7.86,https://www.tinkoff.ru/invest/bonds/RU000A1017J5/
618,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,483.8,Высокий,11.0,15.66,500.0,2.0,31.32,78.3,6.47,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/
619,КАМАЗ БО-П09,RU000A1043N3,999.2,Высокий,0.0,21.14,1000.0,4.0,84.56,0.0,8.46,https://www.tinkoff.ru/invest/bonds/RU000A1043N3/
620,РЖД 001Р выпуск 20,RU000A101M04,865.9,Средний,40.0,31.84,1000.0,2.0,63.68,636.8,7.35,https://www.tinkoff.ru/invest/bonds/RU000A101M04/
621,Газпром нефть 001P-04R,RU000A0ZYLC4,954.4,Высокий,13.0,33.32,1000.0,2.0,66.64,199.92,6.98,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/
622,Газпром Капитал БО-001Р-06,RU000A106AT1,924.4,Средний,54.0,21.66,1000.0,4.0,86.64,281.58,9.37,https://www.tinkoff.ru/invest/bonds/RU000A106AT1/
623,МОЭК выпуск 4,RU000A101XS6,954.0,Высокий,32.0,43.15,1000.0,2.0,86.3,690.4,9.05,https://www.tinkoff.ru/invest/bonds/RU000A101XS6/
624,Альфа-Банк 002Р выпуск 9,RU000A102JZ8,992.5,Высокий,1.0,25.93,1000.0,2.0,51.86,0.0,5.23,https://www.tinkoff.ru/invest/bonds/RU000A102JZ8/
625,Казахстан выпуск 5,RU000A101RT6,895.8,Средний,31.0,32.19,1000.0,2.0,64.38,482.85,7.19,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/
626,Газпромбанк 001P выпуск 11,RU000A100HH4,976.7,Высокий,7.0,35.93,1000.0,2.0,71.86,107.79,7.36,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/
627,Сибстекло БО-П03,RU000A105C93,1009.8,Средний,23.0,12.09,1000.0,12.0,145.08,12.09,14.37,https://www.tinkoff.ru/invest/bonds/RU000A105C93/
628,МТС выпуск 14,RU000A101FH6,855.0,Высокий,39.0,14.27,1000.0,4.0,57.08,128.43,6.68,https://www.tinkoff.ru/invest/bonds/RU000A101FH6/
629,Белгородская область выпуск 14,RU000A101PA0,824.3375,Высокий,18.0,11.14,875.0,4.0,44.56,44.56,5.41,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/
630,ОФЗ 26227,SU26227RMFS7,969.1,Высокий,8.0,31.32,1000.0,2.0,62.64,125.28,6.46,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/
631,РусГидро БО-П06,RU000A1057P8,913.6,Высокий,34.0,36.8,1000.0,2.0,73.6,625.6,8.06,https://www.tinkoff.ru/invest/bonds/RU000A1057P8/
632,ПАО НК Роснефть 002P-04,RU000A0ZYT40,951.6,Высокий,50.0,34.63,1000.0,2.0,69.26,865.75,7.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYT40/
633,ВЭБ.РФ,RU000A104Z48,941.2,Высокий,44.0,44.2,1000.0,2.0,88.4,972.4,9.39,https://www.tinkoff.ru/invest/bonds/RU000A104Z48/
634,Краснодарский край выпуск 2,RU000A0ZZ8X4,476.4,Высокий,18.0,8.27,500.0,4.0,33.08,33.08,6.94,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/
635,ГТЛК БО-08,RU000A0JWST1,953.1,07.03.2025,33.0,35.58,1000.0,2.0,71.16,569.28,7.47,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
636,НОВАТЭК выпуск 1,RU000A106938,938.4,Высокий,30.0,19.66,1000.0,4.0,78.64,137.62,8.38,https://www.tinkoff.ru/invest/bonds/RU000A106938/
637,Казахстан выпуск 8,RU000A101RW0,847.0,Средний,55.0,33.32,1000.0,2.0,66.64,899.64,7.87,https://www.tinkoff.ru/invest/bonds/RU000A101RW0/
638,Авто Финанс Банк БО-1P выпуск 8,RU000A1030Y7,979.8,Высокий,5.0,32.19,1000.0,2.0,64.38,64.38,6.57,https://www.tinkoff.ru/invest/bonds/RU000A1030Y7/
639,Республика Якутия,RU000A1033B9,795.6,Высокий,53.0,14.09,900.0,4.0,56.36,183.17,7.08,https://www.tinkoff.ru/invest/bonds/RU000A1033B9/
640,Краснодар,RU000A102KT9,953.8,Высокий,25.0,13.92,1000.0,4.0,55.68,83.52,5.84,https://www.tinkoff.ru/invest/bonds/RU000A102KT9/
641,ДиректЛизинг выпуск 6,RU000A102M45,995.7,Низкий,1.0,24.88,1000.0,4.0,99.52,0.0,9.99,https://www.tinkoff.ru/invest/bonds/RU000A102M45/
642,Ростелеком 001 выпуск 5,RU000A100881,939.4,29.09.2025,64.0,36.37,1000.0,2.0,72.74,1163.84,7.74,https://www.tinkoff.ru/invest/bonds/RU000A100881/
643,Сбер Банк 001P-SBER15,RU000A101C89,987.6,Высокий,2.0,27.32,1000.0,2.0,54.64,27.32,5.53,https://www.tinkoff.ru/invest/bonds/RU000A101C89/
644,Газпром нефть 003P-01R,RU000A101137,953.7,Высокий,11.0,14.79,1000.0,4.0,59.16,29.58,6.2,https://www.tinkoff.ru/invest/bonds/RU000A101137/
645,ОФЗ 26223,SU26223RMFS6,983.98,Высокий,3.0,28.19,1000.0,2.0,56.38,28.19,5.73,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/
646,РЖД 001Р выпуск 12,RU000A1002C2,993.0,Высокий,2.0,37.67,1000.0,2.0,75.34,37.67,7.59,https://www.tinkoff.ru/invest/bonds/RU000A1002C2/
647,Элемент Лизинг 001P выпуск 3,RU000A102VW0,248.025,Высокий,4.0,4.44,250.0,4.0,17.76,4.44,7.16,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/
648,Элемент Лизинг 001P выпуск 3,RU000A102VW0,248.025,Высокий,4.0,4.44,250.0,4.0,17.76,4.44,7.16,https://www.tinkoff.ru/invest/bonds/RU000A102VW0/
649,РЖД выпуск 32,RU000A0JSGV0,951.3,Высокий,103.0,42.46,1000.0,2.0,84.92,2165.46,8.93,https://www.tinkoff.ru/invest/bonds/RU000A0JSGV0/
650,Свердловская область 35008,RU000A101Z17,861.5,Высокий,44.0,13.22,1000.0,4.0,52.88,145.42,6.14,https://www.tinkoff.ru/invest/bonds/RU000A101Z17/
651,ОФЗ 26223,SU26223RMFS6,983.98,Высокий,3.0,28.19,1000.0,2.0,56.38,28.19,5.73,https://www.tinkoff.ru/invest/bonds/SU26223RMFS6/
652,Нижегородская область выпуск 14,RU000A101665,662.48,Высокий,19.0,10.18,700.0,4.0,40.72,40.72,6.15,https://www.tinkoff.ru/invest/bonds/RU000A101665/
653,Сбербанк 2P-SBER44,RU000A1069P3,944.5,Высокий,30.0,40.54,1000.0,2.0,81.08,608.1,8.58,https://www.tinkoff.ru/invest/bonds/RU000A1069P3/
654,РСГ-Финанс выпуск 1,RU000A0JUAG0,1010.0,16.05.2024,24.0,41.15,1000.0,2.0,82.3,493.8,8.15,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/
655,МТС 1P-20,RU000A104SU6,1000.0,Высокий,29.0,25.4,1000.0,4.0,101.6,177.8,10.16,https://www.tinkoff.ru/invest/bonds/RU000A104SU6/
656,Казахстан выпуск 12,RU000A101S08,804.0,Средний,91.0,34.28,1000.0,2.0,68.56,1542.6,8.53,https://www.tinkoff.ru/invest/bonds/RU000A101S08/
657,Новая перевозочная компания ПБО-02,RU000A1004A2,247.9,Высокий,3.0,9.48,250.0,2.0,18.96,9.48,7.65,https://www.tinkoff.ru/invest/bonds/RU000A1004A2/
658,Сбер Банк 001P-SBER25,RU000A102YG7,908.0,Высокий,28.0,32.28,1000.0,2.0,64.56,451.92,7.11,https://www.tinkoff.ru/invest/bonds/RU000A102YG7/
659,Московская область выпуск 12,RU000A100XP4,240.0,Высокий,10.0,3.74,250.0,4.0,14.96,7.48,6.23,https://www.tinkoff.ru/invest/bonds/RU000A100XP4/
660,РусГидро БО-П08,RU000A105MW2,966.0,Высокий,13.0,18.18,1000.0,4.0,72.72,54.54,7.53,https://www.tinkoff.ru/invest/bonds/RU000A105MW2/
661,Москва выпуск 74,RU000A1033Z8,845.5,Высокий,54.0,31.32,1000.0,2.0,62.64,845.64,7.41,https://www.tinkoff.ru/invest/bonds/RU000A1033Z8/
662,Сбербанк,RU000A103661,903.0,Высокий,31.0,31.32,1000.0,2.0,62.64,469.8,6.94,https://www.tinkoff.ru/invest/bonds/RU000A103661/
663,Сбербанк,RU000A103G42,899.8,Высокий,32.0,32.19,1000.0,2.0,64.38,515.04,7.15,https://www.tinkoff.ru/invest/bonds/RU000A103G42/
664,Норильский Никель БО-001Р выпуск 2,RU000A105A61,965.6,14.10.2025,46.0,42.28,1000.0,2.0,84.56,972.44,8.76,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
665,МТС выпуск 18,RU000A102VL3,981.5,Высокий,4.0,28.19,1000.0,2.0,56.38,56.38,5.74,https://www.tinkoff.ru/invest/bonds/RU000A102VL3/
666,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,984.4,27.11.2023,8.0,40.98,1000.0,2.0,81.96,163.92,8.33,https://www.tinkoff.ru/invest/bonds/RU000A103G91/
667,Газпром нефть,RU000A0ZYXV9,985.8,Высокий,3.0,30.45,1000.0,2.0,60.9,30.45,6.18,https://www.tinkoff.ru/invest/bonds/RU000A0ZYXV9/
668,ФСК Россети БО-3,RU000A0ZYDH0,979.2,18.10.2024,345.0,17.31,1000.0,4.0,69.24,1488.66,7.07,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDH0/
669,РЖД 001Р выпуск 8,RU000A0ZZGT5,996.1,Высокий,56.0,49.33,1000.0,2.0,98.66,1381.24,9.9,https://www.tinkoff.ru/invest/bonds/RU000A0ZZGT5/
670,Камчатский край выпуск 1,RU000A0ZZSW4,690.76,Высокий,12.0,13.66,700.0,4.0,54.64,40.98,7.91,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/
671,РСХБ БO-01 выпуск 2,RU000A105L01,954.0,Высокий,24.0,6.53,1000.0,12.0,78.36,13.06,8.21,https://www.tinkoff.ru/invest/bonds/RU000A105L01/
672,Калининградская область выпуск 4,RU000A104BC0,942.4,Высокий,61.0,20.53,1000.0,4.0,82.12,307.95,8.71,https://www.tinkoff.ru/invest/bonds/RU000A104BC0/
673,Газпром нефть 003P-03R,RU000A101GJ0,938.0,Высокий,15.0,13.4,1000.0,4.0,53.6,40.2,5.71,https://www.tinkoff.ru/invest/bonds/RU000A101GJ0/
674,Казахстан выпуск 5,RU000A101RT6,895.9,Средний,31.0,32.19,1000.0,2.0,64.38,482.85,7.19,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/
675,Novabev Group БО-П02,RU000A100L63,493.15,Высокий,8.0,20.53,500.0,2.0,41.06,82.12,8.33,https://www.tinkoff.ru/invest/bonds/RU000A100L63/
676,ОФЗ 26222,SU26222RMFS8,960.87,Высокий,11.0,30.45,1000.0,2.0,60.9,152.25,6.34,https://www.tinkoff.ru/invest/bonds/SU26222RMFS8/
677,Ненецкий АО выпуск 1,RU000A0ZYF61,96.59,Высокий,11.0,1.65,100.0,4.0,6.6,3.3,6.83,https://www.tinkoff.ru/invest/bonds/RU000A0ZYF61/
678,ФосАгро БО-П01,RU000A106516,953.9,Высокий,29.0,40.72,1000.0,2.0,81.44,570.08,8.54,https://www.tinkoff.ru/invest/bonds/RU000A106516/
679,Новосибирская область,RU000A1011Q3,775.04,Высокий,12.0,11.22,800.0,4.0,44.88,33.66,5.79,https://www.tinkoff.ru/invest/bonds/RU000A1011Q3/
680,ОФЗ 26234,SU26234RMFS3,894.0,Высокий,20.0,19.49,1000.0,2.0,38.98,194.9,4.36,https://www.tinkoff.ru/invest/bonds/SU26234RMFS3/
681,ФСК Россети БО-4,RU000A0ZYJ91,996.0,06.12.2023,347.0,16.44,1000.0,4.0,65.76,1413.84,6.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/
682,ОФЗ 26243,SU26243RMFS4,877.0,Высокий,174.0,39.24,1000.0,2.0,78.48,3413.88,8.95,https://www.tinkoff.ru/invest/bonds/SU26243RMFS4/
683,Урожай выпуск 2,RU000A1037C8,1000.9,Средний,6.0,24.88,1000.0,4.0,99.52,24.88,9.94,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/
684,ОФЗ 26229,SU26229RMFS3,923.5,Высокий,24.0,30.97,1000.0,2.0,61.94,371.64,6.71,https://www.tinkoff.ru/invest/bonds/SU26229RMFS3/
685,ОФЗ 26244,SU26244RMFS2,983.8,Средний,124.0,41.24,1000.0,2.0,82.48,2556.88,8.38,https://www.tinkoff.ru/invest/bonds/SU26244RMFS2/
686,ОФЗ 26240,SU26240RMFS0,702.3,Высокий,152.0,29.58,1000.0,2.0,59.16,2248.08,8.42,https://www.tinkoff.ru/invest/bonds/SU26240RMFS0/
687,Удмуртская республика 35002,RU000A0JWT91,983.8,Средний,34.0,22.62,1000.0,4.0,90.48,180.96,9.2,https://www.tinkoff.ru/invest/bonds/RU000A0JWT91/
688,ОФЗ 26230,SU26230RMFS1,729.04,Высокий,184.0,33.32,1000.0,2.0,66.64,3065.44,9.14,https://www.tinkoff.ru/invest/bonds/SU26230RMFS1/
689,МегаФон БО-001P-06,RU000A1006G4,986.7,Высокий,4.0,38.54,1000.0,2.0,77.08,77.08,7.81,https://www.tinkoff.ru/invest/bonds/RU000A1006G4/
690,ОФЗ 26238,SU26238RMFS4,672.97,Высокий,210.0,30.45,1000.0,2.0,60.9,3197.25,9.05,https://www.tinkoff.ru/invest/bonds/SU26238RMFS4/
691,ОФЗ 26241,SU26241RMFS8,891.48,Высокий,108.0,41.15,1000.0,2.0,82.3,2222.1,9.23,https://www.tinkoff.ru/invest/bonds/SU26241RMFS8/
692,ОФЗ 26225,SU26225RMFS1,747.3,Высокий,126.0,31.41,1000.0,2.0,62.82,1978.83,8.41,https://www.tinkoff.ru/invest/bonds/SU26225RMFS1/
693,ОФЗ 26218,SU26218RMFS6,849.72,Высокий,94.0,36.8,1000.0,2.0,73.6,1729.6,8.66,https://www.tinkoff.ru/invest/bonds/SU26218RMFS6/
694,Оренбургская область выпуск 4,RU000A0ZYKH5,927.1,Высокий,48.0,17.66,1000.0,4.0,70.64,211.92,7.62,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKH5/
695,ОФЗ 26233,SU26233RMFS5,660.5,Высокий,140.0,26.45,1000.0,2.0,52.9,1851.5,8.01,https://www.tinkoff.ru/invest/bonds/SU26233RMFS5/
696,ОФЗ 26239,SU26239RMFS2,770.43,Высокий,92.0,29.93,1000.0,2.0,59.86,1376.78,7.77,https://www.tinkoff.ru/invest/bonds/SU26239RMFS2/
697,ОФЗ 26237,SU26237RMFS6,814.66,Высокий,64.0,29.06,1000.0,2.0,58.12,929.92,7.13,https://www.tinkoff.ru/invest/bonds/SU26237RMFS6/
698,ХК Финанс выпуск 5,RU000A102CD0,999.9,Средний,0.0,15.66,1000.0,4.0,62.64,0.0,6.26,https://www.tinkoff.ru/invest/bonds/RU000A102CD0/
699,ОФЗ 26221,SU26221RMFS0,788.89,Высокий,112.0,33.32,1000.0,2.0,66.64,1865.92,8.45,https://www.tinkoff.ru/invest/bonds/SU26221RMFS0/
700,ОФЗ 26224,SU26224RMFS4,817.03,Высокий,66.0,29.93,1000.0,2.0,59.86,987.69,7.33,https://www.tinkoff.ru/invest/bonds/SU26224RMFS4/
701,ОФЗ 26242,SU26242RMFS6,898.95,Высокий,69.0,38.98,1000.0,2.0,77.96,1325.32,8.67,https://www.tinkoff.ru/invest/bonds/SU26242RMFS6/
702,МТС выпуск 7,RU000A100238,994.3,Высокий,2.0,18.79,1000.0,4.0,75.16,0.0,7.56,https://www.tinkoff.ru/invest/bonds/RU000A100238/
703,ОФЗ 26235,SU26235RMFS0,731.19,Высокий,88.0,25.58,1000.0,2.0,51.16,1125.52,7.0,https://www.tinkoff.ru/invest/bonds/SU26235RMFS0/
704,ВТБ Б-1-231,RU000A103BE8,977.2,Высокий,7.0,15.66,1000.0,4.0,62.64,15.66,6.41,https://www.tinkoff.ru/invest/bonds/RU000A103BE8/
705,ОФЗ 26236,SU26236RMFS8,802.99,Высокий,54.0,24.71,1000.0,2.0,49.42,667.17,6.15,https://www.tinkoff.ru/invest/bonds/SU26236RMFS8/
706,ОФЗ 26228,SU26228RMFS5,833.05,Высокий,77.0,33.15,1000.0,2.0,66.3,1259.7,7.96,https://www.tinkoff.ru/invest/bonds/SU26228RMFS5/
707,ОФЗ 26212,SU26212RMFS9,858.32,Высокий,50.0,30.54,1000.0,2.0,61.08,763.5,7.12,https://www.tinkoff.ru/invest/bonds/SU26212RMFS9/
708,ОФЗ 26232,SU26232RMFS7,833.17,Высокий,46.0,26.01,1000.0,2.0,52.02,598.23,6.24,https://www.tinkoff.ru/invest/bonds/SU26232RMFS7/
709,РусГидро выпуск 11,RU000A106GD2,966.3,Высокий,28.0,20.53,1000.0,4.0,82.12,143.71,8.5,https://www.tinkoff.ru/invest/bonds/RU000A106GD2/
710,ОФЗ 26226,SU26226RMFS9,917.98,Высокий,34.0,34.45,1000.0,2.0,68.9,585.65,7.51,https://www.tinkoff.ru/invest/bonds/SU26226RMFS9/
711,ОФЗ 46020,SU46020RMFS2,719.5,Высокий,146.0,29.93,1000.0,2.0,59.86,2184.89,8.32,https://www.tinkoff.ru/invest/bonds/SU46020RMFS2/
712,ОФЗ 26207,SU26207RMFS9,915.5,Высокий,38.0,35.32,1000.0,2.0,70.64,671.08,7.72,https://www.tinkoff.ru/invest/bonds/SU26207RMFS9/
713,Позитив Текнолоджиз выпуск 2,RU000A105JG1,989.6,Высокий,24.0,22.62,1000.0,4.0,90.48,135.72,9.14,https://www.tinkoff.ru/invest/bonds/RU000A105JG1/
714,Нижегородская область выпуск 16,RU000A1043K9,953.4,Высокий,42.0,20.01,1000.0,4.0,80.04,200.1,8.4,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/
715,Газпромбанк 1Р-26P,RU000A1064G3,959.2,21.10.2026,113.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1064G3/
716,Экспобанк БО выпуск 3,RU000A102WL1,990.0,Высокий,4.0,18.62,1000.0,4.0,74.48,18.62,7.52,https://www.tinkoff.ru/invest/bonds/RU000A102WL1/
717,ОФЗ 26219,SU26219RMFS4,917.0,Высокий,34.0,33.58,1000.0,2.0,67.16,570.86,7.32,https://www.tinkoff.ru/invest/bonds/SU26219RMFS4/
718,Европлан БО 07,RU000A0JWVL2,989.0,04.10.2024,34.0,38.11,1000.0,2.0,76.22,647.87,7.71,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/
719,МТС выпуск 21,RU000A104WJ1,970.0,Высокий,31.0,20.88,1000.0,4.0,83.52,146.16,8.61,https://www.tinkoff.ru/invest/bonds/RU000A104WJ1/
720,АВТОБАН-Финанс выпуск 4,RU000A106K35,985.8,25.07.2025,56.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K35/
721,РЖД 001Р выпуск 13,RU000A1007Z2,920.1,Высокий,64.0,39.41,1000.0,2.0,78.82,1261.12,8.57,https://www.tinkoff.ru/invest/bonds/RU000A1007Z2/
722,РЖД,RU000A104SX0,1019.1,Высокий,41.0,51.42,1000.0,2.0,102.84,1028.4,10.09,https://www.tinkoff.ru/invest/bonds/RU000A104SX0/
723,ИКС 5 Финанс выпуск 12,RU000A101UQ6,967.2,27.12.2024,139.0,38.8,1000.0,2.0,77.6,2677.2,8.02,https://www.tinkoff.ru/invest/bonds/RU000A101UQ6/
724,КАМАЗ выпуск 9,RU000A0ZZ885,999.9,Средний,114.0,47.85,1000.0,2.0,95.7,2727.45,9.57,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ885/
725,Санкт-Петербург,RU000A102A15,616.0,Высокий,41.0,18.36,700.0,2.0,36.72,367.2,5.96,https://www.tinkoff.ru/invest/bonds/RU000A102A15/
726,Почта России выпуск 5,RU000A0ZZ5J9,966.4,Высокий,53.0,42.89,1000.0,2.0,85.78,1115.14,8.88,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/
727,Автобан-Финанс выпуск 1,RU000A0JXQ51,998.5,Высокий,5.0,43.33,1000.0,2.0,86.66,86.66,8.68,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ51/
728,Черкизово выпуск БО-001P-03,RU000A1024W4,984.7,Высокий,4.0,13.4,1000.0,4.0,53.6,13.4,5.44,https://www.tinkoff.ru/invest/bonds/RU000A1024W4/
729,Газпромбанк 003Р-01Р,RU000A106YH6,1029.9,Средний,118.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106YH6/
730,Красноярский край выпуск 14,RU000A0ZYFB8,487.4,Высокий,11.0,8.44,500.0,4.0,33.76,16.88,6.93,https://www.tinkoff.ru/invest/bonds/RU000A0ZYFB8/
731,Томская область выпуск 62,RU000A0ZYMJ7,487.4,Средний,13.0,8.09,500.0,4.0,32.36,24.27,6.64,https://www.tinkoff.ru/invest/bonds/RU000A0ZYMJ7/
732,РЖД 001Р-28R,RU000A106ZL5,1002.5,Средний,82.0,10.35,1000.0,12.0,124.2,62.1,12.39,https://www.tinkoff.ru/invest/bonds/RU000A106ZL5/
733,МОЭСК 001P выпуск 2,RU000A101FY1,926.6,Высокий,15.0,26.62,1000.0,2.0,53.24,186.34,5.75,https://www.tinkoff.ru/invest/bonds/RU000A101FY1/
734,Москва выпуск 73,RU000A1030T7,931.8,Высокий,29.0,30.45,1000.0,2.0,60.9,426.3,6.54,https://www.tinkoff.ru/invest/bonds/RU000A1030T7/
735,Оренбургская область выпуск 3,RU000A0JVM81,415.4,Средний,19.0,12.09,400.0,4.0,48.36,48.36,11.64,https://www.tinkoff.ru/invest/bonds/RU000A0JVM81/
736,Республика Башкортостан 34011,RU000A1026B3,640.78,Высокий,22.0,8.7,700.0,4.0,34.8,43.5,5.43,https://www.tinkoff.ru/invest/bonds/RU000A1026B3/
737,РЖД 001Р выпуск 14,RU000A1008D7,942.0,Высокий,65.0,39.41,1000.0,2.0,78.82,1261.12,8.37,https://www.tinkoff.ru/invest/bonds/RU000A1008D7/
738,Магнит 001Р выпуск 5,RU000A1036M9,982.2,Высокий,6.0,30.54,1000.0,2.0,61.08,91.62,6.22,https://www.tinkoff.ru/invest/bonds/RU000A1036M9/
739,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,978.7,09.09.2024,153.0,32.19,1000.0,2.0,64.38,2446.44,6.58,https://www.tinkoff.ru/invest/bonds/RU000A103N76/
740,РусГидро БО-П10,RU000A106037,1005.0,Высокий,52.0,30.97,1000.0,4.0,123.88,402.61,12.33,https://www.tinkoff.ru/invest/bonds/RU000A106037/
741,Самарская область выпуск 12,RU000A0JWM56,249.575,Высокий,7.0,5.22,250.0,4.0,20.88,5.22,8.37,https://www.tinkoff.ru/invest/bonds/RU000A0JWM56/
742,Самарская область 35015,RU000A1020L5,636.23,Высокий,32.0,8.79,700.0,4.0,35.16,70.32,5.53,https://www.tinkoff.ru/invest/bonds/RU000A1020L5/
743,Республика Коми выпуск 14,RU000A0JXUD9,745.125,Высокий,7.0,13.66,750.0,4.0,54.64,13.66,7.33,https://www.tinkoff.ru/invest/bonds/RU000A0JXUD9/
744,Роснефть БО-06,RU000A0JUCR3,996.1,Высокий,1.0,36.37,1000.0,2.0,72.74,0.0,7.3,https://www.tinkoff.ru/invest/bonds/RU000A0JUCR3/
745,ОФЗ 29008,SU29008RMFS8,1016.99,Высокий,70.0,44.63,1000.0,2.0,89.26,1562.05,8.78,https://www.tinkoff.ru/invest/bonds/SU29008RMFS8/
746,Новосибирская область выпуск 22,RU000A1043E2,983.5,Высокий,60.0,19.57,1000.0,4.0,78.28,293.55,7.96,https://www.tinkoff.ru/invest/bonds/RU000A1043E2/
747,Ямало-Ненецкий АО выпуск 2,RU000A0JX0Z8,50.0,Высокий,0.0,1.04,50.0,4.0,4.16,0.0,8.32,https://www.tinkoff.ru/invest/bonds/RU000A0JX0Z8/
748,ВТБ Б-1-307,RU000A105HE0,998.8,Высокий,0.0,17.66,1000.0,4.0,70.64,0.0,7.07,https://www.tinkoff.ru/invest/bonds/RU000A105HE0/
749,ДОМ.РФ 001P-14R,RU000A105SF4,970.7,Высокий,8.0,37.06,1000.0,2.0,74.12,148.24,7.64,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/
750,ОФЗ 29006,SU29006RMFS2,991.94,Высокий,14.0,36.98,1000.0,2.0,73.96,258.86,7.46,https://www.tinkoff.ru/invest/bonds/SU29006RMFS2/
751,ОФЗ 29007,SU29007RMFS0,1000.37,Высокий,39.0,39.93,1000.0,2.0,79.86,758.67,7.98,https://www.tinkoff.ru/invest/bonds/SU29007RMFS0/
752,Центр-Резерв БО-01,RU000A104TG3,1070.82,Низкий,23.0,14.09,900.0,12.0,169.08,14.09,15.79,https://www.tinkoff.ru/invest/bonds/RU000A104TG3/
753,Нафтатранс Плюс выпуск 1,RU000A100303,10045.0,Средний,2.0,84.3,10000.0,12.0,1011.6,0.0,10.07,https://www.tinkoff.ru/invest/bonds/RU000A100303/
754,Московская область выпуск 10,RU000A0JX0B9,349.965,Средний,0.0,7.31,350.0,4.0,29.24,0.0,8.36,https://www.tinkoff.ru/invest/bonds/RU000A0JX0B9/
755,Сбер Банк 002P выпуск 1,RU000A103YM3,1000.0,Высокий,0.0,38.11,1000.0,2.0,76.22,0.0,7.62,https://www.tinkoff.ru/invest/bonds/RU000A103YM3/
