,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
153,ГТЛК 002P выпуск 1,RU000A102VR0,941.0,19.09.2024,147.0,16.96,1000.0,4.0,67.84,610.56,7.21,https://www.tinkoff.ru/invest/bonds/RU000A102VR0/
154,Роял Капитал БО-П08,RU000A1056Q8,1010.1,Средний,22.0,34.63,1000.0,4.0,138.52,173.15,13.71,https://www.tinkoff.ru/invest/bonds/RU000A1056Q8/
155,АйДи Коллект выпуск 1,RU000A103HG0,976.5,Низкий,8.0,8.53,1000.0,12.0,102.36,0.0,10.48,https://www.tinkoff.ru/invest/bonds/RU000A103HG0/
156,Газпром Капитал 001Б-02,RU000A1039A8,875000.0,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1039A8/
157,КИФА выпуск 1,RU000A106EV9,987.2,Средний,31.0,31.41,1000.0,4.0,125.64,219.87,12.73,https://www.tinkoff.ru/invest/bonds/RU000A106EV9/
158,ГТЛК выпуск 9,RU000A0ZZ1J8,936.0,02.10.2024,112.0,15.92,1000.0,4.0,63.68,445.76,6.8,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1J8/
159,Моторика БО-01,RU000A1071Q7,1004.4,18.10.2024,35.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1071Q7/
160,ПР-Лизинг выпуск 2,RU000A106EP1,946.2,15.06.2026,101.0,8.87,1000.0,12.0,106.44,70.96,11.25,https://www.tinkoff.ru/invest/bonds/RU000A106EP1/
161,Элит Строй выпуск 1,RU000A103M85,990.1,Средний,9.0,10.0,1000.0,12.0,120.0,0.0,12.12,https://www.tinkoff.ru/invest/bonds/RU000A103M85/
162,ВТБ Б-1-343,RU000A106TM6,1000.8,Средний,33.0,10.7,1000.0,12.0,128.4,21.4,12.83,https://www.tinkoff.ru/invest/bonds/RU000A106TM6/
163,Элит Строй 1P-01,RU000A105YF2,988.5,Средний,27.0,10.35,1000.0,12.0,124.2,20.7,12.56,https://www.tinkoff.ru/invest/bonds/RU000A105YF2/
164,Лизинг-Трейд 001P-05,RU000A1053H4,1000.2,Средний,44.0,10.7,1000.0,12.0,128.4,32.1,12.84,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/
165,ТЕХНО Лизинг выпуск 3,RU000A102234,965.9,Средний,20.0,8.87,1000.0,12.0,106.44,8.87,11.02,https://www.tinkoff.ru/invest/bonds/RU000A102234/
166,Агротек выпуск 1,RU000A105QZ6,1021.7,Средний,28.0,36.8,1000.0,4.0,147.2,257.6,14.41,https://www.tinkoff.ru/invest/bonds/RU000A105QZ6/
167,Мосгорломбард выпуск 3,RU000A106FW4,1022.9,Низкий,43.0,34.63,1000.0,4.0,138.52,346.3,13.54,https://www.tinkoff.ru/invest/bonds/RU000A106FW4/
168,ГТЛК 001P-20,RU000A1038M5,958.9,17.06.2024,150.0,16.96,1000.0,4.0,67.84,627.52,7.07,https://www.tinkoff.ru/invest/bonds/RU000A1038M5/
169,Верхнебаканский цементный завод 001P выпуск 1,RU000A0ZYLK7,984.0,Средний,49.0,1.57,1000.0,4.0,6.28,18.84,0.64,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLK7/
170,Элемент Лизинг 001P выпуск 6,RU000A1071U9,1007.8,Средний,34.0,11.05,1000.0,12.0,132.6,22.1,13.16,https://www.tinkoff.ru/invest/bonds/RU000A1071U9/
171,Джи-групп 2Р-03,RU000A106Z38,1005.9,Средний,34.0,33.32,1000.0,4.0,133.28,266.56,13.25,https://www.tinkoff.ru/invest/bonds/RU000A106Z38/
172,Сибэнергомаш-БКЗ выпуск 1,RU000A104K37,999.3,Средний,15.0,32.19,1000.0,4.0,128.76,96.57,12.89,https://www.tinkoff.ru/invest/bonds/RU000A104K37/
173,Агротек БО-03,RU000A106YL8,1008.5,Средний,43.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106YL8/
174,Петроинжиниринг выпуск 1,RU000A103RL9,957.8,25.09.2024,34.0,21.14,1000.0,4.0,84.56,169.12,8.83,https://www.tinkoff.ru/invest/bonds/RU000A103RL9/
175,Аэрофьюэлз выпуск 2,RU000A103SZ7,958.0,Средний,10.0,21.4,1000.0,4.0,85.6,42.8,8.94,https://www.tinkoff.ru/invest/bonds/RU000A103SZ7/
176,Инкаб выпуск 1,RU000A1049M2,984.0,Средний,13.0,29.23,1000.0,4.0,116.92,87.69,11.88,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/
177,ДиректЛизинг выпуск 7,RU000A103S30,797.81,Средний,34.0,21.14,850.0,4.0,84.56,169.12,10.6,https://www.tinkoff.ru/invest/bonds/RU000A103S30/
178,Лайфстрим БО-П02,RU000A1068S9,954.5,Средний,54.0,29.23,1000.0,4.0,116.92,379.99,12.25,https://www.tinkoff.ru/invest/bonds/RU000A1068S9/
179,Эталон-Финанс выпуск 3,RU000A103QH9,907.3,Средний,34.0,19.66,1000.0,4.0,78.64,157.28,8.67,https://www.tinkoff.ru/invest/bonds/RU000A103QH9/
180,СФО ВТБ РКС-1 выпуск 1,RU000A1032P1,892.7,Высокий,84.0,5.66,1000.0,12.0,67.92,39.62,7.61,https://www.tinkoff.ru/invest/bonds/RU000A1032P1/
181,ЛК Дельта выпуск 1,RU000A103CD8,737.325,Средний,7.0,17.05,750.0,4.0,68.2,17.05,9.25,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
182,Кармани выпуск 1,RU000A103R98,591.54,Низкий,9.0,5.39,600.0,12.0,64.68,0.0,10.93,https://www.tinkoff.ru/invest/bonds/RU000A103R98/
183,Новые Технологии выпуск 2,RU000A106PW3,942.9,Средний,56.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106PW3/
184,Маныч-Агро выпуск 1,RU000A1032D7,971.0,Средний,17.0,26.01,1000.0,4.0,104.04,104.04,10.71,https://www.tinkoff.ru/invest/bonds/RU000A1032D7/
185,ГК Пионер-001P выпуск 6,RU000A104735,952.9,Средний,24.0,25.4,1000.0,4.0,101.6,152.4,10.66,https://www.tinkoff.ru/invest/bonds/RU000A104735/
186,ГТЛК выпуск 17,RU000A101QL5,844.0,28.05.2026,138.0,16.09,1000.0,4.0,64.36,547.06,7.63,https://www.tinkoff.ru/invest/bonds/RU000A101QL5/
187,РЕСО-Лизинг БО-П выпуск 11,RU000A103C53,961.0,03.07.2024,91.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C53/
188,ТД РКС-Сочи 002Р-2,RU000A104KS7,1000.9,Средний,15.0,32.19,1000.0,4.0,128.76,96.57,12.86,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/
189,Вита Лайн 001Р выпуск 2,RU000A102B97,954.2,27.01.2025,23.0,21.14,1000.0,4.0,84.56,105.7,8.86,https://www.tinkoff.ru/invest/bonds/RU000A102B97/
190,Ренессанс Кредит выпуск 4,RU000A102H83,992.7,22.12.2023,25.0,36.8,1000.0,2.0,73.6,441.6,7.41,https://www.tinkoff.ru/invest/bonds/RU000A102H83/
191,ТрансФин-М 001Р выпуск 4,RU000A0ZYEB1,897.6,21.04.2026,47.0,43.33,1000.0,2.0,86.66,996.59,9.65,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEB1/
192,Азбука Вкуса выпуск 2,RU000A105WR1,946.0,Средний,111.0,22.18,1000.0,4.0,88.72,598.86,9.38,https://www.tinkoff.ru/invest/bonds/RU000A105WR1/
193,РЕСОЛиБП22,RU000A106DP3,911.9,17.06.2026,114.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/
194,АБЗ-1 001Р-05,RU000A1070X5,1000.5,Средний,34.0,11.74,1000.0,12.0,140.88,23.48,14.08,https://www.tinkoff.ru/invest/bonds/RU000A1070X5/
195,ЛК РОДЕЛЕН 001P-04,RU000A105SK4,990.3,Средний,49.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105SK4/
196,Вита Лайн 001Р выпуск 3,RU000A1036X6,973.5,06.06.2024,18.0,21.66,1000.0,4.0,86.64,86.64,8.9,https://www.tinkoff.ru/invest/bonds/RU000A1036X6/
197,Ритейл Бел Финанс 001P-01,RU000A101QF7,961.3,Высокий,18.0,20.45,1000.0,4.0,81.8,81.8,8.51,https://www.tinkoff.ru/invest/bonds/RU000A101QF7/
198,Мосрегионлифт БО-02,RU000A106DJ6,1003.9,Средний,42.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DJ6/
199,Агротек БО-02,RU000A1065Y3,1005.7,Низкий,44.0,32.19,1000.0,4.0,128.76,354.09,12.8,https://www.tinkoff.ru/invest/bonds/RU000A1065Y3/
200,МСБ-Лизинг 002Р-06,RU000A105658,553.964544,Средний,9.0,5.74,555.52,12.0,68.88,0.0,12.43,https://www.tinkoff.ru/invest/bonds/RU000A105658/
201,Пионер-Лизинг-БО-П04,RU000A102LF6,988.6,Низкий,85.0,31.41,1000.0,4.0,125.64,659.61,12.71,https://www.tinkoff.ru/invest/bonds/RU000A102LF6/
202,Ритейл Бел Финанс 001P-02,RU000A102TR4,914.9,Средний,27.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102TR4/
203,ЛК РОДЕЛЕН 001P-03,RU000A105M59,1004.3,Средний,48.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105M59/
204,Практика ЛК 001P-02,RU000A1074N8,1016.2,Средний,36.0,11.57,1000.0,12.0,138.84,34.71,13.66,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/
205,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,227.005438,Высокий,124.0,3.92,228.79,4.0,15.68,121.52,6.91,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
206,Патриот Групп выпуск 1,RU000A105AX5,1020.0,Средний,23.0,34.63,1000.0,4.0,138.52,173.15,13.58,https://www.tinkoff.ru/invest/bonds/RU000A105AX5/
207,Азбука Вкуса выпуск 1,RU000A100HE1,978.8,26.06.2024,67.0,23.84,1000.0,4.0,95.36,381.44,9.74,https://www.tinkoff.ru/invest/bonds/RU000A100HE1/
208,Истринская Сыроварня выпуск 2,RU000A106SL0,1000.0,Средний,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106SL0/
209,Аренза-Про выпуск 2,RU000A106GC4,976.1,Средний,31.0,9.22,1000.0,12.0,110.64,18.44,11.33,https://www.tinkoff.ru/invest/bonds/RU000A106GC4/
210,ХК Финанс выпуск 6,RU000A102W68,975.5,Средний,4.0,15.66,1000.0,4.0,62.64,15.66,6.42,https://www.tinkoff.ru/invest/bonds/RU000A102W68/
211,Проект 111 001Р-01,RU000A106U90,997.4,Средний,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106U90/
212,НК Продкорпорация выпуск 1,RU000A102BF7,906.7,Средний,28.0,38.98,1000.0,2.0,77.96,545.72,8.6,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
213,ГТЛК выпуск 14,RU000A100FE5,927.6,08.09.2026,126.0,24.36,1000.0,4.0,97.44,755.16,10.5,https://www.tinkoff.ru/invest/bonds/RU000A100FE5/
214,Аренза-Про выпуск 1,RU000A104C78,499.75,Средний,13.0,15.66,500.0,4.0,62.64,46.98,12.53,https://www.tinkoff.ru/invest/bonds/RU000A104C78/
215,Сбербанк 002СУБ-03R,RU000A103Q24,8500000.0,Средний,96.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103Q24/
216,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,1001.3,Средний,24.0,31.93,1000.0,4.0,127.72,191.58,12.76,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/
217,СЕЛЛ-Сервис БО-П02,RU000A106C50,1000.2,Средний,30.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C50/
218,КарМани выпуск 2,RU000A1058U6,846.32,Низкий,22.0,10.79,800.0,12.0,129.48,10.79,15.3,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/
219,ХКФ Банк выпуск 7,RU000A102RF3,981.3,14.02.2024,26.0,14.79,1000.0,4.0,59.16,88.74,6.03,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/
220,Аренза-Про 001P-01,RU000A105TR7,1000.1,Средний,26.0,10.35,1000.0,12.0,124.2,20.7,12.42,https://www.tinkoff.ru/invest/bonds/RU000A105TR7/
221,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,988.0,Средний,29.0,29.75,1000.0,4.0,119.0,208.25,12.04,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/
222,ЭнергоТехСервис выпуск 4,RU000A103828,636.405,Высокий,18.0,14.27,665.0,4.0,57.08,57.08,8.97,https://www.tinkoff.ru/invest/bonds/RU000A103828/
223,ПР-Лизинг 002P-01,RU000A1022E6,973.9,Средний,69.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1022E6/
224,Солид-Лизинг выпуск 1,RU000A104CF1,736.425,Средний,37.0,23.58,750.0,4.0,94.32,212.22,12.81,https://www.tinkoff.ru/invest/bonds/RU000A104CF1/
225,ГТЛК выпуск 3,RU000A0JXE06,991.2,06.02.2024,98.0,23.84,1000.0,4.0,95.36,572.16,9.62,https://www.tinkoff.ru/invest/bonds/RU000A0JXE06/
226,ГК ЕКС выпуск 1,RU000A104BU2,984.9,Средний,13.0,28.19,1000.0,4.0,112.76,84.57,11.45,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/
227,Балтийский лизинг БО-П08,RU000A106EM8,949.0,17.06.2025,114.0,7.57,1000.0,12.0,90.84,68.13,9.57,https://www.tinkoff.ru/invest/bonds/RU000A106EM8/
228,ГТЛК 002Р-02,RU000A105KB0,931.2,04.12.2026,168.0,25.32,1000.0,4.0,101.28,1063.44,10.88,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/
229,Сибнефтехимтрейд выпуск 1,RU000A1028H6,830.96676,Низкий,4.0,8.0,833.3,12.0,96.0,0.0,11.55,https://www.tinkoff.ru/invest/bonds/RU000A1028H6/
230,ИС петролеум выпуск 1,RU000A1013C9,419.076,Средний,13.0,4.26,420.0,12.0,51.12,4.26,12.2,https://www.tinkoff.ru/invest/bonds/RU000A1013C9/
231,ЖКХ Якутии выпуск 1,RU000A100PB0,992.0,Средний,32.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/
232,АФК Система выпуск 13,RU000A101Q26,960.0,27.05.2024,78.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/
233,Бизнес-Недвижимость выпуск 1,RU000A1022G1,584.94,Средний,9.0,13.57,600.0,4.0,54.28,27.14,9.28,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/
234,Сэтл Групп выпуск 4,RU000A103WQ8,937.2,Средний,17.0,20.45,1000.0,4.0,81.8,81.8,8.73,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/
235,NexTouch выпуск 1,RU000A103WZ9,975.0,Средний,11.0,24.88,1000.0,4.0,99.52,49.76,10.21,https://www.tinkoff.ru/invest/bonds/RU000A103WZ9/
236,МБЭС выпуск 2,RU000A101RJ7,952.6,14.06.2024,78.0,26.88,1000.0,2.0,53.76,1048.32,5.64,https://www.tinkoff.ru/invest/bonds/RU000A101RJ7/
237,Центр-Резерв БО-02,RU000A1056T2,1064.5,Низкий,33.0,12.79,1000.0,12.0,153.48,25.58,14.42,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
238,Калужская СК выпуск 1,RU000A0ZZYL5,996.8,Средний,1.0,48.55,1000.0,2.0,97.1,0.0,9.74,https://www.tinkoff.ru/invest/bonds/RU000A0ZZYL5/
239,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,999.4,Средний,26.0,30.88,1000.0,4.0,123.52,185.28,12.36,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/
240,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,999.4,Средний,26.0,30.88,1000.0,4.0,123.52,185.28,12.36,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/
241,Синара - Транспортные Машины выпуск 2,RU000A103G00,872.8,Средний,32.0,37.67,1000.0,2.0,75.34,602.72,8.63,https://www.tinkoff.ru/invest/bonds/RU000A103G00/
242,ГТЛК выпуск 7,RU000A0ZYNY4,934.6,13.01.2027,109.0,25.32,1000.0,4.0,101.28,683.64,10.84,https://www.tinkoff.ru/invest/bonds/RU000A0ZYNY4/
243,ТД Мясничий выпуск 3,RU000A1006B5,116.39515,Средний,3.0,1.04,116.5,12.0,12.48,0.0,10.72,https://www.tinkoff.ru/invest/bonds/RU000A1006B5/
244,МСБ-Лизинг 002P выпуск 5,RU000A103VD8,947.817278,Средний,34.0,8.44,972.22,12.0,101.28,16.88,10.69,https://www.tinkoff.ru/invest/bonds/RU000A103VD8/
245,Т.Г. Шевченко выпуск 2,RU000A101P92,985.3,Средний,18.0,28.19,1000.0,4.0,112.76,112.76,11.44,https://www.tinkoff.ru/invest/bonds/RU000A101P92/
246,ВИС Финанс выпуск 4,RU000A106EZ0,969.8,Средний,33.0,27.93,1000.0,4.0,111.72,223.44,11.52,https://www.tinkoff.ru/invest/bonds/RU000A106EZ0/
247,Эталон выпуск 002Р-01,RU000A105VU7,989.9,20.02.2026,170.0,29.67,1000.0,4.0,118.68,1246.14,11.99,https://www.tinkoff.ru/invest/bonds/RU000A105VU7/
248,Всеинструменты.ру выпуск 4,RU000A1034M4,978.0,Средний,6.0,21.23,1000.0,4.0,84.92,21.23,8.68,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/
249,Автодом выпуск 1,RU000A104CJ3,980.0,Средний,13.0,26.54,1000.0,4.0,106.16,79.62,10.83,https://www.tinkoff.ru/invest/bonds/RU000A104CJ3/
250,Делимобиль 1Р-02,RU000A106A86,968.9,Высокий,30.0,27.49,1000.0,4.0,109.96,192.43,11.35,https://www.tinkoff.ru/invest/bonds/RU000A106A86/
251,СГ-транс выпуск 1,RU000A103YP6,960.4,31.10.2024,35.0,21.4,1000.0,4.0,85.6,171.2,8.91,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/
252,ЛСР выпуск 6,RU000A102T63,920.0,Высокий,27.0,17.31,1000.0,4.0,69.24,103.86,7.53,https://www.tinkoff.ru/invest/bonds/RU000A102T63/
253,Европлан 001Р-03,RU000A103KJ8,933.7,19.02.2025,92.0,37.06,1000.0,2.0,74.12,1704.76,7.94,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/
254,Брусника выпуск 2Р-1,RU000A1048A9,974.7,Средний,19.0,25.66,1000.0,4.0,102.64,102.64,10.53,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
255,ГТЛК выпуск 13,RU000A1003A4,881.9,03.02.2027,122.0,20.71,1000.0,4.0,82.84,621.3,9.39,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/
256,Сэтл Групп 2Р-01,RU000A1053A9,969.6,Высокий,21.0,26.27,1000.0,4.0,105.08,131.35,10.84,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/
257,О'КЕЙ выпуск 5,RU000A106AH6,950.0,Высокий,114.0,25.4,1000.0,4.0,101.6,711.2,10.69,https://www.tinkoff.ru/invest/bonds/RU000A106AH6/
258,Банк Открытие БО-П выпуск 7,RU000A102R73,980.5,Высокий,26.0,27.06,1000.0,2.0,54.12,351.78,5.52,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
259,Балтийский лизинг БО-П04,RU000A103M10,654.59,Высокий,9.0,12.18,670.0,4.0,48.72,24.36,7.44,https://www.tinkoff.ru/invest/bonds/RU000A103M10/
260,РусГидро БО-П12,RU000A106ZU6,1000.0,Средний,58.0,30.45,1000.0,4.0,121.8,426.3,12.18,https://www.tinkoff.ru/invest/bonds/RU000A106ZU6/
261,АФК Система выпуск 24,RU000A105L27,927.0,08.12.2025,108.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105L27/
262,ГТЛК выпуск 15,RU000A100Z91,367.16,Средний,23.0,6.61,400.0,4.0,26.44,33.05,7.2,https://www.tinkoff.ru/invest/bonds/RU000A100Z91/
263,Первое коллекторское бюро 001Р выпуск 2,RU000A103RJ3,776.0,Средний,22.0,18.62,800.0,4.0,74.48,93.1,9.6,https://www.tinkoff.ru/invest/bonds/RU000A103RJ3/
264,ФЭС-Агро выпуск 1,RU000A106P63,997.9,Средний,32.0,29.58,1000.0,4.0,118.32,236.64,11.86,https://www.tinkoff.ru/invest/bonds/RU000A106P63/
265,О'КЕЙ 001P выпуск 1,RU000A105FM7,946.0,14.05.2026,107.0,24.88,1000.0,4.0,99.52,646.88,10.52,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/
266,Т1 001Р-01,RU000A1071R5,1017.8,Средний,23.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1071R5/
267,АФК Система выпуск 17,RU000A102FT9,896.9,05.06.2025,84.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/
268,Группа Продовольствие 001P-02,RU000A105EP3,1002.1,Средний,23.0,10.7,1000.0,12.0,128.4,10.7,12.81,https://www.tinkoff.ru/invest/bonds/RU000A105EP3/
269,Whoosh выпуск 2,RU000A106HB4,950.1,Высокий,31.0,25.58,1000.0,4.0,102.32,179.06,10.77,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/
270,НПО Химтэк выпуск 1,RU000A103H25,888.3,Средний,20.0,25.32,900.0,4.0,101.28,126.6,11.4,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
271,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,987.1,Средний,12.0,27.58,1000.0,4.0,110.32,82.74,11.18,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/
272,Балтийский лизинг БО-П03,RU000A101Z66,363.7125,Высокий,8.0,5.74,375.0,4.0,22.96,11.48,6.31,https://www.tinkoff.ru/invest/bonds/RU000A101Z66/
273,АФК Система выпуск 19,RU000A102SX4,921.9,27.02.2025,87.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
274,АФК Система выпуск 10,RU000A1008J4,929.3,01.10.2025,64.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/
275,ГТЛК выпуск 16,RU000A101GD3,544.25,17.02.2028,51.0,9.4,625.0,4.0,37.6,112.8,6.91,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/
276,Татнефтехим 001P выпуск 1,RU000A103UL3,1008.5,30.09.2024,34.0,21.4,1000.0,6.0,128.4,107.0,12.73,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/
277,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,969.7,Средний,20.0,26.01,1000.0,4.0,104.04,130.05,10.73,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/
278,АФК Система выпуск 4,RU000A0JWYQ5,990.0,07.05.2025,35.0,58.55,1000.0,2.0,117.1,995.35,11.83,https://www.tinkoff.ru/invest/bonds/RU000A0JWYQ5/
279,Европлан БО 05,RU000A1004K1,925.2,25.02.2025,63.0,33.32,1000.0,2.0,66.64,1032.92,7.2,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/
280,ГТЛК 1P-08,RU000A0ZYR91,919.9,30.07.2027,110.0,24.53,1000.0,4.0,98.12,662.31,10.67,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/
281,Новые технологии,RU000A105DL4,987.0,Высокий,47.0,58.55,1000.0,2.0,117.1,1346.65,11.86,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/
282,ВИС Финанс выпуск 1,RU000A102952,1008.4,18.10.2024,47.0,32.19,1000.0,4.0,128.76,354.09,12.77,https://www.tinkoff.ru/invest/bonds/RU000A102952/
283,Газпромбанк выпуск 16,RU000A101Z74,982.0,05.02.2024,80.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/
284,Мосрегионлифт БО-01,RU000A105RU5,1050.1,Низкий,25.0,12.79,1000.0,12.0,153.48,25.58,14.62,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
285,Гарант-Инвест 2Р-06,RU000A106862,985.4,Средний,17.0,9.22,1000.0,12.0,110.64,9.22,11.23,https://www.tinkoff.ru/invest/bonds/RU000A106862/
286,ЯТЭК 001Р-03,RU000A1070L0,1017.1,16.04.2025,34.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/
287,Атомстройкомплекс выпуск 1,RU000A100VS2,962.1,Средний,10.0,41.15,1000.0,2.0,82.3,205.75,8.55,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
288,ГТЛК выпуск 18,RU000A101SC0,830.0,07.06.2027,138.0,16.96,1000.0,4.0,67.84,576.64,8.17,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/
289,АФК Система выпуск 20,RU000A103372,878.5,11.05.2026,89.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103372/
290,Гидромашсервис БО выпуск 3,RU000A1026H0,984.0,02.10.2024,82.0,54.2,1000.0,2.0,108.4,2222.2,11.02,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
291,Автодор БО-5P-01,RU000A106FR4,932.4,Высокий,31.0,44.72,1000.0,2.0,89.44,670.8,9.59,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/
292,Джи-групп 2Р-02,RU000A105Q97,1002.1,Средний,7.0,31.41,1000.0,4.0,125.64,31.41,12.54,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/
293,Завод КЭС выпуск 2,RU000A102AB8,500.15,Низкий,11.0,15.14,500.0,4.0,60.56,30.28,12.11,https://www.tinkoff.ru/invest/bonds/RU000A102AB8/
294,Делимобиль 1Р-03,RU000A106UW3,997.5,Высокий,45.0,9.74,1000.0,12.0,116.88,29.22,11.72,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/
295,АФК Система выпуск 15,RU000A1023K1,944.1,05.09.2024,81.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
296,ЭкономЛизинг выпуск 3,RU000A1030U5,989.8,Средний,5.0,24.88,1000.0,4.0,99.52,24.88,10.05,https://www.tinkoff.ru/invest/bonds/RU000A1030U5/
297,Аэрофьюэлз выпуск 1,RU000A102T97,985.2,Средний,3.0,20.01,1000.0,4.0,80.04,0.0,8.12,https://www.tinkoff.ru/invest/bonds/RU000A102T97/
298,ЛСР выпуск 7,RU000A103PX8,908.3,Высокий,34.0,18.7,1000.0,4.0,74.8,149.6,8.24,https://www.tinkoff.ru/invest/bonds/RU000A103PX8/
299,Гарант-Инвест БО 001P-05,RU000A1005T9,198.96,Низкий,4.0,5.22,200.0,4.0,20.88,5.22,10.49,https://www.tinkoff.ru/invest/bonds/RU000A1005T9/
300,Софтлайн выпуск 4,RU000A1029T9,745.65,Высокий,1.0,14.44,750.0,4.0,57.76,0.0,7.75,https://www.tinkoff.ru/invest/bonds/RU000A1029T9/
301,АФК Система выпуск 21,RU000A103C95,877.3,02.07.2026,91.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/
302,АФК Система выпуск 9,RU000A1005L6,946.6,02.03.2026,63.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/
303,ЯТЭК выпуск 2,RU000A102ZH2,763.44,Высокий,16.0,31.32,800.0,2.0,62.64,250.56,8.2,https://www.tinkoff.ru/invest/bonds/RU000A102ZH2/
304,Whoosh выпуск 1,RU000A104WS2,995.0,Высокий,19.0,29.23,1000.0,4.0,116.92,116.92,11.75,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
305,АФК Система выпуск 8,RU000A0ZYWU3,962.4,02.09.2024,51.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWU3/
