,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
154,ЭконЛиз1Р4,RU000A1067T9,979.2,Средний,30.0,29.58,1000.0,4.0,118.32,207.06,12.08,https://www.tinkoff.ru/invest/bonds/RU000A1067T9/
155,Электрощит-Стройсистема выпуск 2,RU000A101UD4,968.8,Средний,19.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101UD4/
156,ГТЛК 002P выпуск 1,RU000A102VR0,941.5,19.09.2024,147.0,16.96,1000.0,4.0,67.84,610.56,7.21,https://www.tinkoff.ru/invest/bonds/RU000A102VR0/
157,ТрансФин-М 001Р выпуск 4,RU000A0ZYEB1,894.0,21.04.2026,47.0,43.33,1000.0,2.0,86.66,996.59,9.69,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEB1/
158,Лизинг-Трейд 001P-05,RU000A1053H4,1000.3,Средний,44.0,10.7,1000.0,12.0,128.4,32.1,12.84,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/
159,Маныч-Агро,RU000A103K20,951.3,Средний,27.0,26.01,1000.0,4.0,104.04,156.06,10.94,https://www.tinkoff.ru/invest/bonds/RU000A103K20/
160,МФК ВЭББАНКИР 1P-02,RU000A105575,965.2,Низкий,27.0,11.4,1000.0,12.0,136.8,22.8,14.17,https://www.tinkoff.ru/invest/bonds/RU000A105575/
161,Интерлизинг выпуск 6,RU000A106SF2,972.6,Высокий,33.0,29.23,1000.0,4.0,116.92,233.84,12.02,https://www.tinkoff.ru/invest/bonds/RU000A106SF2/
162,Петроинжиниринг выпуск 1,RU000A103RL9,956.1,25.09.2024,34.0,21.14,1000.0,4.0,84.56,169.12,8.84,https://www.tinkoff.ru/invest/bonds/RU000A103RL9/
163,Сибэнергомаш-БКЗ выпуск 1,RU000A104K37,1000.0,Средний,15.0,32.19,1000.0,4.0,128.76,96.57,12.88,https://www.tinkoff.ru/invest/bonds/RU000A104K37/
164,БЭЛТИ-ГРАНД БО-П05,RU000A105427,841.075,Средний,28.0,8.44,850.0,12.0,101.28,16.88,12.04,https://www.tinkoff.ru/invest/bonds/RU000A105427/
165,МСБ-Лизинг 002Р-06,RU000A105658,554.853376,Средний,9.0,5.74,555.52,12.0,68.88,0.0,12.41,https://www.tinkoff.ru/invest/bonds/RU000A105658/
166,ДиректЛизинг выпуск 7,RU000A103S30,796.025,Средний,34.0,21.14,850.0,4.0,84.56,169.12,10.62,https://www.tinkoff.ru/invest/bonds/RU000A103S30/
167,Аэрофьюэлз выпуск 2,RU000A103SZ7,958.2,Средний,10.0,21.4,1000.0,4.0,85.6,42.8,8.93,https://www.tinkoff.ru/invest/bonds/RU000A103SZ7/
168,Новые Технологии выпуск 2,RU000A106PW3,942.6,Средний,57.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106PW3/
169,Элит Строй 1P-01,RU000A105YF2,994.9,Средний,27.0,10.35,1000.0,12.0,124.2,20.7,12.48,https://www.tinkoff.ru/invest/bonds/RU000A105YF2/
170,Эталон-Финанс выпуск 3,RU000A103QH9,907.6,Средний,34.0,19.66,1000.0,4.0,78.64,157.28,8.66,https://www.tinkoff.ru/invest/bonds/RU000A103QH9/
171,Роял Капитал БО-П08,RU000A1056Q8,1010.0,Средний,22.0,34.63,1000.0,4.0,138.52,173.15,13.71,https://www.tinkoff.ru/invest/bonds/RU000A1056Q8/
172,Т.Г. Шевченко выпуск 2,RU000A101P92,980.0,Средний,18.0,28.19,1000.0,4.0,112.76,112.76,11.51,https://www.tinkoff.ru/invest/bonds/RU000A101P92/
173,СФО ВТБ РКС-1 выпуск 1,RU000A1032P1,893.0,Высокий,84.0,5.66,1000.0,12.0,67.92,39.62,7.61,https://www.tinkoff.ru/invest/bonds/RU000A1032P1/
174,Элемент Лизинг 001P выпуск 6,RU000A1071U9,1009.7,Средний,34.0,11.05,1000.0,12.0,132.6,22.1,13.13,https://www.tinkoff.ru/invest/bonds/RU000A1071U9/
175,Маныч-Агро выпуск 1,RU000A1032D7,971.5,Средний,17.0,26.01,1000.0,4.0,104.04,104.04,10.71,https://www.tinkoff.ru/invest/bonds/RU000A1032D7/
176,Автодом выпуск 1,RU000A104CJ3,972.9,Средний,13.0,26.54,1000.0,4.0,106.16,79.62,10.91,https://www.tinkoff.ru/invest/bonds/RU000A104CJ3/
177,Джи-групп 2Р-03,RU000A106Z38,1008.5,Средний,34.0,33.32,1000.0,4.0,133.28,266.56,13.22,https://www.tinkoff.ru/invest/bonds/RU000A106Z38/
178,Сибнефтехимтрейд выпуск 1,RU000A1028H6,832.05005,Низкий,4.0,8.0,833.3,12.0,96.0,0.0,11.54,https://www.tinkoff.ru/invest/bonds/RU000A1028H6/
179,Вита Лайн 001Р выпуск 2,RU000A102B97,954.0,27.01.2025,23.0,21.14,1000.0,4.0,84.56,105.7,8.86,https://www.tinkoff.ru/invest/bonds/RU000A102B97/
180,Реиннольц,RU000A105LS2,1061.5,Низкий,37.0,38.98,1000.0,4.0,155.92,350.82,14.69,https://www.tinkoff.ru/invest/bonds/RU000A105LS2/
181,Моторика БО-01,RU000A1071Q7,1007.9,18.10.2024,35.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1071Q7/
182,ТД РКС-Сочи 002Р-2,RU000A104KS7,1002.4,Средний,15.0,32.19,1000.0,4.0,128.76,96.57,12.85,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/
183,ФСК Россети БО-4,RU000A0ZYJ91,995.7,06.12.2023,347.0,16.44,1000.0,4.0,65.76,1413.84,6.6,https://www.tinkoff.ru/invest/bonds/RU000A0ZYJ91/
184,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,991.0,21.12.2023,85.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102K39/
185,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,226.845285,Высокий,124.0,3.92,228.79,4.0,15.68,121.52,6.91,https://www.tinkoff.ru/invest/bonds/RU000A103D37/
186,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,984.1,Средний,29.0,29.75,1000.0,4.0,119.0,208.25,12.09,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/
187,ГТЛК выпуск 17,RU000A101QL5,849.0,28.05.2026,138.0,16.09,1000.0,4.0,64.36,547.06,7.58,https://www.tinkoff.ru/invest/bonds/RU000A101QL5/
188,Агротек БО-02,RU000A1065Y3,1007.2,Низкий,44.0,32.19,1000.0,4.0,128.76,354.09,12.78,https://www.tinkoff.ru/invest/bonds/RU000A1065Y3/
189,Пионер-Лизинг-БО-П04,RU000A102LF6,990.0,Низкий,85.0,31.41,1000.0,4.0,125.64,659.61,12.69,https://www.tinkoff.ru/invest/bonds/RU000A102LF6/
190,Инкаб выпуск 1,RU000A1049M2,987.5,Средний,13.0,29.23,1000.0,4.0,116.92,87.69,11.84,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/
191,АБЗ-1 001Р-05,RU000A1070X5,1002.0,Средний,34.0,11.74,1000.0,12.0,140.88,23.48,14.06,https://www.tinkoff.ru/invest/bonds/RU000A1070X5/
192,Практика ЛК 001P-02,RU000A1074N8,1016.8,Средний,36.0,11.57,1000.0,12.0,138.84,34.71,13.65,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/
193,АйДи Коллект выпуск 1,RU000A103HG0,982.9,Низкий,8.0,8.53,1000.0,12.0,102.36,0.0,10.41,https://www.tinkoff.ru/invest/bonds/RU000A103HG0/
194,РЕСОЛиБП22,RU000A106DP3,915.0,17.06.2026,114.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/
195,Истринская Сыроварня выпуск 2,RU000A106SL0,1000.0,Средний,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106SL0/
196,Вита Лайн 001Р выпуск 3,RU000A1036X6,975.2,06.06.2024,18.0,21.66,1000.0,4.0,86.64,86.64,8.88,https://www.tinkoff.ru/invest/bonds/RU000A1036X6/
197,КарМани выпуск 2,RU000A1058U6,845.76,Низкий,22.0,10.79,800.0,12.0,129.48,10.79,15.31,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/
198,Проект 111 001Р-01,RU000A106U90,996.5,Средний,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106U90/
199,АПРИ Флай Плэнинг БО-П4,RU000A102KR3,249.5,Низкий,1.0,6.96,250.0,4.0,27.84,0.0,11.16,https://www.tinkoff.ru/invest/bonds/RU000A102KR3/
200,Аренза-Про выпуск 2,RU000A106GC4,976.3,Средний,31.0,9.22,1000.0,12.0,110.64,18.44,11.33,https://www.tinkoff.ru/invest/bonds/RU000A106GC4/
201,Аэрофьюэлз выпуск 1,RU000A102T97,984.0,Средний,3.0,20.01,1000.0,4.0,80.04,0.0,8.13,https://www.tinkoff.ru/invest/bonds/RU000A102T97/
202,ЭнергоТехСервис выпуск 4,RU000A103828,635.6735,Высокий,18.0,14.27,665.0,4.0,57.08,57.08,8.98,https://www.tinkoff.ru/invest/bonds/RU000A103828/
203,Азбука Вкуса выпуск 2,RU000A105WR1,948.2,Средний,111.0,22.18,1000.0,4.0,88.72,598.86,9.36,https://www.tinkoff.ru/invest/bonds/RU000A105WR1/
204,Татнефтехим 001P выпуск 1,RU000A103UL3,1004.5,30.09.2024,34.0,21.4,1000.0,6.0,128.4,107.0,12.78,https://www.tinkoff.ru/invest/bonds/RU000A103UL3/
205,ГТЛК выпуск 9,RU000A0ZZ1J8,937.6,02.10.2024,112.0,15.92,1000.0,4.0,63.68,445.76,6.79,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1J8/
206,Аренза-Про выпуск 1,RU000A104C78,500.0,Средний,13.0,15.66,500.0,4.0,62.64,46.98,12.53,https://www.tinkoff.ru/invest/bonds/RU000A104C78/
207,ГТЛК выпуск 18,RU000A101SC0,816.0,07.06.2027,138.0,16.96,1000.0,4.0,67.84,576.64,8.31,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/
208,ГТЛК выпуск 7,RU000A0ZYNY4,930.1,13.01.2027,109.0,25.32,1000.0,4.0,101.28,683.64,10.89,https://www.tinkoff.ru/invest/bonds/RU000A0ZYNY4/
209,Ритейл Бел Финанс 001P-01,RU000A101QF7,963.9,Высокий,18.0,20.45,1000.0,4.0,81.8,81.8,8.49,https://www.tinkoff.ru/invest/bonds/RU000A101QF7/
210,Мосрегионлифт БО-02,RU000A106DJ6,1004.0,Средний,42.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DJ6/
211,МСБ-Лизинг 002P выпуск 5,RU000A103VD8,947.720056,Средний,34.0,8.44,972.22,12.0,101.28,16.88,10.69,https://www.tinkoff.ru/invest/bonds/RU000A103VD8/
212,ВИС Финанс выпуск 4,RU000A106EZ0,966.1,Средний,33.0,27.93,1000.0,4.0,111.72,223.44,11.56,https://www.tinkoff.ru/invest/bonds/RU000A106EZ0/
213,Аренза-Про 001P-01,RU000A105TR7,1003.8,Средний,26.0,10.35,1000.0,12.0,124.2,20.7,12.37,https://www.tinkoff.ru/invest/bonds/RU000A105TR7/
214,ГК ЕКС выпуск 1,RU000A104BU2,986.0,Средний,13.0,28.19,1000.0,4.0,112.76,84.57,11.44,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/
215,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,964.2,Средний,18.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/
216,Ритейл Бел Финанс 001P-02,RU000A102TR4,920.9,Средний,27.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102TR4/
217,ГТЛК 002Р-02,RU000A105KB0,933.3,04.12.2026,168.0,25.32,1000.0,4.0,101.28,1063.44,10.85,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/
218,БЭЛТИ-ГРАНД выпуск 4,RU000A103DY2,857.1415,Средний,39.0,7.83,895.0,12.0,93.96,23.49,10.96,https://www.tinkoff.ru/invest/bonds/RU000A103DY2/
219,АФК Система выпуск 24,RU000A105L27,923.5,08.12.2025,108.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105L27/
220,ЛК РОДЕЛЕН 001P-03,RU000A105M59,1002.1,Средний,48.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105M59/
221,ЖКХ Якутии выпуск 1,RU000A100PB0,992.9,Средний,32.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/
222,ГТЛК выпуск 4,RU000A0JXPG2,958.9,17.04.2026,100.0,26.71,1000.0,4.0,106.84,667.75,11.14,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/
223,Асфальтобетонный завод № 1 выпуск 3,RU000A105SX7,999.7,Средний,26.0,30.88,1000.0,4.0,123.52,185.28,12.36,https://www.tinkoff.ru/invest/bonds/RU000A105SX7/
224,Балтийский лизинг БО-П08,RU000A106EM8,951.5,17.06.2025,114.0,7.57,1000.0,12.0,90.84,68.13,9.55,https://www.tinkoff.ru/invest/bonds/RU000A106EM8/
225,Гарант-Инвест 2Р-06,RU000A106862,985.8,Средний,17.0,9.22,1000.0,12.0,110.64,9.22,11.22,https://www.tinkoff.ru/invest/bonds/RU000A106862/
226,Делимобиль выпуск 1,RU000A1052T1,981.0,Высокий,20.0,28.19,1000.0,4.0,112.76,140.95,11.49,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
227,Биннофарм Групп выпуск 1,RU000A1043Z7,996.0,27.11.2023,155.0,21.4,1000.0,4.0,85.6,813.2,8.59,https://www.tinkoff.ru/invest/bonds/RU000A1043Z7/
228,Ренессанс Кредит выпуск 6,RU000A102RN7,982.9,26.02.2024,27.0,35.67,1000.0,2.0,71.34,463.71,7.26,https://www.tinkoff.ru/invest/bonds/RU000A102RN7/
229,Талан-Финанс выпуск 2,RU000A102US0,594.96,Средний,4.0,13.66,600.0,4.0,54.64,13.66,9.18,https://www.tinkoff.ru/invest/bonds/RU000A102US0/
230,Брусника выпуск 2Р-1,RU000A1048A9,974.2,Средний,19.0,25.66,1000.0,4.0,102.64,102.64,10.54,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
231,ГТЛК выпуск 16,RU000A101GD3,542.4375,17.02.2028,51.0,9.4,625.0,4.0,37.6,112.8,6.93,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/
232,ЛК РОДЕЛЕН 001P-04,RU000A105SK4,998.0,Средний,49.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105SK4/
233,ЛК Дельта выпуск 1,RU000A103CD8,738.225,Средний,7.0,17.05,750.0,4.0,68.2,17.05,9.24,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
234,Делимобиль 1Р-02,RU000A106A86,969.2,Высокий,30.0,27.49,1000.0,4.0,109.96,192.43,11.35,https://www.tinkoff.ru/invest/bonds/RU000A106A86/
235,МБЭС выпуск 2,RU000A101RJ7,950.5,14.06.2024,78.0,26.88,1000.0,2.0,53.76,1048.32,5.66,https://www.tinkoff.ru/invest/bonds/RU000A101RJ7/
236,ГТЛК выпуск 13,RU000A1003A4,880.0,03.02.2027,122.0,20.71,1000.0,4.0,82.84,621.3,9.41,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/
237,ГТЛК выпуск 14,RU000A100FE5,939.1,08.09.2026,126.0,24.36,1000.0,4.0,97.44,755.16,10.38,https://www.tinkoff.ru/invest/bonds/RU000A100FE5/
238,АФК Система выпуск 8,RU000A0ZYWU3,959.9,02.09.2024,51.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWU3/
239,Европлан 001Р-03,RU000A103KJ8,933.0,19.02.2025,93.0,37.06,1000.0,2.0,74.12,1704.76,7.94,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/
240,Брусника выпуск 2,RU000A102Y58,982.6,Средний,4.0,20.79,1000.0,4.0,83.16,20.79,8.46,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
241,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,1004.5,Средний,24.0,31.93,1000.0,4.0,127.72,191.58,12.71,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/
242,Европлан 001Р-02,RU000A1034J0,368.7375,Высокий,6.0,6.26,375.0,4.0,25.04,6.26,6.79,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/
243,ТФН выпуск 1,RU000A102QY6,398.0,Низкий,2.0,10.35,400.0,4.0,41.4,0.0,10.4,https://www.tinkoff.ru/invest/bonds/RU000A102QY6/
244,ВИС Финанс выпуск 1,RU000A102952,1007.9,18.10.2024,47.0,32.19,1000.0,4.0,128.76,354.09,12.78,https://www.tinkoff.ru/invest/bonds/RU000A102952/
245,Автодор БО-5P-01,RU000A106FR4,930.0,Высокий,31.0,44.72,1000.0,2.0,89.44,670.8,9.62,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/
246,Завод КЭС выпуск 2,RU000A102AB8,499.75,Низкий,11.0,15.14,500.0,4.0,60.56,30.28,12.12,https://www.tinkoff.ru/invest/bonds/RU000A102AB8/
247,РЕСО-Лизинг БО-П выпуск 11,RU000A103C53,965.7,03.07.2024,91.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C53/
248,Синара - Транспортные Машины выпуск 2,RU000A103G00,878.1,Средний,32.0,37.67,1000.0,2.0,75.34,602.72,8.58,https://www.tinkoff.ru/invest/bonds/RU000A103G00/
249,ФЭС-Агро выпуск 1,RU000A106P63,1000.0,Средний,32.0,29.58,1000.0,4.0,118.32,236.64,11.83,https://www.tinkoff.ru/invest/bonds/RU000A106P63/
250,Джи-групп 2Р-02,RU000A105Q97,1000.2,Средний,7.0,31.41,1000.0,4.0,125.64,31.41,12.56,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/
251,Соби-Лизинг 001P-01,RU000A105CL6,735.329,Низкий,23.0,7.83,730.0,12.0,93.96,7.83,12.78,https://www.tinkoff.ru/invest/bonds/RU000A105CL6/
252,О'КЕЙ 001P выпуск 1,RU000A105FM7,948.0,14.05.2026,107.0,24.88,1000.0,4.0,99.52,646.88,10.5,https://www.tinkoff.ru/invest/bonds/RU000A105FM7/
253,Т1 001Р-01,RU000A1071R5,1019.6,Средний,23.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1071R5/
254,Балтийский лизинг БО-П06,RU000A1058M3,959.5,Высокий,22.0,47.24,1000.0,2.0,94.48,519.64,9.85,https://www.tinkoff.ru/invest/bonds/RU000A1058M3/
255,Балтийский лизинг БО-П04,RU000A103M10,654.523,Высокий,9.0,12.18,670.0,4.0,48.72,24.36,7.44,https://www.tinkoff.ru/invest/bonds/RU000A103M10/
256,АФК Система выпуск 13,RU000A101Q26,961.9,27.05.2024,78.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/
257,АФК Система выпуск 15,RU000A1023K1,941.8,05.09.2024,81.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
258,Бизнес-Недвижимость выпуск 1,RU000A1022G1,587.58,Средний,9.0,13.57,600.0,4.0,54.28,27.14,9.24,https://www.tinkoff.ru/invest/bonds/RU000A1022G1/
259,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,885.33,Средний,24.0,23.84,900.0,4.0,95.36,143.04,10.77,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/
260,Светофор Групп выпуск 2,RU000A1020W2,683.69,Средний,20.0,18.18,700.0,4.0,72.72,90.9,10.64,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
261,О'КЕЙ выпуск 5,RU000A106AH6,954.7,Высокий,114.0,25.4,1000.0,4.0,101.6,711.2,10.64,https://www.tinkoff.ru/invest/bonds/RU000A106AH6/
262,Группа Продовольствие 001P-02,RU000A105EP3,1005.5,Средний,23.0,10.7,1000.0,12.0,128.4,10.7,12.77,https://www.tinkoff.ru/invest/bonds/RU000A105EP3/
263,ГТЛК выпуск 3,RU000A0JXE06,993.4,06.02.2024,98.0,23.84,1000.0,4.0,95.36,572.16,9.6,https://www.tinkoff.ru/invest/bonds/RU000A0JXE06/
264,РусГидро БО-П12,RU000A106ZU6,1000.5,Средний,58.0,30.45,1000.0,4.0,121.8,426.3,12.17,https://www.tinkoff.ru/invest/bonds/RU000A106ZU6/
265,Эталон выпуск 002Р-01,RU000A105VU7,997.3,20.02.2026,170.0,29.67,1000.0,4.0,118.68,1246.14,11.9,https://www.tinkoff.ru/invest/bonds/RU000A105VU7/
266,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,908.9,Средний,46.0,22.62,1000.0,4.0,90.48,248.82,9.95,https://www.tinkoff.ru/invest/bonds/RU000A102556/
267,Европлан БО 05,RU000A1004K1,926.9,25.02.2025,63.0,33.32,1000.0,2.0,66.64,1032.92,7.19,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/
268,СГ-транс выпуск 1,RU000A103YP6,964.6,31.10.2024,35.0,21.4,1000.0,4.0,85.6,171.2,8.87,https://www.tinkoff.ru/invest/bonds/RU000A103YP6/
269,АФК Система выпуск 10,RU000A1008J4,925.0,01.10.2025,64.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/
270,ГТЛК 1P-08,RU000A0ZYR91,928.0,30.07.2027,110.0,24.53,1000.0,4.0,98.12,662.31,10.57,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/
271,НК Продкорпорация выпуск 1,RU000A102BF7,930.0,Средний,28.0,38.98,1000.0,2.0,77.96,545.72,8.38,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
272,Первое коллекторское бюро 001Р выпуск 2,RU000A103RJ3,778.32,Средний,22.0,18.62,800.0,4.0,74.48,93.1,9.57,https://www.tinkoff.ru/invest/bonds/RU000A103RJ3/
273,Делимобиль 1Р-03,RU000A106UW3,1002.0,Высокий,45.0,9.74,1000.0,12.0,116.88,29.22,11.66,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/
274,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,972.1,Средний,20.0,26.01,1000.0,4.0,104.04,130.05,10.7,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/
275,Интерлизинг выпуск 2,RU000A103RY2,657.337,Высокий,10.0,14.36,670.0,4.0,57.44,28.72,8.74,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
276,Гидромашсервис БО выпуск 3,RU000A1026H0,987.4,02.10.2024,82.0,54.2,1000.0,2.0,108.4,2222.2,10.98,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
277,Солид-Лизинг выпуск 1,RU000A104CF1,740.775,Средний,37.0,23.58,750.0,4.0,94.32,212.22,12.73,https://www.tinkoff.ru/invest/bonds/RU000A104CF1/
278,Сэтл Групп 2Р-02,RU000A105X64,969.3,Высокий,27.0,26.45,1000.0,4.0,105.8,158.7,10.92,https://www.tinkoff.ru/invest/bonds/RU000A105X64/
279,Лизинг-Трейд выпуск 4,RU000A104XE0,997.0,Средний,43.0,10.7,1000.0,12.0,128.4,32.1,12.88,https://www.tinkoff.ru/invest/bonds/RU000A104XE0/
280,МБЭС 1P-01,RU000A100VX2,986.2,06.10.2025,70.0,57.42,1000.0,2.0,114.84,2009.7,11.64,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/
281,АФК Система выпуск 21,RU000A103C95,879.9,02.07.2026,91.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/
282,АФК Система выпуск 19,RU000A102SX4,924.5,27.02.2025,87.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
283,АФК Система выпуск 9,RU000A1005L6,948.5,02.03.2026,63.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/
284,Балтийский лизинг БО-П03,RU000A101Z66,363.675,Высокий,8.0,5.74,375.0,4.0,22.96,11.48,6.31,https://www.tinkoff.ru/invest/bonds/RU000A101Z66/
285,АФК Система выпуск 12,RU000A101012,945.9,01.11.2024,71.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101012/
286,ЛСР выпуск 7,RU000A103PX8,912.5,Высокий,34.0,18.7,1000.0,4.0,74.8,149.6,8.2,https://www.tinkoff.ru/invest/bonds/RU000A103PX8/
287,Сэтл Групп выпуск 4,RU000A103WQ8,941.4,Средний,17.0,20.45,1000.0,4.0,81.8,81.8,8.69,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/
288,Whoosh выпуск 2,RU000A106HB4,958.5,Высокий,31.0,25.58,1000.0,4.0,102.32,179.06,10.68,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/
289,Росагролизинг выпуск 1,RU000A101R09,911.9,Высокий,18.0,31.84,1000.0,2.0,63.68,286.56,6.98,https://www.tinkoff.ru/invest/bonds/RU000A101R09/
290,Росагролизинг выпуск 2,RU000A102TA0,884.4,Высокий,27.0,34.19,1000.0,2.0,68.38,444.47,7.73,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/
291,АФК Система выпуск 17,RU000A102FT9,904.0,05.06.2025,84.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FT9/
292,Бифорком Тек выпуск 1,RU000A1037L9,980.0,Средний,6.0,22.71,1000.0,4.0,90.84,22.71,9.27,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/
293,Банк Открытие БО-П выпуск 6,RU000A101GR3,984.3,01.03.2024,15.0,36.8,1000.0,2.0,73.6,257.6,7.48,https://www.tinkoff.ru/invest/bonds/RU000A101GR3/
294,Гарант-Инвест 002P-07,RU000A106SK2,996.9,Средний,56.0,10.35,1000.0,12.0,124.2,41.4,12.46,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/
295,Софтлайн выпуск 002Р-01,RU000A106A78,975.9,Средний,27.0,26.88,1000.0,4.0,107.52,161.28,11.02,https://www.tinkoff.ru/invest/bonds/RU000A106A78/
296,Сэтл Групп 2Р-01,RU000A1053A9,977.4,Высокий,21.0,26.27,1000.0,4.0,105.08,131.35,10.75,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/
297,НПО Химтэк выпуск 1,RU000A103H25,891.0,Средний,20.0,25.32,900.0,4.0,101.28,126.6,11.37,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
298,ВИС Финанс выпуск 3,RU000A1060Y4,984.1,Высокий,28.0,27.93,1000.0,4.0,111.72,195.51,11.35,https://www.tinkoff.ru/invest/bonds/RU000A1060Y4/
299,ЕвроТранс БО-001P-03,RU000A1061K1,1003.0,Средний,40.0,9.66,1000.0,12.0,115.92,28.98,11.56,https://www.tinkoff.ru/invest/bonds/RU000A1061K1/
300,ГК Самолет выпуск 11,RU000A104JQ3,986.4,14.02.2025,51.0,55.07,1000.0,2.0,110.14,1376.75,11.17,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
301,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,991.0,Средний,12.0,27.58,1000.0,4.0,110.32,82.74,11.13,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/
302,Медси выпуск 001P-03,RU000A106K27,946.1,15.10.2025,175.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K27/
303,Новотранс выпуск 2,RU000A103133,938.9,Высокий,29.0,19.84,1000.0,4.0,79.36,138.88,8.45,https://www.tinkoff.ru/invest/bonds/RU000A103133/
304,ГТЛК выпуск 6,RU000A0JVWJ6,967.0,Средний,23.0,25.23,1000.0,4.0,100.92,126.15,10.44,https://www.tinkoff.ru/invest/bonds/RU000A0JVWJ6/
305,МКБ 001Р выпуск 3,RU000A103FP5,963.9,Высокий,8.0,36.19,1000.0,2.0,72.38,144.76,7.51,https://www.tinkoff.ru/invest/bonds/RU000A103FP5/
