,Название,Код,Срок(месяца),Цена,Рейтинг,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
299,Соколов выпуск 1,RU000A105PK0,26,1005.9,Средний,29.06,1000.0,4.0,116.24,2266.68,11.62,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/
300,ЛСР выпуск 5,RU000A100ZL8,12,780.4,Высокий,14.53,800.0,4.0,58.12,523.08,7.26,https://www.tinkoff.ru/invest/bonds/RU000A100ZL8/
301,ЭР-Телеком Холдинг выпуск 3,RU000A106JV8,21,983.0,Средний,26.01,1000.0,4.0,104.04,1638.63,10.4,https://www.tinkoff.ru/invest/bonds/RU000A106JV8/
302,Вита Лайн 001Р выпуск 1,RU000A102200,10,974.6,Высокий,21.66,1000.0,4.0,86.64,649.8,8.66,https://www.tinkoff.ru/invest/bonds/RU000A102200/
303,ГК Самолет выпуск 10,RU000A103L03,10,967.5,Высокий,19.84,1000.0,4.0,79.36,595.2,7.94,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
304,Экспобанк 001Р-01,RU000A103RT2,11,962.7,Высокий,19.49,1000.0,4.0,77.96,643.17,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
305,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,14,996.8,Средний,27.58,1000.0,4.0,110.32,1158.36,11.03,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/
306,Автодор БО-3 выпуск 1,RU000A102H91,26,822.12,Средний,26.97,930.0,2.0,53.94,4207.32,5.8,https://www.tinkoff.ru/invest/bonds/RU000A102H91/
307,ВТБ Б-1-343,RU000A106TM6,34,1002.0,Средний,8.53,1000.0,12.0,102.36,290.02,10.24,https://www.tinkoff.ru/invest/bonds/RU000A106TM6/
308,Новотранс выпуск 1,RU000A1014S3,13,608.375,Высокий,11.83,625.0,4.0,47.32,461.37,7.57,https://www.tinkoff.ru/invest/bonds/RU000A1014S3/
309,Гидромашсервис выпуск 1,RU000A105Q89,26,980.0,Высокий,26.01,1000.0,4.0,104.04,2028.78,10.4,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/
310,ГТЛК выпуск 19,RU000A101SD8,56,823.1,05.06.2028,17.23,1000.0,4.0,68.92,2894.64,6.89,https://www.tinkoff.ru/invest/bonds/RU000A101SD8/
311,ЛСР выпуск 4,RU000A100WA8,11,383.84,Высокий,7.31,400.0,4.0,29.24,241.23,7.31,https://www.tinkoff.ru/invest/bonds/RU000A100WA8/
312,АФК Система выпуск 20,RU000A103372,31,891.7,11.05.2026,35.5,1000.0,2.0,71.0,6603.0,7.1,https://www.tinkoff.ru/invest/bonds/RU000A103372/
313,Светофор Групп выпуск 2,RU000A1020W2,22,690.83,Средний,18.18,700.0,4.0,72.72,1199.88,10.39,https://www.tinkoff.ru/invest/bonds/RU000A1020W2/
314,Медси выпуск 001P-03,RU000A106K27,24,953.6,15.10.2025,22.53,1000.0,4.0,90.12,1622.16,9.01,https://www.tinkoff.ru/invest/bonds/RU000A106K27/
315,Электрорешения выпуск 1,RU000A106HF5,33,983.7,Средний,26.62,1000.0,4.0,106.48,2635.38,10.65,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/
316,Республика Беларусь выпуск 7,RU000A100D89,18,934.3,Средний,36.8,1000.0,2.0,73.6,3974.4,7.36,https://www.tinkoff.ru/invest/bonds/RU000A100D89/
317,СУЭК-Финанс выпуск 6,RU000A102986,6,966.0,23.04.2024,29.06,1000.0,2.0,58.12,1046.16,5.81,https://www.tinkoff.ru/invest/bonds/RU000A102986/
318,Почта России,RU000A1055Y4,47,881.6,06.09.2027,40.11,1000.0,2.0,80.22,11311.02,8.02,https://www.tinkoff.ru/invest/bonds/RU000A1055Y4/
319,Уралкалий выпуск 6,RU000A101GZ6,16,920.8,Высокий,29.67,1000.0,2.0,59.34,2848.32,5.93,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/
320,ТГК-14 выпуск 2,RU000A106MW0,45,996.0,Средний,27.84,1000.0,4.0,111.36,3758.4,11.14,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
321,Европлан 001Р-03,RU000A103KJ8,16,939.8,19.02.2025,37.06,1000.0,2.0,74.12,3557.76,7.41,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/
322,Южуралзолото ГК оббП03,RU000A106656,24,944.9,Высокий,43.59,1000.0,2.0,87.18,6276.96,8.72,https://www.tinkoff.ru/invest/bonds/RU000A106656/
323,Делимобиль выпуск 1,RU000A1052T1,22,1000.3,Высокий,28.19,1000.0,4.0,112.76,1860.54,11.28,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/
324,Whoosh выпуск 1,RU000A104WS2,20,1008.0,Высокий,29.23,1000.0,4.0,116.92,1753.8,11.69,https://www.tinkoff.ru/invest/bonds/RU000A104WS2/
325,ЕвроТранс БО-001P-02,RU000A105TS5,27,1010.6,Средний,9.57,1000.0,12.0,114.84,258.39,11.48,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/
326,Борец Капитал 1P-01,RU000A105ZX2,29,975.1,Высокий,25.66,1000.0,4.0,102.64,2232.42,10.26,https://www.tinkoff.ru/invest/bonds/RU000A105ZX2/
327,Самолет БО-П12,RU000A104YT6,21,1004.5,Высокий,28.71,1000.0,4.0,114.84,1808.73,11.48,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
328,СУЭК-Финанс выпуск 5,RU000A101CQ4,15,925.0,27.01.2025,29.93,1000.0,2.0,59.86,2693.7,5.99,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/
329,Лайфстрим выпуск 1,RU000A102QX8,4,987.3,Средний,21.66,1000.0,4.0,86.64,259.92,8.66,https://www.tinkoff.ru/invest/bonds/RU000A102QX8/
330,Селигдар выпуск 1,RU000A105CS1,24,958.0,Высокий,46.81,1000.0,2.0,93.62,6740.64,9.36,https://www.tinkoff.ru/invest/bonds/RU000A105CS1/
331,Заслон выпуск 1,RU000A1064X8,30,980.0,Средний,54.2,1000.0,2.0,108.4,9756.0,10.84,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/
332,О'КЕЙ выпуск 3,RU000A1014B9,13,605.5,Высокий,10.61,625.0,4.0,42.44,413.79,6.79,https://www.tinkoff.ru/invest/bonds/RU000A1014B9/
333,Черкизово выпуск БО-001Р-05,RU000A105C28,24,946.5,Высокий,21.58,1000.0,4.0,86.32,1553.76,8.63,https://www.tinkoff.ru/invest/bonds/RU000A105C28/
334,АФК Система выпуск 15,RU000A1023K1,11,945.0,05.09.2024,29.06,1000.0,2.0,58.12,1917.96,5.81,https://www.tinkoff.ru/invest/bonds/RU000A1023K1/
335,Медси 1P01,RU000A105YA3,17,959.8,17.03.2025,21.32,1000.0,4.0,85.28,1087.32,8.53,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/
336,Синара - Транспортные Машины выпуск 1,RU000A1035D0,7,969.4,Высокий,35.06,1000.0,2.0,70.12,1472.52,7.01,https://www.tinkoff.ru/invest/bonds/RU000A1035D0/
337,АФК Система выпуск 23,RU000A104693,28,938.6,04.03.2026,21.58,1000.0,4.0,86.32,1812.72,8.63,https://www.tinkoff.ru/invest/bonds/RU000A104693/
338,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,49,940.3,Высокий,48.72,1000.0,2.0,97.44,14323.68,9.74,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
339,Синара - Транспортные Машины выпуск 3,RU000A105M91,50,973.0,Высокий,24.88,1000.0,4.0,99.52,3732.0,9.95,https://www.tinkoff.ru/invest/bonds/RU000A105M91/
340,АФК Система выпуск 5,RU000A0JWZY6,4,978.0,21.02.2024,14.79,1000.0,4.0,59.16,177.48,5.92,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/
341,Селектел выпуск 2,RU000A105FS4,25,970.3,Высокий,49.85,1000.0,2.0,99.7,7477.5,9.97,https://www.tinkoff.ru/invest/bonds/RU000A105FS4/
342,МТС Банк выпуск 2,RU000A1051U1,21,945.6,Высокий,20.71,1000.0,4.0,82.84,1304.73,8.28,https://www.tinkoff.ru/invest/bonds/RU000A1051U1/
343,ЛСР выпуск 8,RU000A106888,31,996.0,Высокий,27.58,1000.0,4.0,110.32,2564.94,11.03,https://www.tinkoff.ru/invest/bonds/RU000A106888/
344,МСБ-Лизинг 002P выпуск 2,RU000A100DC4,6,166.78332,Средний,1.48,166.8,12.0,17.76,8.88,10.65,https://www.tinkoff.ru/invest/bonds/RU000A100DC4/
345,Всеинструменты.ру выпуск 4,RU000A1034M4,7,975.0,Средний,21.23,1000.0,4.0,84.92,445.83,8.49,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/
346,Биннофарм Групп выпуск 2,RU000A104Z71,165,981.9,Высокий,21.75,1000.0,4.0,87.0,10766.25,8.7,https://www.tinkoff.ru/invest/bonds/RU000A104Z71/
347,Novabev Group БО-П04,RU000A102GU5,26,911.0,Высокий,31.32,1000.0,2.0,62.64,4885.92,6.26,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/
348,ГТЛК выпуск 4,RU000A0JXPG2,30,987.1,17.04.2026,26.71,1000.0,4.0,106.84,2403.9,10.68,https://www.tinkoff.ru/invest/bonds/RU000A0JXPG2/
349,Балтийский лизинг БО-П03,RU000A101Z66,9,487.1,Высокий,7.74,500.0,4.0,30.96,208.98,6.19,https://www.tinkoff.ru/invest/bonds/RU000A101Z66/
350,АФК Система выпуск 9,RU000A1005L6,28,963.7,02.03.2026,48.98,1000.0,2.0,97.96,8228.64,9.8,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/
351,НПФ МИКРАН выпуск 1,RU000A106F08,8,991.6,Средний,27.06,1000.0,4.0,108.24,649.44,10.82,https://www.tinkoff.ru/invest/bonds/RU000A106F08/
352,Гидромашсервис БО выпуск 3,RU000A1026H0,12,994.7,02.10.2024,54.2,1000.0,2.0,108.4,3902.4,10.84,https://www.tinkoff.ru/invest/bonds/RU000A1026H0/
353,РСХБ 08Т1,RU000A0JWV63,35,1028.5,Средний,61.77,1000.0,2.0,123.54,12971.7,12.35,https://www.tinkoff.ru/invest/bonds/RU000A0JWV63/
354,Центр-Резерв БО-02,RU000A1056T2,34,1081.3,Низкий,12.79,1000.0,12.0,153.48,434.86,15.35,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
355,Атомстройкомплекс выпуск 1,RU000A100VS2,11,968.4,Средний,41.15,1000.0,2.0,82.3,2715.9,8.23,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
356,Уральская Сталь БО-1Р-2,RU000A1066A1,30,952.0,Высокий,22.97,1000.0,4.0,91.88,2067.3,9.19,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/
357,Селектел выпуск 1,RU000A102SG9,4,983.0,Высокий,36.8,1000.0,2.0,73.6,883.2,7.36,https://www.tinkoff.ru/invest/bonds/RU000A102SG9/
358,КАМАЗ,RU000A104ZC9,9,984.9,24.07.2024,23.4,1000.0,4.0,93.6,631.8,9.36,https://www.tinkoff.ru/invest/bonds/RU000A104ZC9/
359,Новотранс выпуск 4,RU000A106SP1,34,986.9,Высокий,26.54,1000.0,4.0,106.16,2707.08,10.62,https://www.tinkoff.ru/invest/bonds/RU000A106SP1/
360,АФК Система выпуск 14,RU000A101XN7,42,934.9,19.04.2027,22.71,1000.0,4.0,90.84,2861.46,9.08,https://www.tinkoff.ru/invest/bonds/RU000A101XN7/
361,МКБ 001Р выпуск 3,RU000A103FP5,29,965.0,31.10.2023,36.19,1000.0,2.0,72.38,6297.06,7.24,https://www.tinkoff.ru/invest/bonds/RU000A103FP5/
362,Автодор БО-3 выпуск 2,RU000A104XR2,44,932.0,Средний,46.11,1000.0,2.0,92.22,12173.04,9.22,https://www.tinkoff.ru/invest/bonds/RU000A104XR2/
363,Банк Открытие БО-П выпуск 7,RU000A102R73,28,979.4,Высокий,27.06,1000.0,2.0,54.12,4546.08,5.41,https://www.tinkoff.ru/invest/bonds/RU000A102R73/
364,ГК Самолет выпуск 6,RU000A100QA0,10,987.5,12.08.2024,24.36,1000.0,4.0,97.44,730.8,9.74,https://www.tinkoff.ru/invest/bonds/RU000A100QA0/
365,ГТЛК БО-08,RU000A0JWST1,17,938.3,07.03.2025,35.58,1000.0,2.0,71.16,3629.16,7.12,https://www.tinkoff.ru/invest/bonds/RU000A0JWST1/
366,РедСофт2P4,RU000A106CR1,32,1022.0,Средний,29.58,1000.0,4.0,118.32,2839.68,11.83,https://www.tinkoff.ru/invest/bonds/RU000A106CR1/
367,Домодедово Фьюэл Фасилитис,RU000A105MP6,26,996.5,Средний,55.51,1000.0,2.0,111.02,8659.56,11.1,https://www.tinkoff.ru/invest/bonds/RU000A105MP6/
368,ТД РКС-Сочи 002Р-1,RU000A102KQ5,2,997.6,Средний,27.06,1000.0,4.0,108.24,162.36,10.82,https://www.tinkoff.ru/invest/bonds/RU000A102KQ5/
369,РН Банк БО-1P выпуск 7,RU000A102960,22,996.0,Высокий,27.23,1000.0,2.0,54.46,3594.36,5.45,https://www.tinkoff.ru/invest/bonds/RU000A102960/
370,Интерлизинг выпуск 2,RU000A103RY2,11,659.012,Высокий,14.36,670.0,4.0,57.44,473.88,8.57,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
371,Почта России,RU000A104V75,44,956.0,07.06.2027,49.42,1000.0,2.0,98.84,13046.88,9.88,https://www.tinkoff.ru/invest/bonds/RU000A104V75/
372,Мосрегионлифт БО-01,RU000A105RU5,27,1071.1,Низкий,12.79,1000.0,12.0,153.48,345.33,15.35,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
373,Брусника выпуск 2,RU000A102Y58,5,985.2,Средний,20.79,1000.0,4.0,83.16,311.85,8.32,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
374,Почта России,RU000A104W33,56,904.0,16.06.2028,44.02,1000.0,2.0,88.04,14790.72,8.8,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
375,Аэрофлот выпуск 1,RU000A103943,32,901.8,Средний,18.1,1000.0,4.0,72.4,1737.6,7.24,https://www.tinkoff.ru/invest/bonds/RU000A103943/
376,VK выпуск 1,RU000A103QK3,35,879.8,Высокий,34.19,1000.0,2.0,68.38,7179.9,6.84,https://www.tinkoff.ru/invest/bonds/RU000A103QK3/
377,МТС выпуск 14,RU000A101FH6,40,834.1,Высокий,14.27,1000.0,4.0,57.08,1712.4,5.71,https://www.tinkoff.ru/invest/bonds/RU000A101FH6/
378,ИЭК Холдинг 001P-01,RU000A105PR5,26,999.9,Высокий,27.49,1000.0,4.0,109.96,2144.22,11.0,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/
379,ПЮДМ БО-П2,RU000A1020K7,21,10070.0,Средний,92.92,10000.0,12.0,1115.04,1951.32,11.15,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
380,ТМК выпуск 7,RU000A0JXSF8,19,964.0,29.05.2025,45.07,1000.0,2.0,90.14,5137.98,9.01,https://www.tinkoff.ru/invest/bonds/RU000A0JXSF8/
381,Европлан БО 08,RU000A0ZZBV2,20,952.2,27.06.2025,44.89,1000.0,2.0,89.78,5386.8,8.98,https://www.tinkoff.ru/invest/bonds/RU000A0ZZBV2/
382,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,26,892.8,Средний,23.84,900.0,4.0,95.36,1859.52,10.6,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/
383,Газпром БО-22,RU000A0ZZES2,21,925.0,29.07.2025,35.06,1000.0,2.0,70.12,4417.56,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/
384,Европлан выпуск 6,RU000A106F40,20,961.0,Высокий,22.18,1000.0,4.0,88.72,1330.8,8.87,https://www.tinkoff.ru/invest/bonds/RU000A106F40/
385,Сэтл Групп выпуск 4,RU000A103WQ8,18,955.6,Средний,20.45,1000.0,4.0,81.8,1104.3,8.18,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/
386,Восточная Стивидорная Компания выпуск 4,RU000A106P06,57,961.8,Высокий,52.03,1000.0,2.0,104.06,17794.26,10.41,https://www.tinkoff.ru/invest/bonds/RU000A106P06/
387,Альфа-Банк 2Р-23,RU000A106AJ2,25,940.0,Высокий,41.85,1000.0,2.0,83.7,6277.5,8.37,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
388,МОЭК выпуск 3,RU000A101228,25,964.4,Высокий,40.28,1000.0,2.0,80.56,6042.0,8.06,https://www.tinkoff.ru/invest/bonds/RU000A101228/
389,Русал Братск БО-001P выпуск 1,RU000A100BB0,23,998.0,25.10.2023,41.15,1000.0,2.0,82.3,5678.7,8.23,https://www.tinkoff.ru/invest/bonds/RU000A100BB0/
390,ПРОМОМЕД ДМ выпуск 2,RU000A103G91,1,973.0,27.11.2023,40.98,1000.0,2.0,81.96,245.88,8.2,https://www.tinkoff.ru/invest/bonds/RU000A103G91/
391,Европлан БО 03,RU000A100W60,11,973.9,01.10.2024,43.33,1000.0,2.0,86.66,2859.78,8.67,https://www.tinkoff.ru/invest/bonds/RU000A100W60/
392,АФК Система выпуск 10,RU000A1008J4,23,945.9,01.10.2025,42.89,1000.0,2.0,85.78,5918.82,8.58,https://www.tinkoff.ru/invest/bonds/RU000A1008J4/
393,ТМК 001Р выпуск 2,RU000A102SC8,4,980.0,Высокий,15.49,1000.0,4.0,61.96,185.88,6.2,https://www.tinkoff.ru/invest/bonds/RU000A102SC8/
394,ХК Финанс выпуск 6,RU000A102W68,5,976.9,Средний,15.66,1000.0,4.0,62.64,234.9,6.26,https://www.tinkoff.ru/invest/bonds/RU000A102W68/
395,ЕАБР,RU000A1050H0,21,937.0,Высокий,40.54,1000.0,2.0,81.08,5108.04,8.11,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/
396,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,2,987.7,21.12.2023,29.67,1000.0,2.0,59.34,356.04,5.93,https://www.tinkoff.ru/invest/bonds/RU000A102K39/
397,Почта России выпуск 5,RU000A0ZZ5J9,54,937.7,Высокий,42.89,1000.0,2.0,85.78,13896.36,8.58,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ5J9/
398,ЛК Дельта выпуск 1,RU000A103CD8,8,990.0,Средний,22.71,1000.0,4.0,90.84,545.04,9.08,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
399,ЕвроТранс,RU000A105PP9,26,1019.6,Средний,9.57,1000.0,12.0,114.84,248.82,11.48,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/
400,ХК Финанс выпуск 5,RU000A102CD0,1,994.8,Средний,15.66,1000.0,4.0,62.64,46.98,6.26,https://www.tinkoff.ru/invest/bonds/RU000A102CD0/
401,АФК Система выпуск 18,RU000A102SV8,1,991.5,30.11.2023,14.79,1000.0,4.0,59.16,44.37,5.92,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/
402,Атомстройкомплекс БО-П01,RU000A102VY6,29,911.5,Средний,36.8,1000.0,2.0,73.6,6403.2,7.36,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/
403,Башкирская содовая компания выпуск 3,RU000A106JZ9,33,955.2,Высокий,22.97,1000.0,4.0,91.88,2274.03,9.19,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
404,Мираторг выпуск 1,RU000A103KA7,10,963.1,Высокий,35.93,1000.0,2.0,71.86,2155.8,7.19,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/
405,ОбъединениеАгроЭлита выпуск 3,RU000A100CG7,7,502.15,Средний,5.05,500.0,12.0,60.6,35.35,12.12,https://www.tinkoff.ru/invest/bonds/RU000A100CG7/
406,Альфа-Банк выпуск 18,RU000A0JX5W4,99,955.9,Высокий,40.28,1000.0,2.0,80.56,23926.32,8.06,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/
407,Башкирская содовая компания выпуск 2,RU000A101UR4,20,925.0,Высокий,14.27,1000.0,4.0,57.08,856.2,5.71,https://www.tinkoff.ru/invest/bonds/RU000A101UR4/
408,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,22,928.8,Высокий,36.8,1000.0,2.0,73.6,4857.6,7.36,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/
409,МТС выпуск 6,RU000A0ZYWY5,16,931.0,Высокий,31.41,1000.0,2.0,62.82,3015.36,6.28,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWY5/
410,ГК Пионер-001P выпуск 4,RU000A1016F5,2,174.055,Средний,3.92,175.0,4.0,15.68,23.52,8.96,https://www.tinkoff.ru/invest/bonds/RU000A1016F5/
411,Балтийский лизинг БО-П07,RU000A106144,29,964.1,26.03.2026,47.68,1000.0,2.0,95.36,8296.32,9.54,https://www.tinkoff.ru/invest/bonds/RU000A106144/
412,ГПБ (АО) БО-17,RU000A0ZYEE5,12,954.9,Высокий,35.67,1000.0,2.0,71.34,2568.24,7.13,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEE5/
413,Альфа-Банк выпуск 21,RU000A0ZYBM4,36,1002.1,13.10.2026,25.66,1000.0,2.0,51.32,5542.56,5.13,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/
414,Банк ДОМ.РФ СУБ-Т2-1,RU000A105XG2,58,10200000.0,Высокий,563950.53,10000000.0,2.0,1127901.06,196254784.44,11.28,https://www.tinkoff.ru/invest/bonds/RU000A105XG2/
415,НК Продкорпорация выпуск 1,RU000A102BF7,29,944.1,Средний,38.98,1000.0,2.0,77.96,6782.52,7.8,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
416,ВИС Финанс выпуск 2,RU000A102VK5,5,984.5,Высокий,19.84,1000.0,4.0,79.36,297.6,7.94,https://www.tinkoff.ru/invest/bonds/RU000A102VK5/
417,ТрансКонтейнер ПБО выпуск 1,RU000A100YE6,12,728.25,Высокий,23.49,750.0,2.0,46.98,1691.28,6.26,https://www.tinkoff.ru/invest/bonds/RU000A100YE6/
418,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,13,950.3,Высокий,35.06,1000.0,2.0,70.12,2734.68,7.01,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/
419,Ульяновская область выпуск 4,RU000A1040S8,37,712.425,Средний,15.49,750.0,4.0,61.96,1719.39,8.26,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/
420,ИКС 5 Финанс 002Р выпуск 1,RU000A103N76,11,957.0,09.09.2024,32.19,1000.0,2.0,64.38,2124.54,6.44,https://www.tinkoff.ru/invest/bonds/RU000A103N76/
421,Москва выпуск 72,RU000A1030S9,6,968.0,Высокий,28.36,1000.0,2.0,56.72,1020.96,5.67,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/
422,Кировский завод выпуск 1,RU000A101S99,20,978.2,Средний,23.84,1000.0,4.0,95.36,1430.4,9.54,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
423,Нижегородская область выпуск 16,RU000A1043K9,43,919.7,Высокий,20.01,1000.0,4.0,80.04,2581.29,8.0,https://www.tinkoff.ru/invest/bonds/RU000A1043K9/
424,Газпромбанк выпуск 10,RU000A0JUV08,11,959.6,Высокий,35.32,1000.0,2.0,70.64,2331.12,7.06,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/
425,Газпром капитал БО-001Р выпуск 10,RU000A106672,54,925.5,Высокий,21.23,1000.0,4.0,84.92,3439.26,8.49,https://www.tinkoff.ru/invest/bonds/RU000A106672/
426,Сбербанк,RU000A103WV8,13,963.0,Высокий,38.98,1000.0,2.0,77.96,3040.44,7.8,https://www.tinkoff.ru/invest/bonds/RU000A103WV8/
427,ЕвроХим выпуск 8,RU000A101LJ0,18,938.0,Высокий,34.89,1000.0,2.0,69.78,3768.12,6.98,https://www.tinkoff.ru/invest/bonds/RU000A101LJ0/
428,Восточная Стивидорная Компания выпуск 2,RU000A104362,37,921.6,Средний,41.41,1000.0,2.0,82.82,9193.02,8.28,https://www.tinkoff.ru/invest/bonds/RU000A104362/
429,Ростелеком выпуск 3,RU000A0ZYG52,25,938.4,14.11.2025,39.85,1000.0,2.0,79.7,5977.5,7.97,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG52/
430,МТС 001P-22,RU000A1051T3,10,967.6,Высокий,17.92,1000.0,4.0,71.68,537.6,7.17,https://www.tinkoff.ru/invest/bonds/RU000A1051T3/
431,РусГидро БО-П09,RU000A105SL2,27,933.0,Высокий,39.85,1000.0,2.0,79.7,6455.7,7.97,https://www.tinkoff.ru/invest/bonds/RU000A105SL2/
432,Нижегородская область выпуск 15,RU000A102DS6,31,897.0,Высокий,13.22,1000.0,4.0,52.88,1229.46,5.29,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/
433,Полюс ПБО-1,RU000A100XC2,12,951.8,10.10.2024,31.32,1000.0,2.0,62.64,2255.04,6.26,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
434,РЖД 001Р выпуск 1,RU000A0JXN05,103,948.5,Высокий,39.24,1000.0,2.0,78.48,24250.32,7.85,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/
435,РусГидро,RU000A105HC4,25,934.5,Высокий,38.98,1000.0,2.0,77.96,5847.0,7.8,https://www.tinkoff.ru/invest/bonds/RU000A105HC4/
436,Норильский Никель БО-001Р выпуск 2,RU000A105A61,24,951.0,14.10.2025,42.28,1000.0,2.0,84.56,6088.32,8.46,https://www.tinkoff.ru/invest/bonds/RU000A105A61/
437,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,47,949.6,Средний,22.62,1000.0,4.0,90.48,3189.42,9.05,https://www.tinkoff.ru/invest/bonds/RU000A102556/
438,РЖД 001Р выпуск 5,RU000A0ZYU05,28,895.0,13.02.2026,31.32,1000.0,2.0,62.64,5261.76,6.26,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU05/
439,Санкт-Петербург,RU000A102A15,42,890.0,Высокий,26.19,1000.0,2.0,52.38,6599.88,5.24,https://www.tinkoff.ru/invest/bonds/RU000A102A15/
440,Курская область выпуск 1,RU000A0ZYCD1,24,282.75,Высокий,5.13,300.0,4.0,20.52,369.36,6.84,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/
441,РЖД 001Р выпуск 2,RU000A0JXQ44,30,913.9,21.04.2026,36.8,1000.0,2.0,73.6,6624.0,7.36,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/
442,ВЭБ.РФ,RU000A104Z48,45,930.4,Высокий,44.2,1000.0,2.0,88.4,11934.0,8.84,https://www.tinkoff.ru/invest/bonds/RU000A104Z48/
443,МТС выпуск 10,RU000A100HU7,20,932.9,Высокий,17.31,1000.0,4.0,69.24,1038.6,6.92,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/
444,Novabev Group,RU000A104Y15,45,951.9,Высокий,46.98,1000.0,2.0,93.96,12684.6,9.4,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
445,РН Банк БО-1P выпуск 9,RU000A103NY1,11,959.0,Высокий,34.19,1000.0,2.0,68.38,2256.54,6.84,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/
446,АльфаБанк 002Р выпуск 12,RU000A1036E6,8,965.3,Высокий,31.15,1000.0,2.0,62.3,1495.2,6.23,https://www.tinkoff.ru/invest/bonds/RU000A1036E6/
447,Казахстан выпуск 7,RU000A101RV2,47,817.4,Высокий,28.36,1000.0,2.0,56.72,7997.52,5.67,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/
448,ЭР-Телеком Холдинг,RU000A1058K7,14,999.5,Высокий,26.62,1000.0,4.0,106.48,1118.04,10.65,https://www.tinkoff.ru/invest/bonds/RU000A1058K7/
