,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
0,Нижегородская область выпуск 14,RU000A101665,657.23,Высокий,16.0,2024-03-08 00:00:00,10.18,700.0,4.0,40.72,40.72,6.2,https://www.tinkoff.ru/invest/bonds/RU000A101665/
0,Интерлизинг выпуск 2,RU000A103RY2,498.9905,Средний,8.0,2024-03-26 00:00:00,10.79,505.0,4.0,43.16,21.58,8.65,https://www.tinkoff.ru/invest/bonds/RU000A103RY2/
0,Восточная Стивидорная Компания выпуск 3,RU000A105KR6,928.0,Средний,46.0,2024-06-04 00:00:00,48.72,1000.0,2.0,97.44,1120.56,10.5,https://www.tinkoff.ru/invest/bonds/RU000A105KR6/
0,Автодор БО-5P-01,RU000A106FR4,745.68,Средний,29.0,2024-06-27 00:00:00,35.76,800.0,2.0,71.52,500.64,9.59,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/
0,Трансмашхолдинг ПБО-04,RU000A1018C8,944.0,Высокий,11.0,2024-06-17 00:00:00,30.1,1000.0,2.0,60.2,150.5,6.38,https://www.tinkoff.ru/invest/bonds/RU000A1018C8/
0,Газпром нефть 001P-04R,RU000A0ZYLC4,950.8,Высокий,10.0,2024-06-13 00:00:00,33.32,1000.0,2.0,66.64,166.6,7.01,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/
0,Автодор БО-2 выпуск 5,RU000A1017H9,756.4,Средний,70.0,2024-06-19 00:00:00,33.06,800.0,2.0,66.12,1157.1,8.74,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/
0,Санкт-Петербург выпуск 1,RU000A0ZYHX8,953.2,Высокий,16.0,2024-05-29 00:00:00,33.32,1000.0,2.0,66.64,266.56,6.99,https://www.tinkoff.ru/invest/bonds/RU000A0ZYHX8/
0,МБЭС 1P-01,RU000A100VX2,989.6,Средний,68.0,2024-04-03 00:00:00,57.42,1000.0,2.0,114.84,1952.28,11.6,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/
0,Вымпелком 1Р-07,RU000A105WP5,870.8,Средний,60.0,2024-02-19 00:00:00,21.32,1000.0,4.0,85.28,319.8,9.79,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/
0,ИКС 5 ФИНАНС 003P-03,RU000A107AJ0,989.9,Высокий,118.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107AJ0/
0,Газпром Капитал БЗО26-1-Д,RU000A105QW3,74295.3488028,Средний,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105QW3/
0,ТрансмхПБ7,RU000A106CU5,928.9,Высокий,28.0,2024-06-07 00:00:00,44.2,1000.0,2.0,88.4,618.8,9.52,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/
0,Восточная Стивидорная Компания выпуск 4,RU000A106P06,946.7,Средний,54.0,2024-02-02 00:00:00,52.03,1000.0,2.0,104.06,1404.81,10.99,https://www.tinkoff.ru/invest/bonds/RU000A106P06/
0,Сбер Банк 001P-SBER15,RU000A101C89,998.7,Высокий,0.0,2024-01-22 00:00:00,27.32,1000.0,2.0,54.64,0.0,5.47,https://www.tinkoff.ru/invest/bonds/RU000A101C89/
0,РЖД выпуск 23,RU000A0JQRD9,947.7,Высокий,12.0,2024-01-18 00:00:00,34.02,1000.0,2.0,68.04,204.12,7.18,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/
0,РЖД 001Р выпуск 2,RU000A0JXQ44,901.5,Высокий,158.0,2024-04-18 00:00:00,36.8,1000.0,2.0,73.6,2907.2,8.16,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/
0,РЖД 001Р выпуск 1,RU000A0JXN05,944.9,Высокий,100.0,2024-05-28 00:00:00,39.24,1000.0,2.0,78.48,1962.0,8.31,https://www.tinkoff.ru/invest/bonds/RU000A0JXN05/
0,Самолет БО-П12,RU000A104YT6,998.4,Высокий,17.0,2024-04-12 00:00:00,28.71,1000.0,4.0,114.84,114.84,11.5,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/
0,Газпромбанк 001P выпуск 11,RU000A100HH4,976.9,Высокий,5.0,2024-07-01 00:00:00,35.5,1000.0,2.0,71.0,71.0,7.27,https://www.tinkoff.ru/invest/bonds/RU000A100HH4/
0,Газпромбанк,RU000A0JUMH3,975.1,Высокий,4.0,2024-05-23 00:00:00,28.8,1000.0,2.0,57.6,57.6,5.91,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/
0,Частная пивоварня Афанасий БО-01,RU000A107225,1012.6,Средний,32.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107225/
0,Европлан БО 07,RU000A0JWVL2,968.3,Высокий,32.0,2024-04-02 00:00:00,38.11,1000.0,2.0,76.22,609.76,7.87,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/
0,Селектел выпуск 3,RU000A106R95,994.3,Высокий,30.0,2024-02-16 00:00:00,57.68,1000.0,2.0,115.36,865.2,11.6,https://www.tinkoff.ru/invest/bonds/RU000A106R95/
0,Почта России,RU000A104W33,889.4,Средний,100.0,2024-06-18 00:00:00,44.02,1000.0,2.0,88.04,2201.0,9.9,https://www.tinkoff.ru/invest/bonds/RU000A104W33/
0,Северсталь выпуск 6,RU000A1008W7,989.7,Высокий,62.0,2024-04-02 00:00:00,37.5,1000.0,2.0,75.0,1162.5,7.58,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/
0,Ярославская область выпуск 16,RU000A0ZZEM5,665.0,Высокий,20.0,2024-03-24 00:00:00,12.01,700.0,4.0,48.04,60.05,7.22,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/
0,Автодор выпуск 1,RU000A103NU9,875.0,Средний,31.0,2024-03-12 00:00:00,34.45,1000.0,2.0,68.9,516.75,7.87,https://www.tinkoff.ru/invest/bonds/RU000A103NU9/
0,Газпромбанк выпуск 10,RU000A0JUV08,964.6,Высокий,8.0,2024-03-26 00:00:00,35.32,1000.0,2.0,70.64,141.28,7.32,https://www.tinkoff.ru/invest/bonds/RU000A0JUV08/
0,О'КЕЙ выпуск 4,RU000A102BK7,845.7,Высокий,81.0,2024-02-02 00:00:00,21.4,1000.0,4.0,85.6,428.0,10.12,https://www.tinkoff.ru/invest/bonds/RU000A102BK7/
0,Новосибирская область выпуск 21,RU000A102895,927.0,Высокий,20.0,2024-04-11 00:00:00,12.62,1000.0,4.0,50.48,63.1,5.45,https://www.tinkoff.ru/invest/bonds/RU000A102895/
0,Альфа-Банк 2Р-23,RU000A106AJ2,934.8,Высокий,22.0,2024-05-30 00:00:00,41.85,1000.0,2.0,83.7,460.35,8.95,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/
0,Автодор БО-006Р-02,RU000A107043,1008.8,Средний,8.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107043/
0,Вымпелком 001Р-06,RU000A105TY3,914.9,Средний,48.0,2024-02-19 00:00:00,22.62,1000.0,4.0,90.48,271.44,9.89,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/
0,Газпром БО-22,RU000A0ZZES2,929.0,Высокий,293.0,2024-01-23 00:00:00,35.06,1000.0,2.0,70.12,5118.76,7.55,https://www.tinkoff.ru/invest/bonds/RU000A0ZZES2/
0,Ульяновская область 34005,RU000A106607,941.7,Средний,51.0,2024-01-25 00:00:00,22.97,1000.0,4.0,91.88,275.64,9.76,https://www.tinkoff.ru/invest/bonds/RU000A106607/
0,Газпромбанк 001Р-22Р,RU000A105GW4,948.9,Высокий,106.0,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105GW4/
0,Sunlight выпуск 1,RU000A1074Q1,1023.1,Высокий,15.0,2024-01-23 00:00:00,10.88,1000.0,12.0,130.56,10.88,12.76,https://www.tinkoff.ru/invest/bonds/RU000A1074Q1/
0,Novabev Group БО-П03,RU000A1015E0,478.85,Высокий,10.0,2024-06-04 00:00:00,17.84,500.0,2.0,35.68,89.2,7.45,https://www.tinkoff.ru/invest/bonds/RU000A1015E0/
0,ТГК-14 выпуск 2,RU000A106MW0,988.9,Средний,42.0,2024-01-30 00:00:00,27.84,1000.0,4.0,111.36,278.4,11.26,https://www.tinkoff.ru/invest/bonds/RU000A106MW0/
0,Свердловская область выпуск 4,RU000A0ZYDU3,374.84,Высокий,21.0,2024-01-22 00:00:00,6.61,400.0,4.0,26.44,33.05,7.05,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/
0,Вымпелком 1Р-08,RU000A105X80,807.9,Средний,61.0,2024-01-18 00:00:00,1.74,1000.0,4.0,6.96,26.1,0.86,https://www.tinkoff.ru/invest/bonds/RU000A105X80/
0,Камчатский край выпуск 1,RU000A0ZZSW4,387.2,Высокий,9.0,2024-02-12 00:00:00,7.83,400.0,4.0,31.32,15.66,8.09,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/
0,Полюс ПБО-1,RU000A100XC2,959.3,Высокий,68.0,2024-04-08 00:00:00,31.32,1000.0,2.0,62.64,1064.88,6.53,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/
0,РСГ-Финанс выпуск 1,RU000A0JUAG0,1005.1,Средний,21.0,2024-05-14 00:00:00,67.16,1000.0,2.0,134.32,671.6,13.36,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/
0,МТС выпуск 10,RU000A100HU7,933.0,Высокий,17.0,2024-03-27 00:00:00,17.31,1000.0,4.0,69.24,69.24,7.42,https://www.tinkoff.ru/invest/bonds/RU000A100HU7/
0,Novabev Group,RU000A104Y15,937.1,Средний,41.0,2024-07-09 00:00:00,46.98,1000.0,2.0,93.96,939.6,10.03,https://www.tinkoff.ru/invest/bonds/RU000A104Y15/
0,ОФЗ 26227,SU26227RMFS7,971.8,Высокий,6.0,2024-01-17 00:00:00,31.32,1000.0,2.0,62.64,93.96,6.45,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/
0,ВЭБ.РФ ПБО-001P-18,RU000A1013P1,858.8,Средний,34.0,2024-05-21 00:00:00,31.49,1000.0,2.0,62.98,535.33,7.33,https://www.tinkoff.ru/invest/bonds/RU000A1013P1/
0,МТС выпуск 9,RU000A100A66,968.0,Высокий,8.0,2024-04-15 00:00:00,18.62,1000.0,4.0,74.48,37.24,7.69,https://www.tinkoff.ru/invest/bonds/RU000A100A66/
0,Сбербанк выпуск SbD1R,RU000A103KG4,865.1,Высокий,13.0,,,1000.0,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103KG4/
0,ИНК-Капитал выпуск 1,RU000A104A39,926.3,Высокий,34.0,2024-06-14 00:00:00,44.46,1000.0,2.0,88.92,755.82,9.6,https://www.tinkoff.ru/invest/bonds/RU000A104A39/
0,Атомстройкомплекс выпуск 1,RU000A100VS2,974.7,Средний,8.0,2024-03-26 00:00:00,41.15,1000.0,2.0,82.3,164.6,8.44,https://www.tinkoff.ru/invest/bonds/RU000A100VS2/
0,Башкирская содовая компания выпуск 3,RU000A106JZ9,953.5,Высокий,29.0,2024-04-12 00:00:00,22.97,1000.0,4.0,91.88,160.79,9.64,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/
0,РУСАЛ Братск выпуск 1,RU000A0JWDN6,748.0,Высокий,26.0,2024-04-09 00:00:00,0.0,1000.0,2.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWDN6/
0,Альфа-Банк 2Р-22,RU000A106268,959.7,Высокий,14.0,2024-04-06 00:00:00,42.28,1000.0,2.0,84.56,295.96,8.81,https://www.tinkoff.ru/invest/bonds/RU000A106268/
0,МОЭК выпуск 3,RU000A101228,965.0,Высокий,21.0,2024-05-10 00:00:00,40.28,1000.0,2.0,80.56,402.8,8.35,https://www.tinkoff.ru/invest/bonds/RU000A101228/
0,Novabev Group БО-П02,RU000A100L63,491.3,Высокий,5.0,2024-07-10 00:00:00,20.53,500.0,2.0,41.06,41.06,8.36,https://www.tinkoff.ru/invest/bonds/RU000A100L63/
0,ДОМ.РФ 001P-14R,RU000A105SF4,976.0,Высокий,6.0,2024-01-29 00:00:00,37.06,1000.0,2.0,74.12,111.18,7.59,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/
0,Свердловская область 35008,RU000A101Z17,858.5,Средний,42.0,2024-01-25 00:00:00,13.22,1000.0,4.0,52.88,132.2,6.16,https://www.tinkoff.ru/invest/bonds/RU000A101Z17/
