,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
618,ИКС 5 ФИНАНС 003P-03,RU000A107AJ0,980.8,Высокий,115.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107AJ0/,Не важен / Неизвестно
619,ВЭБ.РФ ПБО-001Р-19,RU000A101TB0,810.0,Высокий,38.0,2024-06-13,19.0,28.54,1000.0,2.0,57.08,6.0,7.05,171.0,https://www.tinkoff.ru/invest/bonds/RU000A101TB0/,Не важен / Неизвестно
620,Ростелеком выпуск 2,RU000A0JXPN8,991.1,Высокий,36.0,2024-04-17,60.0,57.25,1000.0,2.0,114.5,6.0,11.55,344.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXPN8/,Не важен / Неизвестно
621,Казахстан выпуск 5,RU000A101RT6,875.6,Высокий,26.0,2024-06-24,20.0,32.19,1000.0,2.0,64.38,4.0,7.35,129.0,https://www.tinkoff.ru/invest/bonds/RU000A101RT6/,Не важен / Неизвестно
622,МегаФон БО-2 выпуск 3,RU000A1065S5,950.9,Высокий,12.0,2024-04-24,16.0,19.23,1000.0,4.0,76.92,4.0,8.09,77.0,https://www.tinkoff.ru/invest/bonds/RU000A1065S5/,Не важен / Неизвестно
623,Магнит БО-004Р-01,RU000A105KQ8,927.8,Высокий,20.0,2024-06-04,29.0,39.67,1000.0,2.0,79.34,3.0,8.55,119.0,https://www.tinkoff.ru/invest/bonds/RU000A105KQ8/,Не важен / Неизвестно
624,ДОМ.РФ 001P-14R,RU000A105SF4,982.3,Высокий,3.0,2024-07-29,14.0,37.06,1000.0,2.0,74.12,0.0,7.55,0.0,https://www.tinkoff.ru/invest/bonds/RU000A105SF4/,Не важен / Неизвестно
625,ОФЗ 26227,SU26227RMFS7,980.93,Высокий,3.0,2024-07-17,15.0,31.32,1000.0,2.0,62.64,0.0,6.39,0.0,https://www.tinkoff.ru/invest/bonds/SU26227RMFS7/,Не важен / Неизвестно
626,РЖД 001Р выпуск 8,RU000A0ZZGT5,987.1,Высокий,52.0,2024-08-08,17.0,53.07,1000.0,2.0,106.14,9.0,10.75,478.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZGT5/,Не важен / Неизвестно
627,РЖД выпуск 32,RU000A0JSGV0,910.0,Высокий,98.0,2024-07-05,23.0,42.46,1000.0,2.0,84.92,16.0,9.33,679.0,https://www.tinkoff.ru/invest/bonds/RU000A0JSGV0/,Не важен / Неизвестно
628,Ростелеком,RU000A1051E5,915.3,Высокий,21.0,2024-08-01,14.0,37.93,1000.0,2.0,75.86,4.0,8.29,152.0,https://www.tinkoff.ru/invest/bonds/RU000A1051E5/,Не важен / Неизвестно
629,МБЭС 1P-01,RU000A100VX2,988.5,Высокий,65.0,2024-04-03,65.0,57.42,1000.0,2.0,114.84,11.0,11.62,632.0,https://www.tinkoff.ru/invest/bonds/RU000A100VX2/,Не важен / Неизвестно
630,МТС выпуск 14,RU000A101FH6,829.9,Высокий,34.0,2024-05-16,8.0,14.27,1000.0,4.0,57.08,11.0,6.88,157.0,https://www.tinkoff.ru/invest/bonds/RU000A101FH6/,Не важен / Неизвестно
631,ОФЗ 26222,SU26222RMFS8,964.48,Высокий,6.0,2024-04-17,32.0,30.45,1000.0,2.0,60.9,1.0,6.31,30.0,https://www.tinkoff.ru/invest/bonds/SU26222RMFS8/,Не важен / Неизвестно
632,Ростелеком 002P выпуск 6,RU000A103EZ7,877.9,Высокий,27.0,2024-07-19,15.0,33.32,1000.0,2.0,66.64,4.0,7.59,133.0,https://www.tinkoff.ru/invest/bonds/RU000A103EZ7/,Не важен / Неизвестно
633,ДОМ.РФ 001P-15R,RU000A1065K2,949.9,Высокий,12.0,2024-04-23,38.0,38.37,1000.0,2.0,76.74,2.0,8.08,77.0,https://www.tinkoff.ru/invest/bonds/RU000A1065K2/,Не важен / Неизвестно
634,Вымпелком 1Р-07,RU000A105WP5,860.0,Средний,58.0,2024-05-20,11.0,21.32,1000.0,4.0,85.28,19.0,9.92,405.0,https://www.tinkoff.ru/invest/bonds/RU000A105WP5/,Не важен / Неизвестно
635,Всеинструменты.ру выпуск 4,RU000A1034M4,994.6,Средний,1.0,2024-05-20,11.0,21.23,1000.0,4.0,84.92,0.0,8.54,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1034M4/,Не важен / Неизвестно
636,МТС выпуск 6,RU000A0ZYWY5,943.5,Высокий,10.0,2024-08-28,6.0,31.41,1000.0,2.0,62.82,2.0,6.66,63.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYWY5/,Не важен / Неизвестно
637,Альфа-Банк 2Р-23,RU000A106AJ2,935.0,Высокий,20.0,2024-05-30,32.0,41.85,1000.0,2.0,83.7,3.0,8.95,126.0,https://www.tinkoff.ru/invest/bonds/RU000A106AJ2/,Не важен / Неизвестно
638,Республика Башкортостан 34013,RU000A106FT0,921.5,Высокий,27.0,2024-04-02,23.0,20.27,1000.0,4.0,81.08,9.0,8.8,182.0,https://www.tinkoff.ru/invest/bonds/RU000A106FT0/,Не важен / Неизвестно
639,МТС 001Р-24,RU000A105ZP8,957.4,Высокий,11.0,2024-06-20,2.0,19.57,1000.0,4.0,78.28,4.0,8.18,78.0,https://www.tinkoff.ru/invest/bonds/RU000A105ZP8/,Не важен / Неизвестно
640,Сбербанк,RU000A103661,877.0,Высокий,26.0,2024-06-17,21.0,31.32,1000.0,2.0,62.64,4.0,7.14,125.0,https://www.tinkoff.ru/invest/bonds/RU000A103661/,Не важен / Неизвестно
641,РЖД 001Р выпуск 2,RU000A0JXQ44,904.6,Высокий,156.0,2024-04-18,38.0,36.8,1000.0,2.0,73.6,26.0,8.14,957.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXQ44/,Не важен / Неизвестно
642,Ульяновская область 34005,RU000A106607,935.7,Средний,48.0,2024-04-25,19.0,22.97,1000.0,4.0,91.88,16.0,9.82,368.0,https://www.tinkoff.ru/invest/bonds/RU000A106607/,Не важен / Неизвестно
643,ТрансмхПБ7,RU000A106CU5,930.0,Высокий,26.0,2024-06-07,32.0,44.2,1000.0,2.0,88.4,4.0,9.51,177.0,https://www.tinkoff.ru/invest/bonds/RU000A106CU5/,Не важен / Неизвестно
644,Трансмашхолдинг ПБО-06,RU000A1038D4,891.2,Высокий,26.0,2024-06-07,25.0,34.89,1000.0,2.0,69.78,4.0,7.83,140.0,https://www.tinkoff.ru/invest/bonds/RU000A1038D4/,Не важен / Неизвестно
645,Novabev Group БО-П02,RU000A100L63,493.85,Высокий,3.0,2024-07-10,10.0,20.53,500.0,2.0,41.06,0.0,8.31,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100L63/,Не важен / Неизвестно
646,РЖД выпуск 19,RU000A0JQ7Z2,984.0,Высокий,3.0,2024-07-08,18.0,34.02,1000.0,2.0,68.04,0.0,6.91,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/,Не важен / Неизвестно
647,Автобан-Финанс выпуск 3,RU000A103PC2,917.5,Высокий,29.0,2024-09-10,5.0,43.33,1000.0,2.0,86.66,5.0,9.45,217.0,https://www.tinkoff.ru/invest/bonds/RU000A103PC2/,Не важен / Неизвестно
648,РСХБ выпуск БО-12-002Р,RU000A106FV6,922.5,Высокий,26.0,2024-06-28,25.0,43.15,1000.0,2.0,86.3,4.0,9.36,173.0,https://www.tinkoff.ru/invest/bonds/RU000A106FV6/,Не важен / Неизвестно
649,Позитив Текнолоджиз выпуск 2,RU000A105JG1,953.0,Высокий,20.0,2024-06-05,7.0,22.62,1000.0,4.0,90.48,7.0,9.49,158.0,https://www.tinkoff.ru/invest/bonds/RU000A105JG1/,Не важен / Неизвестно
650,Казахстан выпуск 7,RU000A101RV2,799.8,Средний,41.0,2024-09-18,2.0,28.36,1000.0,2.0,56.72,7.0,7.09,199.0,https://www.tinkoff.ru/invest/bonds/RU000A101RV2/,Не важен / Неизвестно
651,Газпром нефть 001P-04R,RU000A0ZYLC4,959.1,Высокий,8.0,2024-06-13,23.0,33.32,1000.0,2.0,66.64,1.0,6.95,33.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/,Не важен / Неизвестно
652,АПРИ Флай Плэнинг БО-002Р-04,RU000A107FZ5,1069.1,Низкий,44.0,2024-06-21,6.0,52.03,1000.0,4.0,208.12,15.0,19.47,780.0,https://www.tinkoff.ru/invest/bonds/RU000A107FZ5/,Не важен / Неизвестно
653,Вымпелком 1Р-08,RU000A105X80,797.5,Средний,59.0,2024-04-18,16.0,1.74,1000.0,4.0,6.96,20.0,0.87,35.0,https://www.tinkoff.ru/invest/bonds/RU000A105X80/,Не важен / Неизвестно
654,ОФЗ 26234,SU26234RMFS3,891.26,Высокий,15.0,2024-07-17,9.0,19.49,1000.0,2.0,38.98,2.0,4.37,39.0,https://www.tinkoff.ru/invest/bonds/SU26234RMFS3/,Не важен / Неизвестно
655,Сбер Банк 001P-SBER25,RU000A102YG7,888.9,Высокий,24.0,2024-04-11,35.0,32.28,1000.0,2.0,64.56,4.0,7.26,129.0,https://www.tinkoff.ru/invest/bonds/RU000A102YG7/,Не важен / Неизвестно
656,РЖД 001Р выпуск 16,RU000A100HY9,886.9,Высокий,26.0,2024-06-27,20.0,34.19,1000.0,2.0,68.38,4.0,7.71,137.0,https://www.tinkoff.ru/invest/bonds/RU000A100HY9/,Не важен / Неизвестно
657,Камчатский край выпуск 1,RU000A0ZZSW4,389.12,Высокий,7.0,2024-05-13,4.0,7.83,400.0,4.0,31.32,2.0,8.05,16.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/,Не важен / Неизвестно
658,Ульяновская область выпуск 4,RU000A1040S8,459.05,Средний,31.0,2024-06-13,2.0,9.57,500.0,4.0,38.28,10.0,8.34,96.0,https://www.tinkoff.ru/invest/bonds/RU000A1040S8/,Не важен / Неизвестно
659,Почта России,RU000A104W33,878.3,Средний,98.0,2024-06-18,28.0,44.02,1000.0,2.0,88.04,16.0,10.02,704.0,https://www.tinkoff.ru/invest/bonds/RU000A104W33/,Не важен / Неизвестно
660,Ярославская область выпуск 16,RU000A0ZZEM5,519.365,Высокий,17.0,2024-06-23,0.0,8.7,550.0,4.0,34.8,6.0,6.7,52.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZEM5/,Не важен / Неизвестно
661,Газпром капитал БО-001Р-05,RU000A106672,903.0,Высокий,48.0,2024-04-25,18.0,21.23,1000.0,4.0,84.92,16.0,9.4,340.0,https://www.tinkoff.ru/invest/bonds/RU000A106672/,Не важен / Неизвестно
662,Ростелеком выпуск 3,RU000A0ZYG52,933.1,Высокий,43.0,2024-05-14,35.0,39.85,1000.0,2.0,79.7,7.0,8.54,279.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYG52/,Не важен / Неизвестно
663,Казахстан выпуск 11,RU000A101RZ3,711.6,Высокий,77.0,2024-09-18,2.0,29.58,1000.0,2.0,59.16,13.0,8.31,385.0,https://www.tinkoff.ru/invest/bonds/RU000A101RZ3/,Не важен / Неизвестно
664,ХК Финанс выпуск 8,RU000A104XU6,995.7,Средний,15.0,2024-04-05,31.0,28.19,1000.0,4.0,112.76,5.0,11.32,141.0,https://www.tinkoff.ru/invest/bonds/RU000A104XU6/,Не важен / Неизвестно
665,Казахстан выпуск 8,RU000A101RW0,806.3,Высокий,50.0,2024-06-24,20.0,33.32,1000.0,2.0,66.64,8.0,8.26,267.0,https://www.tinkoff.ru/invest/bonds/RU000A101RW0/,Не важен / Неизвестно
666,ОФЗ 29007,SU29007RMFS0,1042.9,Высокий,35.0,2024-09-04,11.0,68.38,1000.0,2.0,136.76,6.0,13.11,410.0,https://www.tinkoff.ru/invest/bonds/SU29007RMFS0/,Не важен / Неизвестно
667,Газпромбанк 005Р-03Р,RU000A107UA7,1001.0,Средний,118.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107UA7/,Не важен / Неизвестно
668,Санкт-Петербург,RU000A102A15,589.75,Высокий,36.0,2024-04-16,19.0,18.36,700.0,2.0,36.72,6.0,6.23,110.0,https://www.tinkoff.ru/invest/bonds/RU000A102A15/,Не важен / Неизвестно
669,Московская область выпуск 12,RU000A100XP4,241.825,Высокий,6.0,2024-04-09,4.0,3.74,250.0,4.0,14.96,2.0,6.19,7.0,https://www.tinkoff.ru/invest/bonds/RU000A100XP4/,Не важен / Неизвестно
670,Свердловская область 35009,RU000A102CT6,697.28,Высокий,43.0,2024-05-15,6.0,10.79,800.0,4.0,43.16,14.0,6.19,151.0,https://www.tinkoff.ru/invest/bonds/RU000A102CT6/,Не важен / Неизвестно
671,Самарская область выпуск 12,RU000A0JWM56,247.85,Высокий,2.0,2024-06-21,0.0,5.22,250.0,4.0,20.88,1.0,8.42,5.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWM56/,Не важен / Неизвестно
672,Санкт-Петербург выпуск 2,RU000A0ZYKJ1,443.3,Высокий,32.0,2024-06-07,12.0,16.53,500.0,2.0,33.06,5.0,7.46,83.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKJ1/,Не важен / Неизвестно
673,СФО ВТБ РКС Эталон 03,RU000A106ZP6,1000.9,Высокий,104.0,2024-04-03,10.0,9.92,1000.0,12.0,119.04,104.0,11.89,1032.0,https://www.tinkoff.ru/invest/bonds/RU000A106ZP6/,Не важен / Неизвестно
674,Сбербанк 2P-SBER44,RU000A1069P3,918.5,Высокий,25.0,2024-05-29,31.0,40.54,1000.0,2.0,81.08,4.0,8.83,162.0,https://www.tinkoff.ru/invest/bonds/RU000A1069P3/,Не важен / Неизвестно
675,Атомэнергопром 001P-02,RU000A105K85,928.9,Высокий,20.0,2024-06-04,28.0,38.8,1000.0,2.0,77.6,3.0,8.35,116.0,https://www.tinkoff.ru/invest/bonds/RU000A105K85/,Не важен / Неизвестно
676,МТС выпуск 21,RU000A104WJ1,925.0,Высокий,26.0,2024-06-24,1.0,20.88,1000.0,4.0,83.52,9.0,9.03,188.0,https://www.tinkoff.ru/invest/bonds/RU000A104WJ1/,Не важен / Неизвестно
677,АФК Система выпуск 16,RU000A102FS1,906.0,Высокий,79.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102FS1/,Не важен / Неизвестно
678,Вымпелком 001Р-06,RU000A105TY3,907.8,Средний,46.0,2024-05-20,12.0,22.62,1000.0,4.0,90.48,15.0,9.97,339.0,https://www.tinkoff.ru/invest/bonds/RU000A105TY3/,Не важен / Неизвестно
679,Россети Ленэнерго 001P-01,RU000A107EC7,1001.5,Высокий,43.0,2024-04-16,7.0,12.18,1000.0,12.0,146.16,43.0,14.59,524.0,https://www.tinkoff.ru/invest/bonds/RU000A107EC7/,Не важен / Неизвестно
680,Самарская область 35015,RU000A1020L5,633.01,Высокий,28.0,2024-05-07,6.0,8.79,700.0,4.0,35.16,9.0,5.55,79.0,https://www.tinkoff.ru/invest/bonds/RU000A1020L5/,Не важен / Неизвестно
681,Сбербанк,RU000A103G42,876.3,Высокий,28.0,2024-08-02,12.0,32.19,1000.0,2.0,64.38,5.0,7.35,161.0,https://www.tinkoff.ru/invest/bonds/RU000A103G42/,Не важен / Неизвестно
682,Свердловская область 35009,RU000A102CT6,697.28,Высокий,43.0,2024-05-15,6.0,10.79,800.0,4.0,43.16,14.0,6.19,151.0,https://www.tinkoff.ru/invest/bonds/RU000A102CT6/,Не важен / Неизвестно
683,РусГидро выпуск 11,RU000A106GD2,929.9,Высокий,24.0,2024-04-02,23.0,20.53,1000.0,4.0,82.12,8.0,8.83,164.0,https://www.tinkoff.ru/invest/bonds/RU000A106GD2/,Не важен / Неизвестно
684,Московская область,RU000A102CR0,626.15,Высокий,31.0,2024-05-14,5.0,8.96,700.0,4.0,35.84,10.0,5.72,90.0,https://www.tinkoff.ru/invest/bonds/RU000A102CR0/,Не важен / Неизвестно
685,РЖД выпуск 23,RU000A0JQRD9,955.0,Средний,9.0,2024-07-18,15.0,34.02,1000.0,2.0,68.04,2.0,7.12,68.0,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/,Не важен / Неизвестно
686,Альфа-Банк выпуск 40,RU000A0ZYU21,977.1,Высокий,107.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYU21/,Не важен / Неизвестно
687,Свердловская область 35008,RU000A101Z17,861.0,Средний,39.0,2024-04-25,11.0,13.22,1000.0,4.0,52.88,13.0,6.14,172.0,https://www.tinkoff.ru/invest/bonds/RU000A101Z17/,Не важен / Неизвестно
688,РЖД 001Р выпуск 21,RU000A102QP4,828.0,Высокий,38.0,2024-06-14,20.0,29.67,1000.0,2.0,59.34,6.0,7.17,178.0,https://www.tinkoff.ru/invest/bonds/RU000A102QP4/,Не важен / Неизвестно
689,РусГидро БО-П06,RU000A1057P8,894.7,Высокий,29.0,2024-09-17,3.0,36.8,1000.0,2.0,73.6,5.0,8.23,184.0,https://www.tinkoff.ru/invest/bonds/RU000A1057P8/,Не важен / Неизвестно
690,Альфа-Банк 002Р-26,RU000A107TH4,1007.5,Высокий,34.0,2024-05-22,15.0,29.93,1000.0,4.0,119.72,11.0,11.88,329.0,https://www.tinkoff.ru/invest/bonds/RU000A107TH4/,Не важен / Неизвестно
691,Оренбургская область выпуск 3,RU000A0JVM81,401.48,Высокий,15.0,2024-04-04,13.0,12.09,400.0,4.0,48.36,5.0,12.05,60.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVM81/,Не важен / Неизвестно
692,МОЭК выпуск 3,RU000A101228,975.0,Средний,19.0,2024-05-10,36.0,40.28,1000.0,2.0,80.56,3.0,8.26,121.0,https://www.tinkoff.ru/invest/bonds/RU000A101228/,Не важен / Неизвестно
693,Альфа-Банк 002Р-25,RU000A107AM4,995.3,Высокий,31.0,2024-05-30,11.0,28.71,1000.0,4.0,114.84,10.0,11.54,287.0,https://www.tinkoff.ru/invest/bonds/RU000A107AM4/,Не важен / Неизвестно
694,Газпром Капитал,RU000A101QN1,806.1,Высокий,37.0,2024-05-28,20.0,25.58,1000.0,2.0,51.16,6.0,6.35,153.0,https://www.tinkoff.ru/invest/bonds/RU000A101QN1/,Не важен / Неизвестно
695,Ростелеком 002P выпуск 2,RU000A101FG8,837.7,Средний,34.0,2024-08-14,8.0,28.8,1000.0,2.0,57.6,6.0,6.88,173.0,https://www.tinkoff.ru/invest/bonds/RU000A101FG8/,Не важен / Неизвестно
696,Газпромбанк 003Р-01Р,RU000A106YH6,959.9,Высокий,113.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106YH6/,Не важен / Неизвестно
697,Магаданская область 34003,RU000A106YE3,1009.0,Средний,53.0,2024-06-26,1.0,29.75,1000.0,4.0,119.0,18.0,11.79,536.0,https://www.tinkoff.ru/invest/bonds/RU000A106YE3/,Не важен / Неизвестно
698,ВЭБ.РФ,RU000A104Z48,910.9,Высокий,39.0,2024-07-18,20.0,44.2,1000.0,2.0,88.4,6.0,9.7,265.0,https://www.tinkoff.ru/invest/bonds/RU000A104Z48/,Не важен / Неизвестно
699,Магаданская область 34002,RU000A105NT6,939.6,Средний,44.0,2024-06-21,2.0,22.97,1000.0,4.0,91.88,15.0,9.78,345.0,https://www.tinkoff.ru/invest/bonds/RU000A105NT6/,Не важен / Неизвестно
700,О'КЕЙ выпуск 4,RU000A102BK7,849.2,Высокий,78.0,2024-05-03,16.0,21.4,1000.0,4.0,85.6,26.0,10.08,556.0,https://www.tinkoff.ru/invest/bonds/RU000A102BK7/,Не важен / Неизвестно
701,АФК Система выпуск 1,RU000A0JVUK8,960.1,Высокий,18.0,2024-04-02,52.0,45.5,1000.0,2.0,91.0,3.0,9.48,136.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVUK8/,Не важен / Неизвестно
702,МТС 1P-20,RU000A104SU6,970.5,Высокий,25.0,2024-05-03,19.0,25.4,1000.0,4.0,101.6,8.0,10.47,203.0,https://www.tinkoff.ru/invest/bonds/RU000A104SU6/,Не важен / Неизвестно
703,Магнит 001Р выпуск 5,RU000A1036M9,986.6,Высокий,1.0,2024-05-29,24.0,30.54,1000.0,2.0,61.08,0.0,6.19,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1036M9/,Не важен / Неизвестно
704,Казахстан выпуск 13,RU000A101S16,747.5,Средний,86.0,2024-06-24,21.0,34.28,1000.0,2.0,68.56,14.0,9.17,480.0,https://www.tinkoff.ru/invest/bonds/RU000A101S16/,Не важен / Неизвестно
705,МОЭСК 001P выпуск 2,RU000A101FY1,943.6,Высокий,10.0,2024-08-16,7.0,26.62,1000.0,2.0,53.24,2.0,5.64,53.0,https://www.tinkoff.ru/invest/bonds/RU000A101FY1/,Не важен / Неизвестно
706,Атомэнергопром,RU000A103AT8,888.3,Высокий,26.0,2024-06-21,20.0,32.19,1000.0,2.0,64.38,4.0,7.25,129.0,https://www.tinkoff.ru/invest/bonds/RU000A103AT8/,Не важен / Неизвестно
707,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,934.9,Высокий,21.0,2024-04-05,21.0,19.84,1000.0,4.0,79.36,7.0,8.49,139.0,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/,Не важен / Неизвестно
708,СИБУР Холдинг 001Р выпуск 1,RU000A104XW2,934.9,Высокий,21.0,2024-04-05,21.0,19.84,1000.0,4.0,79.36,7.0,8.49,139.0,https://www.tinkoff.ru/invest/bonds/RU000A104XW2/,Не важен / Неизвестно
