,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
363,Ритейл Бел Финанс выпуск 1,RU000A100JH0,247.075,Высокий,3.0,2024-04-02,,5.92,250.0,4.0,23.68,1.0,9.58,6.0,https://www.tinkoff.ru/invest/bonds/RU000A100JH0/,Не важен / Неизвестно
364,Авто Финанс Банк БО-1P выпуск 9,RU000A103NY1,966.7,Средний,5.0,2024-09-12,4.0,34.19,1000.0,2.0,68.38,1.0,7.07,34.0,https://www.tinkoff.ru/invest/bonds/RU000A103NY1/,Не важен / Неизвестно
365,Лизинг-Трейд 001P-05,RU000A1053H4,1017.1,Средний,39.0,2024-04-08,12.0,13.57,1000.0,12.0,162.84,39.0,16.01,529.0,https://www.tinkoff.ru/invest/bonds/RU000A1053H4/,Не важен / Неизвестно
366,Первое коллекторское бюро 001Р выпуск 2,RU000A103RJ3,578.04,Средний,17.0,2024-06-21,1.0,13.92,600.0,4.0,55.68,6.0,9.63,84.0,https://www.tinkoff.ru/invest/bonds/RU000A103RJ3/,Не важен / Неизвестно
367,Практика ЛК 001P-02,RU000A1074N8,944.042,Средний,31.0,2024-04-28,1.0,10.88,940.0,12.0,130.56,31.0,13.83,337.0,https://www.tinkoff.ru/invest/bonds/RU000A1074N8/,Не важен / Неизвестно
368,Почта России,RU000A101ZH4,969.1,Высокий,75.0,2024-07-30,10.0,25.58,1000.0,2.0,51.16,12.0,5.28,307.0,https://www.tinkoff.ru/invest/bonds/RU000A101ZH4/,Не важен / Неизвестно
369,Делимобиль 1Р-02,RU000A106A86,949.6,Высокий,25.0,2024-05-24,13.0,27.49,1000.0,4.0,109.96,8.0,11.58,220.0,https://www.tinkoff.ru/invest/bonds/RU000A106A86/,Не важен / Неизвестно
370,Сэтл Групп 2Р-01,RU000A1053A9,959.4,Высокий,16.0,2024-05-15,16.0,26.27,1000.0,4.0,105.08,5.0,10.95,131.0,https://www.tinkoff.ru/invest/bonds/RU000A1053A9/,Не важен / Неизвестно
371,ГТЛК 002Р-02,RU000A105KB0,918.0,Средний,163.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105KB0/,Не важен / Неизвестно
372,Регион-Продукт 001P-04,RU000A1075R6,1078.0,Высокий,30.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1075R6/,Не важен / Неизвестно
373,Т1 001Р-01,RU000A1071R5,1000.0,Высокий,18.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1071R5/,Не важен / Неизвестно
374,МКБ 001Р выпуск 3,RU000A103FP5,978.2,Высокий,3.0,2024-07-23,16.0,36.19,1000.0,2.0,72.38,0.0,7.4,0.0,https://www.tinkoff.ru/invest/bonds/RU000A103FP5/,Не важен / Неизвестно
375,ГТЛК 1P-08,RU000A0ZYR91,893.8,Средний,105.0,2024-04-30,19.0,24.53,1000.0,4.0,98.12,35.0,10.98,859.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYR91/,Не важен / Неизвестно
376,ФПК выпуск 3,RU000A0ZYX69,967.3,Высокий,46.0,2024-08-28,6.0,30.45,1000.0,2.0,60.9,8.0,6.3,244.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYX69/,Не важен / Неизвестно
377,Заслон выпуск 1,RU000A1064X8,943.0,Средний,24.0,2024-04-18,56.0,54.2,1000.0,2.0,108.4,4.0,11.5,217.0,https://www.tinkoff.ru/invest/bonds/RU000A1064X8/,Не важен / Неизвестно
378,ЕАБР 003P-006,RU000A105V90,915.0,Высокий,22.0,2024-08-16,13.0,44.89,1000.0,2.0,89.78,4.0,9.81,180.0,https://www.tinkoff.ru/invest/bonds/RU000A105V90/,Не важен / Неизвестно
379,Новые технологии,RU000A105DL4,967.4,Высокий,43.0,2024-05-07,54.0,58.55,1000.0,2.0,117.1,7.0,12.1,410.0,https://www.tinkoff.ru/invest/bonds/RU000A105DL4/,Не важен / Неизвестно
380,Балтийский лизинг БО-П04,RU000A103M10,333.2,Высокий,4.0,2024-05-27,2.0,6.18,340.0,4.0,24.72,1.0,7.42,6.0,https://www.tinkoff.ru/invest/bonds/RU000A103M10/,Не важен / Неизвестно
381,КарМани выпуск 2,RU000A1058U6,729.33,Средний,17.0,2024-04-21,3.0,9.48,700.0,12.0,113.76,17.0,15.6,161.0,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/,Не важен / Неизвестно
382,Атомстройкомплекс БО-П01,RU000A102VY6,881.7,Высокий,23.0,2024-09-18,3.0,36.8,1000.0,2.0,73.6,4.0,8.35,147.0,https://www.tinkoff.ru/invest/bonds/RU000A102VY6/,Не важен / Неизвестно
383,Балтийский лизинг БО-П03,RU000A101Z66,246.0,Высокий,3.0,2024-04-26,3.0,3.83,250.0,4.0,15.32,1.0,6.23,4.0,https://www.tinkoff.ru/invest/bonds/RU000A101Z66/,Не важен / Неизвестно
384,АФК Система выпуск 23,RU000A104693,910.5,Средний,91.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A104693/,Не важен / Неизвестно
385,Джи-групп 2Р-03,RU000A106Z38,1000.0,Высокий,29.0,2024-04-02,,33.32,1000.0,4.0,133.28,10.0,13.33,333.0,https://www.tinkoff.ru/invest/bonds/RU000A106Z38/,Не важен / Неизвестно
386,ВТБ Б-1-320,RU000A106M25,981.2,Высокий,3.0,2024-04-27,1.0,6.61,1000.0,12.0,79.32,3.0,8.08,20.0,https://www.tinkoff.ru/invest/bonds/RU000A106M25/,Не важен / Неизвестно
387,Электрорешения выпуск 1,RU000A106HF5,942.0,Средний,27.0,2024-04-08,28.0,26.62,1000.0,4.0,106.48,9.0,11.3,240.0,https://www.tinkoff.ru/invest/bonds/RU000A106HF5/,Не важен / Неизвестно
388,Европлан БО 03,RU000A100W60,974.4,Высокий,65.0,2024-09-26,1.0,43.33,1000.0,2.0,86.66,11.0,8.89,477.0,https://www.tinkoff.ru/invest/bonds/RU000A100W60/,Не важен / Неизвестно
389,Руссойл БО-01,RU000A1074E7,1003.0,Низкий,30.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1074E7/,Не важен / Неизвестно
390,О'КЕЙ выпуск 2,RU000A1009Z8,949.1,Высокий,60.0,2024-04-12,22.0,21.4,1000.0,4.0,85.6,20.0,9.02,428.0,https://www.tinkoff.ru/invest/bonds/RU000A1009Z8/,Не важен / Неизвестно
391,Группа Продовольствие 001P-01,RU000A103455,996.9,Средний,1.0,2024-04-08,7.0,8.53,1000.0,12.0,102.36,1.0,10.27,9.0,https://www.tinkoff.ru/invest/bonds/RU000A103455/,Не важен / Неизвестно
392,ПАО НК Роснефть 001P-04,RU000A0JXQK2,995.5,Высокий,36.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JXQK2/,Не важен / Неизвестно
393,Боржоми Финанс 001Р-02,RU000A107TB7,1007.8,Высокий,34.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107TB7/,Не важен / Неизвестно
394,ГТЛК выпуск 13,RU000A1003A4,869.3,Средний,117.0,2024-05-03,15.0,20.71,1000.0,4.0,82.84,39.0,9.53,808.0,https://www.tinkoff.ru/invest/bonds/RU000A1003A4/,Не важен / Неизвестно
395,ГК Самолет выпуск 11,RU000A104JQ3,976.6,Высокий,46.0,2024-08-13,17.0,55.07,1000.0,2.0,110.14,8.0,11.28,441.0,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/,Не важен / Неизвестно
396,ЕАБР,RU000A1050H0,926.6,Высокий,15.0,2024-07-30,16.0,40.54,1000.0,2.0,81.08,2.0,8.75,81.0,https://www.tinkoff.ru/invest/bonds/RU000A1050H0/,Не важен / Неизвестно
397,ЕвроТранс БО-001P-02,RU000A105TS5,972.4,Средний,21.0,2024-04-04,10.0,9.57,1000.0,12.0,114.84,21.0,11.81,201.0,https://www.tinkoff.ru/invest/bonds/RU000A105TS5/,Не важен / Неизвестно
398,ГТЛК выпуск 18,RU000A101SC0,815.3,Средний,133.0,2024-06-05,5.0,16.96,1000.0,4.0,67.84,44.0,8.32,746.0,https://www.tinkoff.ru/invest/bonds/RU000A101SC0/,Не важен / Неизвестно
399,АФК Система выпуск 18,RU000A102SV8,989.6,Высокий,82.0,2024-05-27,13.0,29.49,1000.0,4.0,117.96,27.0,11.92,796.0,https://www.tinkoff.ru/invest/bonds/RU000A102SV8/,Не важен / Неизвестно
400,Газпром Капитал БЗО26-1-Д,RU000A105QW3,75741.50549,Высокий,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105QW3/,Не важен / Неизвестно
401,ГТЛК выпуск 16,RU000A101GD3,418.95,Высокий,46.0,2024-05-23,3.0,7.48,500.0,4.0,29.92,15.0,7.14,112.0,https://www.tinkoff.ru/invest/bonds/RU000A101GD3/,Не важен / Неизвестно
402,ГК Самолет выпуск 12,RU000A104YT6,976.9,Высокий,15.0,2024-04-12,29.0,28.71,1000.0,4.0,114.84,5.0,11.76,144.0,https://www.tinkoff.ru/invest/bonds/RU000A104YT6/,Не важен / Неизвестно
403,Медси 1P01,RU000A105YA3,952.5,Высокий,166.0,2024-06-13,5.0,21.32,1000.0,4.0,85.28,55.0,8.95,1173.0,https://www.tinkoff.ru/invest/bonds/RU000A105YA3/,Не важен / Неизвестно
404,ДОМ.РФ Социальные облигации выпуск 1,RU000A103RD6,955.7,Высокий,7.0,2024-05-15,30.0,34.63,1000.0,2.0,69.26,1.0,7.25,35.0,https://www.tinkoff.ru/invest/bonds/RU000A103RD6/,Не важен / Неизвестно
405,Сэтл Групп выпуск 4,RU000A103WQ8,944.1,Средний,12.0,2024-04-19,19.0,20.45,1000.0,4.0,81.8,4.0,8.66,82.0,https://www.tinkoff.ru/invest/bonds/RU000A103WQ8/,Не важен / Неизвестно
406,Башкирская содовая компания выпуск 3,RU000A106JZ9,924.3,Высокий,27.0,2024-04-12,23.0,22.97,1000.0,4.0,91.88,9.0,9.94,207.0,https://www.tinkoff.ru/invest/bonds/RU000A106JZ9/,Не важен / Неизвестно
407,Whoosh выпуск 2,RU000A106HB4,935.5,Высокий,27.0,2024-04-04,28.0,25.58,1000.0,4.0,102.32,9.0,10.94,230.0,https://www.tinkoff.ru/invest/bonds/RU000A106HB4/,Не важен / Неизвестно
408,РЕСО-Лизинг БО-П выпуск 5,RU000A100NS9,914.0,Высокий,16.0,2024-08-29,7.0,36.8,1000.0,2.0,73.6,3.0,8.05,110.0,https://www.tinkoff.ru/invest/bonds/RU000A100NS9/,Не важен / Неизвестно
409,Асфальтобетонный завод № 1 выпуск 2,RU000A1046N6,984.3,Средний,8.0,2024-06-04,9.0,27.58,1000.0,4.0,110.32,3.0,11.21,83.0,https://www.tinkoff.ru/invest/bonds/RU000A1046N6/,Не важен / Неизвестно
410,ГК Самолет выпуск 13,RU000A107RZ0,995.3,Высокий,33.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107RZ0/,Не важен / Неизвестно
411,АФК Система выпуск 21,RU000A103C95,869.2,Высокий,86.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103C95/,Не важен / Неизвестно
412,АФК Система выпуск 20,RU000A103372,871.5,Средний,84.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103372/,Не важен / Неизвестно
413,Аэрофьюэлз 002Р-02,RU000A107AW3,1015.0,Средний,31.0,2024-05-31,14.0,34.63,1000.0,4.0,138.52,10.0,13.65,346.0,https://www.tinkoff.ru/invest/bonds/RU000A107AW3/,Не важен / Неизвестно
414,ПРОМОМЕД ДМ 2P-01,RU000A1061A2,943.0,Средний,23.0,2024-09-27,1.0,52.2,1000.0,2.0,104.4,4.0,11.07,209.0,https://www.tinkoff.ru/invest/bonds/RU000A1061A2/,Не важен / Неизвестно
415,АФК Система выпуск 9,RU000A1005L6,933.3,Высокий,58.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1005L6/,Не важен / Неизвестно
416,АйДи Коллект выпуск 1,RU000A103HG0,990.9,Низкий,3.0,2024-04-26,2.0,8.53,1000.0,12.0,102.36,3.0,10.33,26.0,https://www.tinkoff.ru/invest/bonds/RU000A103HG0/,Не важен / Неизвестно
417,РЕСОЛиБП22,RU000A106DP3,917.1,Высокий,110.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106DP3/,Не важен / Неизвестно
418,Автодор БО-005P-05,RU000A1078L3,993.1,Высокий,7.0,2024-05-21,16.0,30.45,1000.0,4.0,121.8,2.0,12.26,61.0,https://www.tinkoff.ru/invest/bonds/RU000A1078L3/,Не важен / Неизвестно
419,Кировский завод выпуск 1,RU000A101S99,955.0,Средний,14.0,2024-06-04,8.0,23.84,1000.0,4.0,95.36,5.0,9.99,119.0,https://www.tinkoff.ru/invest/bonds/RU000A101S99/,Не важен / Неизвестно
420,Нижегородская область выпуск 14,RU000A101665,659.26,Высокий,14.0,2024-06-07,3.0,10.18,700.0,4.0,40.72,5.0,6.18,51.0,https://www.tinkoff.ru/invest/bonds/RU000A101665/,Не важен / Неизвестно
421,Европлан 001Р-01,RU000A102RU2,490.7,Высокий,4.0,2024-05-14,4.0,7.66,500.0,4.0,30.64,1.0,6.24,8.0,https://www.tinkoff.ru/invest/bonds/RU000A102RU2/,Не важен / Неизвестно
422,ЯТЭК 001Р-03,RU000A1070L0,1001.8,Высокий,30.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1070L0/,Не важен / Неизвестно
423,Центр-Резерв БО-01,RU000A104TG3,915.96,Низкий,18.0,2024-04-06,13.0,13.31,850.0,12.0,159.72,18.0,17.44,240.0,https://www.tinkoff.ru/invest/bonds/RU000A104TG3/,Не важен / Неизвестно
424,Sunlight выпуск 1,RU000A1074Q1,1002.9,Высокий,12.0,2024-04-22,4.0,10.88,1000.0,12.0,130.56,12.0,13.02,131.0,https://www.tinkoff.ru/invest/bonds/RU000A1074Q1/,Не важен / Неизвестно
425,Альфа-Банк выпуск 18,RU000A0JX5W4,956.0,Высокий,93.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JX5W4/,Не важен / Неизвестно
426,Уральская Сталь БО-1Р-2,RU000A1066A1,920.1,Высокий,24.0,2024-04-26,19.0,22.97,1000.0,4.0,91.88,8.0,9.99,184.0,https://www.tinkoff.ru/invest/bonds/RU000A1066A1/,Не важен / Неизвестно
427,Джи-групп 2Р-02,RU000A105Q97,665.736662,Высокий,2.0,2024-06-27,1.0,20.88,666.67,4.0,83.52,1.0,12.55,21.0,https://www.tinkoff.ru/invest/bonds/RU000A105Q97/,Не важен / Неизвестно
428,ЛСР выпуск 6,RU000A102T63,729.2,Высокий,22.0,2024-05-28,6.0,13.83,800.0,4.0,55.32,7.0,7.59,97.0,https://www.tinkoff.ru/invest/bonds/RU000A102T63/,Не важен / Неизвестно
429,Alfa 2030,XS2063279959,84099.981928,Средний,72.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/XS2063279959/,Не важен / Неизвестно
430,Медси выпуск 001Р-02,RU000A105YB1,923.3,Высокий,166.0,2024-06-13,5.0,21.75,1000.0,4.0,87.0,55.0,9.42,1196.0,https://www.tinkoff.ru/invest/bonds/RU000A105YB1/,Не важен / Неизвестно
431,Свердловская область выпуск 4,RU000A0ZYDU3,372.2,Высокий,18.0,2024-04-22,6.0,6.61,400.0,4.0,26.44,6.0,7.1,40.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYDU3/,Не важен / Неизвестно
432,Соколов выпуск 1,RU000A105PK0,975.0,Высокий,20.0,2024-06-25,2.0,29.06,1000.0,4.0,116.24,7.0,11.92,203.0,https://www.tinkoff.ru/invest/bonds/RU000A105PK0/,Не важен / Неизвестно
433,Европлан 001Р-03,RU000A103KJ8,944.5,Высокий,88.0,2024-08-16,10.0,37.06,1000.0,2.0,74.12,15.0,7.85,556.0,https://www.tinkoff.ru/invest/bonds/RU000A103KJ8/,Не важен / Неизвестно
434,Краснодарский край выпуск 2,RU000A0ZZ8X4,473.25,Высокий,14.0,2024-05-28,3.0,8.27,500.0,4.0,33.08,5.0,6.99,41.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ8X4/,Не важен / Неизвестно
435,Новотранс выпуск 2,RU000A103133,939.0,Высокий,24.0,2024-04-18,18.0,19.84,1000.0,4.0,79.36,8.0,8.45,159.0,https://www.tinkoff.ru/invest/bonds/RU000A103133/,Не важен / Неизвестно
436,Уралкалий выпуск 6,RU000A101GZ6,930.8,Высокий,10.0,2024-08-27,6.0,29.67,1000.0,2.0,59.34,2.0,6.38,59.0,https://www.tinkoff.ru/invest/bonds/RU000A101GZ6/,Не важен / Неизвестно
437,Альфа-Банк ЗО-02,RU000A107A69,91200.0,Высокий,16.0,2024-08-04,1260.0,341.04,100000.0,2.0,682.08,3.0,0.75,1023.0,https://www.tinkoff.ru/invest/bonds/RU000A107A69/,Не важен / Неизвестно
438,Кыргызская Республика выпуск 01 RUB,KG000A3LSJ06,98.63,Средний,20.0,2024-06-26,0.0,3.13,100.0,4.0,12.52,7.0,12.69,22.0,https://www.tinkoff.ru/invest/bonds/KG000A3LSJ06/,Не важен / Неизвестно
439,Томск выпуск 7,RU000A1018A2,387.2,Средний,8.0,2024-05-31,2.0,6.35,400.0,4.0,25.4,3.0,6.56,19.0,https://www.tinkoff.ru/invest/bonds/RU000A1018A2/,Не важен / Неизвестно
440,Красноярский край выпуск 13,RU000A0ZYCM2,482.85,Высокий,6.0,2024-04-04,9.0,8.44,500.0,4.0,33.76,2.0,6.99,17.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCM2/,Не важен / Неизвестно
441,ЛСР выпуск 8,RU000A106888,959.0,Высокий,25.0,2024-05-15,16.0,27.58,1000.0,4.0,110.32,8.0,11.5,221.0,https://www.tinkoff.ru/invest/bonds/RU000A106888/,Не важен / Неизвестно
442,ИЭК Холдинг 001P-01,RU000A105PR5,965.0,Высокий,20.0,2024-06-25,2.0,27.49,1000.0,4.0,109.96,7.0,11.39,192.0,https://www.tinkoff.ru/invest/bonds/RU000A105PR5/,Не важен / Неизвестно
443,Автодор БО-2 выпуск 5,RU000A1017H9,750.96,Средний,68.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1017H9/,Не важен / Неизвестно
444,Европлан 001Р-04,RU000A103S14,386.36,Высокий,11.0,2024-06-25,0.0,7.57,400.0,4.0,30.28,4.0,7.84,30.0,https://www.tinkoff.ru/invest/bonds/RU000A103S14/,Не важен / Неизвестно
445,Novabev Group БО-П02,RU000A100L63,492.35,Высокий,3.0,2024-07-10,10.0,20.53,500.0,2.0,41.06,0.0,8.34,0.0,https://www.tinkoff.ru/invest/bonds/RU000A100L63/,Не важен / Неизвестно
446,Карачаево-Черкесская республика выпуск 1,RU000A0ZYL22,486.5,Высокий,8.0,2024-06-12,2.0,9.4,500.0,4.0,37.6,3.0,7.73,28.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYL22/,Не важен / Неизвестно
447,Аренза-Про выпуск 1,RU000A104C78,299.31,Средний,8.0,2024-06-24,0.0,9.4,300.0,4.0,37.6,3.0,12.56,28.0,https://www.tinkoff.ru/invest/bonds/RU000A104C78/,Не важен / Неизвестно
448,Славнефть,RU000A104WF9,943.5,Высокий,98.0,2024-06-21,3.0,22.01,1000.0,4.0,88.04,33.0,9.33,726.0,https://www.tinkoff.ru/invest/bonds/RU000A104WF9/,Не важен / Неизвестно
449,Гидромашсервис выпуск 1,RU000A105Q89,955.0,Высокий,20.0,2024-06-27,1.0,26.01,1000.0,4.0,104.04,7.0,10.89,182.0,https://www.tinkoff.ru/invest/bonds/RU000A105Q89/,Не важен / Неизвестно
450,Первое коллекторское бюро 001Р выпуск 3,RU000A1047S3,682.29,Средний,20.0,2024-06-07,5.0,18.53,700.0,4.0,74.12,7.0,10.86,130.0,https://www.tinkoff.ru/invest/bonds/RU000A1047S3/,Не важен / Неизвестно
451,Белгородская область выпуск 14,RU000A101PA0,705.075,Высокий,13.0,2024-05-17,5.0,9.57,750.0,4.0,38.28,4.0,5.43,38.0,https://www.tinkoff.ru/invest/bonds/RU000A101PA0/,Не важен / Неизвестно
452,Автодор БО-5P-01,RU000A106FR4,726.96,Средний,26.0,2024-06-27,21.0,35.76,800.0,2.0,71.52,4.0,9.84,143.0,https://www.tinkoff.ru/invest/bonds/RU000A106FR4/,Не важен / Неизвестно
453,Автодор БО-3 выпуск 1,RU000A102H91,787.6,Средний,20.0,2024-06-11,18.0,26.19,895.0,2.0,52.38,3.0,6.65,79.0,https://www.tinkoff.ru/invest/bonds/RU000A102H91/,Не важен / Неизвестно
454,Автодор БO-004P-04,RU000A106C92,908.9,Средний,49.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C92/,Не важен / Неизвестно
455,Мираторг выпуск 1,RU000A103KA7,975.7,Высокий,4.0,2024-08-15,10.0,35.93,1000.0,2.0,71.86,1.0,7.36,36.0,https://www.tinkoff.ru/invest/bonds/RU000A103KA7/,Не важен / Неизвестно
456,ПКТ выпуск 2,RU000A0JW5E3,755.0,Высокий,22.0,2024-08-09,,0.0,1000.0,2.0,0.0,4.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JW5E3/,Не важен / Неизвестно
457,Европлан БО 05,RU000A1004K1,939.3,Высокий,58.0,2024-08-21,8.0,33.32,1000.0,2.0,66.64,10.0,7.09,333.0,https://www.tinkoff.ru/invest/bonds/RU000A1004K1/,Не важен / Неизвестно
458,Novabev Group БО-П04,RU000A102GU5,910.1,Высокий,20.0,2024-06-07,23.0,31.32,1000.0,2.0,62.64,3.0,6.88,94.0,https://www.tinkoff.ru/invest/bonds/RU000A102GU5/,Не важен / Неизвестно
459,ЕвроТранс,RU000A105PP9,981.4,Средний,20.0,2024-04-20,4.0,9.57,1000.0,12.0,114.84,20.0,11.7,191.0,https://www.tinkoff.ru/invest/bonds/RU000A105PP9/,Не важен / Неизвестно
460,ИЭК Холдинг 001P-02,RU000A107E08,1009.8,Высокий,8.0,2024-04-13,8.0,11.57,1000.0,12.0,138.84,8.0,13.75,93.0,https://www.tinkoff.ru/invest/bonds/RU000A107E08/,Не важен / Неизвестно
461,Группа ЛСР 001P-09,RU000A1082X0,1000.0,Средний,35.0,2024-04-21,4.0,10.53,1000.0,12.0,126.36,35.0,12.64,369.0,https://www.tinkoff.ru/invest/bonds/RU000A1082X0/,Не важен / Неизвестно
462,Полюс ПБО-1,RU000A100XC2,962.2,Высокий,65.0,2024-04-08,35.0,31.32,1000.0,2.0,62.64,11.0,6.51,345.0,https://www.tinkoff.ru/invest/bonds/RU000A100XC2/,Не важен / Неизвестно
463,Ульяновская область выпуск 3,RU000A102CX8,263.25,Средний,19.0,2024-05-15,2.0,4.0,300.0,4.0,16.0,6.0,6.08,24.0,https://www.tinkoff.ru/invest/bonds/RU000A102CX8/,Не важен / Неизвестно
464,Медси выпуск 001P-03,RU000A106K27,937.8,Высокий,170.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K27/,Не важен / Неизвестно
465,Делимобиль выпуск 1,RU000A1052T1,972.2,Высокий,16.0,2024-05-08,19.0,28.19,1000.0,4.0,112.76,5.0,11.6,141.0,https://www.tinkoff.ru/invest/bonds/RU000A1052T1/,Не важен / Неизвестно
466,Автодор БО-006Р-02,RU000A107043,998.2,Средний,6.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107043/,Не важен / Неизвестно
467,ММЦБ выпуск 2,RU000A105054,966.8,Средний,33.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105054/,Не важен / Неизвестно
468,Банк ВТБ (ПАО) Б-1-350,RU000A107JH5,1000.9,Высокий,3.0,2024-04-10,34.0,32.19,1000.0,4.0,128.76,1.0,12.86,32.0,https://www.tinkoff.ru/invest/bonds/RU000A107JH5/,Не важен / Неизвестно
469,ЭнергоТехСервис 001P-05,RU000A107D74,1019.9,Средний,20.0,2024-04-11,9.0,11.57,1000.0,12.0,138.84,20.0,13.61,231.0,https://www.tinkoff.ru/invest/bonds/RU000A107D74/,Не важен / Неизвестно
470,РЕСО-Лизинг БО-П выпуск 8,RU000A102K39,1000.0,Высокий,80.0,2024-06-17,44.0,65.86,1000.0,2.0,131.72,13.0,13.17,856.0,https://www.tinkoff.ru/invest/bonds/RU000A102K39/,Не важен / Неизвестно
471,Курская область выпуск 1,RU000A0ZYCD1,283.35,Высокий,18.0,2024-04-12,5.0,5.13,300.0,4.0,20.52,6.0,7.24,31.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYCD1/,Не важен / Неизвестно
472,ТомскАдм 8,RU000A102LR1,561.54,Средний,20.0,2024-05-31,3.0,8.7,600.0,4.0,34.8,7.0,6.2,61.0,https://www.tinkoff.ru/invest/bonds/RU000A102LR1/,Не важен / Неизвестно
473,АФК Система выпуск 5,RU000A0JWZY6,1000.0,Высокий,31.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0JWZY6/,Не важен / Неизвестно
474,Артген выпуск 1,RU000A103DT2,923.4,Средний,27.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A103DT2/,Не важен / Неизвестно
475,СУЭК-Финанс выпуск 5,RU000A101CQ4,939.4,Высокий,69.0,2024-07-24,13.0,29.93,1000.0,2.0,59.86,12.0,6.37,359.0,https://www.tinkoff.ru/invest/bonds/RU000A101CQ4/,Не важен / Неизвестно
476,Кировский завод выпуск 2,RU000A102UZ5,987.1,Высокий,23.0,2024-06-13,7.0,29.58,1000.0,4.0,118.32,8.0,11.99,237.0,https://www.tinkoff.ru/invest/bonds/RU000A102UZ5/,Не важен / Неизвестно
477,Омская область выпуск 4,RU000A102DR8,911.4,Высокий,19.0,2024-05-21,7.0,13.92,1000.0,4.0,55.68,6.0,6.11,84.0,https://www.tinkoff.ru/invest/bonds/RU000A102DR8/,Не важен / Неизвестно
478,Росагролизинг выпуск 2,RU000A102TA0,882.5,Высокий,22.0,2024-08-28,7.0,34.19,1000.0,2.0,68.38,4.0,7.75,137.0,https://www.tinkoff.ru/invest/bonds/RU000A102TA0/,Не важен / Неизвестно
479,Краснодарский край выпуск 1,RU000A0JXYS9,391.4,Высокий,4.0,2024-05-10,5.0,7.39,400.0,4.0,29.56,1.0,7.55,7.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXYS9/,Не важен / Неизвестно
480,Делимобиль 1Р-03,RU000A106UW3,977.1,Высокий,40.0,2024-04-05,10.0,9.74,1000.0,12.0,116.88,40.0,11.96,390.0,https://www.tinkoff.ru/invest/bonds/RU000A106UW3/,Не важен / Неизвестно
481,Балтийский лизинг БО-П07,RU000A106144,946.2,Высокий,23.0,2024-09-26,1.0,47.68,1000.0,2.0,95.36,4.0,10.08,191.0,https://www.tinkoff.ru/invest/bonds/RU000A106144/,Не важен / Неизвестно
482,Аэрофлот выпуск 1,RU000A103943,882.0,Высокий,26.0,2024-06-13,4.0,18.1,1000.0,4.0,72.4,9.0,8.21,163.0,https://www.tinkoff.ru/invest/bonds/RU000A103943/,Не важен / Неизвестно
483,Нижегородская область выпуск 15,RU000A102DS6,895.8,Высокий,25.0,2024-05-21,7.0,13.22,1000.0,4.0,52.88,8.0,5.9,106.0,https://www.tinkoff.ru/invest/bonds/RU000A102DS6/,Не важен / Неизвестно
484,Селектел выпуск 3,RU000A106R95,966.7,Высокий,28.0,2024-08-16,16.0,57.68,1000.0,2.0,115.36,5.0,11.93,288.0,https://www.tinkoff.ru/invest/bonds/RU000A106R95/,Не важен / Неизвестно
