,Название,Код,Цена,Рейтинг,Срок(месяца),Дата купона,НКД,Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Осталось выплат,Доходность(% в год),Доходность(все время),Ссылка,Статус квал. инвестора
0,НОВАТЭК выпуск 1,RU000A106938,924.7,Высокий,25.0,2024-05-21 00:00:00,10.0,19.66,1000.0,4.0,78.64,8.0,8.5,157.0,https://www.tinkoff.ru/invest/bonds/RU000A106938/,Не важен / Неизвестно
0,Камчатский край выпуск 1,RU000A0ZZSW4,390.36,Высокий,7.0,2024-05-13 00:00:00,4.0,7.83,400.0,4.0,31.32,2.0,8.02,16.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZSW4/,Не важен / Неизвестно
0,Гарант-Инвест БО 001P-05,RU000A1005T9,99.98,Средний,0.0,2024-04-05 00:00:00,2.0,2.52,100.0,4.0,10.08,0.0,10.08,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1005T9/,Не важен / Неизвестно
0,Республика Якутия,RU000A1033B9,690.16,Высокий,49.0,2024-05-13 00:00:00,7.0,12.53,800.0,4.0,50.12,16.0,7.26,200.0,https://www.tinkoff.ru/invest/bonds/RU000A1033B9/,Не важен / Неизвестно
0,Оренбургская область выпуск 3,RU000A0JVM81,402.32,Высокий,15.0,2024-04-04 00:00:00,13.0,12.09,400.0,4.0,48.36,5.0,12.02,60.0,https://www.tinkoff.ru/invest/bonds/RU000A0JVM81/,Не важен / Неизвестно
0,Новосибирская область 35023,RU000A107B19,985.4,Высокий,79.0,2024-04-20 00:00:00,25.0,27.58,1000.0,4.0,110.32,26.0,11.2,717.0,https://www.tinkoff.ru/invest/bonds/RU000A107B19/,Не важен / Неизвестно
0,Ростелеком 001 выпуск 5,RU000A100881,935.0,Высокий,59.0,2024-09-25 00:00:00,1.0,36.37,1000.0,2.0,72.74,10.0,7.78,364.0,https://www.tinkoff.ru/invest/bonds/RU000A100881/,Не важен / Неизвестно
0,Газпромбанк 005P-01P,RU000A107A28,991.3,Высокий,31.0,2024-05-28 00:00:00,11.0,27.32,1000.0,4.0,109.28,10.0,11.02,273.0,https://www.tinkoff.ru/invest/bonds/RU000A107A28/,Не важен / Неизвестно
0,ОФЗ 26229,SU26229RMFS3,912.69,Высокий,19.0,2024-05-15 00:00:00,27.0,30.97,1000.0,2.0,61.94,3.0,6.79,93.0,https://www.tinkoff.ru/invest/bonds/SU26229RMFS3/,Не важен / Неизвестно
0,Газпром нефть ПАО 003P-02R,RU000A1017J5,764.0,Высокий,68.0,2024-06-14 00:00:00,3.0,15.49,1000.0,4.0,61.96,23.0,8.11,356.0,https://www.tinkoff.ru/invest/bonds/RU000A1017J5/,Не важен / Неизвестно
0,РЖД выпуск 23,RU000A0JQRD9,957.1,Средний,9.0,2024-07-18 00:00:00,16.0,34.02,1000.0,2.0,68.04,2.0,7.11,68.0,https://www.tinkoff.ru/invest/bonds/RU000A0JQRD9/,Не важен / Неизвестно
0,РСХБ БO-01 выпуск 2,RU000A105L01,941.5,Высокий,19.0,2024-04-16 00:00:00,4.0,6.53,1000.0,12.0,78.36,19.0,8.32,124.0,https://www.tinkoff.ru/invest/bonds/RU000A105L01/,Не важен / Неизвестно
0,Москва выпуск 74,RU000A1033Z8,818.5,Высокий,49.0,2024-05-23 00:00:00,26.0,31.32,1000.0,2.0,62.64,8.0,7.65,251.0,https://www.tinkoff.ru/invest/bonds/RU000A1033Z8/,Не важен / Неизвестно
0,ХК Финанс выпуск 8,RU000A104XU6,1000.0,Средний,15.0,2024-04-05 00:00:00,31.0,28.19,1000.0,4.0,112.76,5.0,11.28,141.0,https://www.tinkoff.ru/invest/bonds/RU000A104XU6/,Не важен / Неизвестно
0,Россети 1P-08R,RU000A105VQ5,1005.5,Высокий,166.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105VQ5/,Не важен / Неизвестно
0,Самарская область выпуск 12,RU000A0JWM56,248.225,Высокий,2.0,2024-06-21 00:00:00,0.0,5.22,250.0,4.0,20.88,1.0,8.41,5.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWM56/,Не важен / Неизвестно
0,Ненецкий АО выпуск 1,RU000A0ZYF61,97.06,Высокий,7.0,2024-05-02 00:00:00,1.0,1.65,100.0,4.0,6.6,2.0,6.8,3.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYF61/,Не важен / Неизвестно
0,ОФЗ 29006,SU29006RMFS2,1010.28,Высокий,9.0,2024-07-31 00:00:00,24.0,62.64,1000.0,2.0,125.28,2.0,12.4,125.0,https://www.tinkoff.ru/invest/bonds/SU29006RMFS2/,Не важен / Неизвестно
0,ОФЗ 26243,SU26243RMFS4,788.43,Высокий,169.0,2024-06-05 00:00:00,31.0,42.46,1000.0,2.0,84.92,28.0,10.77,1189.0,https://www.tinkoff.ru/invest/bonds/SU26243RMFS4/,Не важен / Неизвестно
0,Газпромбанк,RU000A0JUMH3,991.1,Высокий,1.0,2024-05-23 00:00:00,23.0,28.8,1000.0,2.0,57.6,0.0,5.81,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JUMH3/,Не важен / Неизвестно
0,РусГидро БО-П10,RU000A106037,1009.6,Высокий,47.0,2024-06-24 00:00:00,3.0,37.5,1000.0,4.0,150.0,16.0,14.86,600.0,https://www.tinkoff.ru/invest/bonds/RU000A106037/,Не важен / Неизвестно
0,ОФЗ 26244,SU26244RMFS2,899.38,Высокий,119.0,2024-09-25 00:00:00,1.0,48.72,1000.0,2.0,97.44,20.0,10.83,974.0,https://www.tinkoff.ru/invest/bonds/SU26244RMFS2/,Не важен / Неизвестно
0,ПАО НК Роснефть 002P-05,RU000A0ZYVU5,878.9,Высокий,46.0,2024-08-23 00:00:00,9.0,38.98,1000.0,2.0,77.96,8.0,8.87,312.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYVU5/,Не важен / Неизвестно
0,Ростелеком 002P-13R,RU000A107910,995.1,Высокий,22.0,2024-05-24 00:00:00,13.0,27.84,1000.0,4.0,111.36,7.0,11.19,195.0,https://www.tinkoff.ru/invest/bonds/RU000A107910/,Не важен / Неизвестно
0,Газпромбанк выпуск 17,RU000A101Z74,989.7,Высокий,75.0,2024-07-31 00:00:00,21.0,55.24,1000.0,2.0,110.48,12.0,11.16,663.0,https://www.tinkoff.ru/invest/bonds/RU000A101Z74/,Не важен / Неизвестно
0,РЖД 001Р выпуск 14,RU000A1008D7,858.4,Высокий,61.0,2024-05-10 00:00:00,35.0,39.41,1000.0,2.0,78.82,10.0,9.18,394.0,https://www.tinkoff.ru/invest/bonds/RU000A1008D7/,Не важен / Неизвестно
0,ОФЗ 26238,SU26238RMFS4,600.35,Высокий,205.0,2024-06-05 00:00:00,22.0,30.45,1000.0,2.0,60.9,34.0,10.14,1035.0,https://www.tinkoff.ru/invest/bonds/SU26238RMFS4/,Не важен / Неизвестно
0,ОФЗ 26230,SU26230RMFS1,656.54,Высокий,179.0,2024-04-03 00:00:00,38.0,33.32,1000.0,2.0,66.64,30.0,10.15,1000.0,https://www.tinkoff.ru/invest/bonds/SU26230RMFS1/,Не важен / Неизвестно
0,ОФЗ 26241,SU26241RMFS8,823.55,Высокий,103.0,2024-05-29 00:00:00,32.0,41.15,1000.0,2.0,82.3,17.0,9.99,700.0,https://www.tinkoff.ru/invest/bonds/SU26241RMFS8/,Не важен / Неизвестно
0,Газпромбанк выпуск 18,RU000A102GJ8,995.0,Высокий,80.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102GJ8/,Не важен / Неизвестно
0,ОФЗ 26240,SU26240RMFS0,638.98,Высокий,147.0,2024-08-14 00:00:00,9.0,29.58,1000.0,2.0,59.16,24.0,9.26,710.0,https://www.tinkoff.ru/invest/bonds/SU26240RMFS0/,Не важен / Неизвестно
0,ОФЗ 26221,SU26221RMFS0,727.35,Высокий,107.0,2024-04-03 00:00:00,38.0,33.32,1000.0,2.0,66.64,18.0,9.16,600.0,https://www.tinkoff.ru/invest/bonds/SU26221RMFS0/,Не важен / Неизвестно
0,ДиректЛизинг БО 002Р-02,RU000A1078X8,934.5998,Средний,54.0,2024-04-21 00:00:00,5.0,12.62,933.2,12.0,151.44,54.0,16.2,681.0,https://www.tinkoff.ru/invest/bonds/RU000A1078X8/,Не важен / Неизвестно
0,ОФЗ 26233,SU26233RMFS5,601.93,Высокий,135.0,2024-07-31 00:00:00,10.0,26.45,1000.0,2.0,52.9,22.0,8.79,582.0,https://www.tinkoff.ru/invest/bonds/SU26233RMFS5/,Не важен / Неизвестно
0,ОФЗ 26225,SU26225RMFS1,687.01,Высокий,121.0,2024-05-22 00:00:00,26.0,31.41,1000.0,2.0,62.82,20.0,9.14,628.0,https://www.tinkoff.ru/invest/bonds/SU26225RMFS1/,Не важен / Неизвестно
0,ОФЗ 26218,SU26218RMFS6,795.4,Высокий,89.0,2024-09-25 00:00:00,1.0,36.8,1000.0,2.0,73.6,15.0,9.25,552.0,https://www.tinkoff.ru/invest/bonds/SU26218RMFS6/,Не важен / Неизвестно
0,ОФЗ 26235,SU26235RMFS0,687.39,Высокий,83.0,2024-09-18 00:00:00,2.0,25.58,1000.0,2.0,51.16,14.0,7.44,358.0,https://www.tinkoff.ru/invest/bonds/SU26235RMFS0/,Не важен / Неизвестно
0,ОФЗ 26239,SU26239RMFS2,723.48,Высокий,87.0,2024-07-31 00:00:00,11.0,29.93,1000.0,2.0,59.86,14.0,8.27,419.0,https://www.tinkoff.ru/invest/bonds/SU26239RMFS2/,Не важен / Неизвестно
0,РЖД 001Р выпуск 13,RU000A1007Z2,867.3,Высокий,59.0,2024-09-23 00:00:00,2.0,39.41,1000.0,2.0,78.82,10.0,9.09,394.0,https://www.tinkoff.ru/invest/bonds/RU000A1007Z2/,Не важен / Неизвестно
0,ОФЗ 46023,SU46023RMFS6,187.49,Высокий,27.0,2024-07-25 00:00:00,3.0,7.05,200.0,2.0,14.1,4.0,7.52,28.0,https://www.tinkoff.ru/invest/bonds/SU46023RMFS6/,Не важен / Неизвестно
0,Тинькофф Ипотечный Агент выпуск 1,RU000A103D37,154.323921,Высокий,119.0,2024-06-23 00:00:00,0.0,2.61,155.93,4.0,10.44,40.0,6.76,104.0,https://www.tinkoff.ru/invest/bonds/RU000A103D37/,Не важен / Неизвестно
0,ОФЗ 26226,SU26226RMFS9,899.0,Высокий,30.0,2024-04-10 00:00:00,37.0,34.45,1000.0,2.0,68.9,5.0,7.66,172.0,https://www.tinkoff.ru/invest/bonds/SU26226RMFS9/,Не важен / Неизвестно
0,ОФЗ 26228,SU26228RMFS5,789.0,Высокий,72.0,2024-04-17 00:00:00,35.0,33.15,1000.0,2.0,66.3,12.0,8.4,398.0,https://www.tinkoff.ru/invest/bonds/SU26228RMFS5/,Не важен / Неизвестно
0,ЭР-Телеком Холдинг выпуск 5,RU000A1030K6,998.5,Высокий,0.0,2024-04-15 00:00:00,18.0,18.18,1000.0,4.0,72.72,0.0,7.28,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030K6/,Не важен / Неизвестно
0,ОФЗ 26219,SU26219RMFS4,896.9,Высокий,29.0,2024-09-18 00:00:00,2.0,33.58,1000.0,2.0,67.16,5.0,7.49,168.0,https://www.tinkoff.ru/invest/bonds/SU26219RMFS4/,Не важен / Неизвестно
0,ОФЗ 26207,SU26207RMFS9,892.83,Высокий,34.0,2024-08-07 00:00:00,12.0,35.32,1000.0,2.0,70.64,6.0,7.91,212.0,https://www.tinkoff.ru/invest/bonds/SU26207RMFS9/,Не важен / Неизвестно
0,ОФЗ 26224,SU26224RMFS4,784.55,Высокий,61.0,2024-05-29 00:00:00,23.0,29.93,1000.0,2.0,59.86,10.0,7.63,299.0,https://www.tinkoff.ru/invest/bonds/SU26224RMFS4/,Не важен / Неизвестно
0,ОФЗ 26232,SU26232RMFS7,814.01,Высокий,42.0,2024-04-10 00:00:00,28.0,26.01,1000.0,2.0,52.02,7.0,6.39,182.0,https://www.tinkoff.ru/invest/bonds/SU26232RMFS7/,Не важен / Неизвестно
0,ОФЗ 26236,SU26236RMFS8,780.38,Высокий,49.0,2024-05-22 00:00:00,20.0,24.71,1000.0,2.0,49.42,8.0,6.33,198.0,https://www.tinkoff.ru/invest/bonds/SU26236RMFS8/,Не важен / Неизвестно
0,ОФЗ 26242,SU26242RMFS6,858.39,Высокий,64.0,2024-09-04 00:00:00,6.0,38.98,1000.0,2.0,77.96,11.0,9.08,429.0,https://www.tinkoff.ru/invest/bonds/SU26242RMFS6/,Не важен / Неизвестно
0,ОФЗ 26237,SU26237RMFS6,784.93,Высокий,59.0,2024-09-18 00:00:00,2.0,29.06,1000.0,2.0,58.12,10.0,7.4,291.0,https://www.tinkoff.ru/invest/bonds/SU26237RMFS6/,Не важен / Неизвестно
0,ОФЗ 26212,SU26212RMFS9,833.62,Высокий,45.0,2024-07-24 00:00:00,13.0,30.54,1000.0,2.0,61.08,8.0,7.33,244.0,https://www.tinkoff.ru/invest/bonds/SU26212RMFS9/,Не важен / Неизвестно
0,ХКФ Банк Т1-01,RU000A107L82,89502.561634,Высокий,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107L82/,Не важен / Неизвестно
0,Полюс ПБО-03,RU000A105VC5,932.7,Высокий,46.0,2024-08-16 00:00:00,13.0,45.07,1000.0,2.0,90.14,8.0,9.66,361.0,https://www.tinkoff.ru/invest/bonds/RU000A105VC5/,Не важен / Неизвестно
0,Газпром Капитал БО-001Р-06,RU000A106AT1,901.3,Средний,49.0,2024-05-28 00:00:00,9.0,21.66,1000.0,4.0,86.64,16.0,9.61,347.0,https://www.tinkoff.ru/invest/bonds/RU000A106AT1/,Не важен / Неизвестно
0,Калининградская область выпуск 4,RU000A104BC0,925.0,Высокий,56.0,2024-06-20 00:00:00,3.0,20.53,1000.0,4.0,82.12,19.0,8.88,390.0,https://www.tinkoff.ru/invest/bonds/RU000A104BC0/,Не важен / Неизвестно
0,СОПФ Инфраструктурные облигации 03,RU000A105B03,960.5,Высокий,19.0,2024-05-15 00:00:00,37.0,42.89,1000.0,2.0,85.78,3.0,8.93,129.0,https://www.tinkoff.ru/invest/bonds/RU000A105B03/,Не важен / Неизвестно
0,Озон выпуск 1,RU000A1060X6,1009.3,Высокий,23.0,2024-06-26 00:00:00,2.0,28.19,1000.0,4.0,112.76,8.0,11.17,226.0,https://www.tinkoff.ru/invest/bonds/RU000A1060X6/,Не важен / Неизвестно
0,Москва выпуск 73,RU000A1030T7,906.5,Высокий,24.0,2024-04-23 00:00:00,31.0,30.45,1000.0,2.0,60.9,4.0,6.72,122.0,https://www.tinkoff.ru/invest/bonds/RU000A1030T7/,Не важен / Неизвестно
0,Москва выпуск 72,RU000A1030S9,996.6,Высокий,0.0,2024-04-23 00:00:00,28.0,28.36,1000.0,2.0,56.72,0.0,5.69,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030S9/,Не важен / Неизвестно
0,ОФЗ 46020,SU46020RMFS2,673.76,Высокий,142.0,2024-08-14 00:00:00,9.0,29.93,1000.0,2.0,59.86,24.0,8.88,718.0,https://www.tinkoff.ru/invest/bonds/SU46020RMFS2/,Не важен / Неизвестно
0,ОФЗ 29010,SU29010RMFS4,1047.0,Высокий,128.0,2024-06-19 00:00:00,37.0,57.16,1000.0,2.0,114.32,21.0,10.92,1200.0,https://www.tinkoff.ru/invest/bonds/SU29010RMFS4/,Не важен / Неизвестно
0,Урожай выпуск 2,RU000A1037C8,998.7,Низкий,2.0,2024-06-04 00:00:00,8.0,24.88,1000.0,4.0,99.52,1.0,9.96,25.0,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/,Не важен / Неизвестно
0,Совкомбанк СЗО-01,RU000A107B84,82390.472,Высокий,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107B84/,Не важен / Неизвестно
0,ИКС 5 ФИНАНС 003P-02,RU000A1075S4,1003.9,Высокий,30.0,2024-04-30 00:00:00,0.0,12.18,1000.0,12.0,146.16,30.0,14.56,365.0,https://www.tinkoff.ru/invest/bonds/RU000A1075S4/,Не важен / Неизвестно
0,РЖД 001Р выпуск 8,RU000A0ZZGT5,999.9,Высокий,52.0,2024-08-08 00:00:00,18.0,53.07,1000.0,2.0,106.14,9.0,10.62,478.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZGT5/,Не важен / Неизвестно
0,Газпром нефть 001P-04R,RU000A0ZYLC4,971.4,Высокий,8.0,2024-06-13 00:00:00,23.0,33.32,1000.0,2.0,66.64,1.0,6.86,33.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYLC4/,Не важен / Неизвестно
0,Хайтэк-Интеграция,RU000A104TM1,1007.3,Средний,13.0,2024-05-16 00:00:00,25.0,43.33,1000.0,4.0,173.32,4.0,17.21,173.0,https://www.tinkoff.ru/invest/bonds/RU000A104TM1/,Не важен / Неизвестно
0,Совкомбанк СЗО-02,RU000A107C59,86824.04,Высокий,,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107C59/,Не важен / Неизвестно
0,Альфа-Банк выпуск 21,RU000A0ZYBM4,1013.8,Высокий,102.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZYBM4/,Не важен / Неизвестно
0,РЖД,RU000A104SX0,999.7,Высокий,36.0,2024-05-03 00:00:00,49.0,51.42,1000.0,2.0,102.84,6.0,10.29,309.0,https://www.tinkoff.ru/invest/bonds/RU000A104SX0/,Не важен / Неизвестно
0,Оренбургская область выпуск 4,RU000A0ZYKH5,911.1,Высокий,44.0,2024-06-06 00:00:00,5.0,17.66,1000.0,4.0,70.64,15.0,7.75,265.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYKH5/,Не важен / Неизвестно
0,Республика Коми выпуск 14,RU000A0JXUD9,496.35,Высокий,2.0,2024-06-25 00:00:00,1.0,9.74,500.0,4.0,38.96,1.0,7.85,10.0,https://www.tinkoff.ru/invest/bonds/RU000A0JXUD9/,Не важен / Неизвестно
0,Росэксимбанк 002Р-04,RU000A1077V4,1007.0,Средний,115.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1077V4/,Не важен / Неизвестно
0,Магнит 001Р выпуск 5,RU000A1036M9,990.4,Высокий,1.0,2024-05-29 00:00:00,24.0,30.54,1000.0,2.0,61.08,0.0,6.17,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1036M9/,Не важен / Неизвестно
0,РЖД выпуск 19,RU000A0JQ7Z2,990.0,Высокий,3.0,2024-07-08 00:00:00,18.0,34.02,1000.0,2.0,68.04,0.0,6.87,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0JQ7Z2/,Не важен / Неизвестно
0,ЛК Дельта выпуск 1,RU000A103CD8,248.35,Средний,2.0,2024-07-01 00:00:00,0.0,5.66,250.0,4.0,22.64,1.0,9.12,6.0,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/,Не важен / Неизвестно
0,РСГ-Финанс выпуск 1,RU000A0JUAG0,988.8,Средний,19.0,2024-05-14 00:00:00,59.0,67.16,1000.0,2.0,134.32,3.0,13.58,201.0,https://www.tinkoff.ru/invest/bonds/RU000A0JUAG0/,Не важен / Неизвестно
0,Альфа-Банк 002Р выпуск 11,RU000A1030D1,998.0,Высокий,0.0,2024-04-18 00:00:00,32.0,30.45,1000.0,2.0,60.9,0.0,6.1,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1030D1/,Не важен / Неизвестно
0,Новосибирская область выпуск 22,RU000A1043E2,930.0,Высокий,55.0,2024-04-20 00:00:00,18.0,19.57,1000.0,4.0,78.28,18.0,8.42,352.0,https://www.tinkoff.ru/invest/bonds/RU000A1043E2/,Не важен / Неизвестно
0,ГМК Норильский никель БО-001Р-07,RU000A1083A6,1003.9,Средний,58.0,2024-04-25 00:00:00,3.0,12.35,1000.0,12.0,148.2,58.0,14.76,716.0,https://www.tinkoff.ru/invest/bonds/RU000A1083A6/,Не важен / Неизвестно
0,МФК Быстроденьги,RU000A104SJ9,1006.0,Высокий,12.0,2024-04-24 00:00:00,4.0,14.96,1000.0,12.0,179.52,12.0,17.84,180.0,https://www.tinkoff.ru/invest/bonds/RU000A104SJ9/,Не важен / Неизвестно
0,Саммит 001P-03,RU000A107S85,1002.6,Высокий,33.0,2024-04-13 00:00:00,10.0,14.96,1000.0,12.0,179.52,33.0,17.91,494.0,https://www.tinkoff.ru/invest/bonds/RU000A107S85/,Не важен / Неизвестно
0,Джетленд БО-01,RU000A107G63,1234.2,Высокий,32.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107G63/,Не важен / Неизвестно
0,АВТОБАН-Финанс выпуск 4,RU000A106K35,982.0,Высокий,51.0,,,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106K35/,Не важен / Неизвестно
0,ПИК-Специализированный застройщик выпуск 4,RU000A0ZZ1M2,1030.3,Высокий,47.0,2024-09-27 00:00:00,1.0,71.51,1000.0,2.0,143.02,8.0,13.88,572.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1M2/,Не важен / Неизвестно
0,ОФЗ 29009,SU29009RMFS6,1044.89,Высокий,97.0,2024-05-15 00:00:00,44.0,50.29,1000.0,2.0,100.58,16.0,9.63,805.0,https://www.tinkoff.ru/invest/bonds/SU29009RMFS6/,Не важен / Неизвестно
0,Газпром Капитал ЗО24-1-Ф,RU000A1059A6,116515.086948,Высокий,0.0,2024-04-06 00:00:00,2423.0,2156.47,116649.0,2.0,4312.94,0.0,3.7,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1059A6/,Не важен / Неизвестно
0,Томская область выпуск 62,RU000A0ZYMJ7,243.875,Средний,8.0,2024-06-20 00:00:00,0.0,4.0,250.0,4.0,16.0,3.0,6.56,12.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZYMJ7/,Не важен / Неизвестно
0,Северсталь выпуск 6,RU000A1008W7,983.2,Высокий,59.0,2024-04-02 00:00:00,,37.5,1000.0,2.0,75.0,10.0,7.63,375.0,https://www.tinkoff.ru/invest/bonds/RU000A1008W7/,Не важен / Неизвестно
0,ОФЗ 29008,SU29008RMFS8,1041.81,Высокий,66.0,2024-04-10 00:00:00,49.0,44.63,1000.0,2.0,89.26,11.0,8.57,491.0,https://www.tinkoff.ru/invest/bonds/SU29008RMFS8/,Не важен / Неизвестно
0,Нижегородская область,RU000A0ZZUT6,200.0,Высокий,1.0,2024-05-24 00:00:00,2.0,4.09,200.0,4.0,16.36,0.0,8.18,0.0,https://www.tinkoff.ru/invest/bonds/RU000A0ZZUT6/,Не важен / Неизвестно
0,Европлан БО 07,RU000A0JWVL2,1001.6,Высокий,29.0,2024-04-02 00:00:00,,38.11,1000.0,2.0,76.22,5.0,7.61,191.0,https://www.tinkoff.ru/invest/bonds/RU000A0JWVL2/,Не важен / Неизвестно
0,ГТЛК ЗО29-Д,RU000A107D58,79800.06753,Высокий,58.0,2024-08-27 00:00:00,390.0,1747.74,92366.0,2.0,3495.48,10.0,4.38,17477.0,https://www.tinkoff.ru/invest/bonds/RU000A107D58/,Не важен / Неизвестно
0,СУЭК-Финанс выпуск 3,RU000A100VG7,958.0,Средний,65.0,2024-09-19 00:00:00,0.0,8.61,1000.0,2.0,17.22,11.0,1.8,95.0,https://www.tinkoff.ru/invest/bonds/RU000A100VG7/,Не важен / Неизвестно
0,ГТЛК ЗО27-Д,RU000A107B43,85315.149024,Высокий,35.0,2024-09-10 00:00:00,262.0,1868.33,92366.0,2.0,3736.66,6.0,4.38,11210.0,https://www.tinkoff.ru/invest/bonds/RU000A107B43/,Не важен / Неизвестно
0,ГТЛК ЗО28-Д,RU000A107CX7,83718.417982,Высокий,46.0,2024-08-26 00:00:00,443.0,1928.53,92366.0,2.0,3857.06,8.0,4.61,15428.0,https://www.tinkoff.ru/invest/bonds/RU000A107CX7/,Не важен / Неизвестно
0,ГТЛК ЗО26-Д,RU000A107AQ5,88532.903366,Высокий,22.0,2024-08-18 00:00:00,558.0,1988.82,92366.0,2.0,3977.64,4.0,4.49,7955.0,https://www.tinkoff.ru/invest/bonds/RU000A107AQ5/,Не важен / Неизвестно
0,ГТЛК ЗО24-Д,RU000A1077H3,92000.045908,Высокий,1.0,2024-05-31 00:00:00,1604.0,2059.55,92366.0,2.0,4119.1,0.0,4.48,0.0,https://www.tinkoff.ru/invest/bonds/RU000A1077H3/,Не важен / Неизвестно
0,ПИК-Корпорация выпуск 5,RU000A105146,89777.165752,Высокий,31.0,2024-05-19 00:00:00,1921.0,2254.0,92366.0,2.0,4508.0,5.0,5.02,11270.0,https://www.tinkoff.ru/invest/bonds/RU000A105146/,Не важен / Неизвестно
0,Газпром Капитал ЗО37-1-Д,RU000A105RH2,98373.94647,Высокий,160.0,2024-08-16 00:00:00,859.0,2928.25,92366.0,2.0,5856.5,27.0,5.95,79063.0,https://www.tinkoff.ru/invest/bonds/RU000A105RH2/,Не важен / Неизвестно
0,ГТЛК ЗО25-Д,RU000A1078V2,91442.986562,Высокий,12.0,2024-04-17 00:00:00,2518.0,2390.59,92366.0,2.0,4781.18,2.0,5.23,4781.0,https://www.tinkoff.ru/invest/bonds/RU000A1078V2/,Не важен / Неизвестно
0,Газпром Капитал ЗО25-1-Е,RU000A105VL6,97439.8716299,Высокий,11.0,2025-03-21 00:00:00,142.0,3778.76,99529.9,1.0,3778.76,1.0,3.88,3779.0,https://www.tinkoff.ru/invest/bonds/RU000A105VL6/,Не важен / Неизвестно
0,МКБ ЗО-2026-02,RU000A107VV1,87193.504,Средний,29.0,2024-09-21 00:00:00,108.0,1557.3,92366.0,2.0,3114.6,5.0,3.57,7786.0,https://www.tinkoff.ru/invest/bonds/RU000A107VV1/,Не важен / Неизвестно
0,Борец Капитал ЗО-2026,RU000A105GN3,91902.32268,Высокий,29.0,2024-09-17 00:00:00,230.0,2410.68,92366.0,2.0,4821.36,5.0,5.25,12053.0,https://www.tinkoff.ru/invest/bonds/RU000A105GN3/,Не важен / Неизвестно
0,Газпром 2034,RU000A105A95,107698.756,Высокий,120.0,2024-04-28 00:00:00,3408.0,3465.82,92366.0,2.0,6931.64,20.0,6.44,69316.0,https://www.tinkoff.ru/invest/bonds/RU000A105A95/,Не важен / Неизвестно
0,Газпром Капитал ЗО30-1-Д,RU000A105SG2,78400.353166,Высокий,70.0,2024-08-25 00:00:00,308.0,1305.78,92366.0,2.0,2611.56,12.0,3.33,15669.0,https://www.tinkoff.ru/invest/bonds/RU000A105SG2/,Не важен / Неизвестно
0,Газпром Капитал ЗО26-1-Е,RU000A105WH2,92244.31132,Высокий,23.0,2025-03-21 00:00:00,81.0,2164.73,99529.9,1.0,2164.73,2.0,2.35,4329.0,https://www.tinkoff.ru/invest/bonds/RU000A105WH2/,Не важен / Неизвестно
0,ЧТПЗ ЗО-2024,RU000A107JY0,90795.778,Высокий,5.0,2024-09-19 00:00:00,150.0,1808.03,92366.0,2.0,3616.06,1.0,3.98,1808.0,https://www.tinkoff.ru/invest/bonds/RU000A107JY0/,Не важен / Неизвестно
0,Газпром капитал ЗО29-1-Д,RU000A105KU0,79896.497634,Высокий,57.0,2024-07-27 00:00:00,492.0,1184.94,92366.0,2.0,2369.88,10.0,2.97,11849.0,https://www.tinkoff.ru/invest/bonds/RU000A105KU0/,Не важен / Неизвестно
0,Газпром Капитал ЗО27-1-Е,RU000A105RZ4,86541.1485201,Высокий,34.0,2025-02-17 00:00:00,183.0,1298.82,99529.9,1.0,1298.82,3.0,1.5,3896.0,https://www.tinkoff.ru/invest/bonds/RU000A105RZ4/,Не важен / Неизвестно
